detector;screenshot_path;temp;artifact_visible;artifact_goal;artifacttype_retrieved;features_extracted;matching_finished;total;found;match_count;False
orb;\\VBOXSVR\evaluation_screenshots\email-bounce-exchange-de-2-1.png;email-bounce-exchange-de-2-1.png;email-bounce-exchange-de;04_Targeted_IT_Abteilung-Schwer;294,8278;314,769;289,6398;899,2366;False;0;False
orb;\\VBOXSVR\evaluation_screenshots\email-bounce-exchange-de-3-1.png;email-bounce-exchange-de-3-1.png;email-bounce-exchange-de;04_Targeted_IT_Abteilung-Schwer;384,2145;217,3364;204,1219;805,6728;False;0;False
orb;\\VBOXSVR\evaluation_screenshots\email-bounce-exchange-de-4-1.png;email-bounce-exchange-de-4-1.png;email-bounce-exchange-de;04_Targeted_IT_Abteilung-Schwer;331,4111;391,3049;116,3941;839,1101;False;0;False
orb;\\VBOXSVR\evaluation_screenshots\email-bounce-exchange-de-5-1.png;email-bounce-exchange-de-5-1.png;email-bounce-exchange-de;04_Targeted_IT_Abteilung-Schwer;413,3;215,0575;116,297;744,6545;False;0;False
orb;\\VBOXSVR\evaluation_screenshots\exe_anti_virus_extended-1-1.png;exe_anti_virus_extended-1-1.png;exe_anti_virus_extended;04_Targeted_IT_Abteilung-Schwer;237,3493;107,0679;123,2949;467,7121;False;0;False
orb;\\VBOXSVR\evaluation_screenshots\exe_anti_virus_extended-2-1.png;exe_anti_virus_extended-2-1.png;exe_anti_virus_extended;04_Targeted_IT_Abteilung-Schwer;326,2877;318,638;190,8052;835,7309;False;0;False
orb;\\VBOXSVR\evaluation_screenshots\exe_anti_virus_extended-3-1.png;exe_anti_virus_extended-3-1.png;exe_anti_virus_extended;04_Targeted_IT_Abteilung-Schwer;387,1624;328,5078;198,6014;914,2716;False;0;False
orb;\\VBOXSVR\evaluation_screenshots\exe_anti_virus_extended-4-1.png;exe_anti_virus_extended-4-1.png;exe_anti_virus_extended;04_Targeted_IT_Abteilung-Schwer;399,173;303,6883;126,6872;829,5485;False;0;False
orb;\\VBOXSVR\evaluation_screenshots\exe_anti_virus_extended-5-1.png;exe_anti_virus_extended-5-1.png;exe_anti_virus_extended;04_Targeted_IT_Abteilung-Schwer;299,6788;193,2509;127,6215;620,5512;False;0;False
orb;\\VBOXSVR\evaluation_screenshots\exe_anti_virus_simple-1-1.png;exe_anti_virus_simple-1-1.png;exe_anti_virus_simple;04_Targeted_IT_Abteilung-Schwer;309,9303;96,9222;216,617;623,4695;False;0;False
orb;\\VBOXSVR\evaluation_screenshots\exe_anti_virus_simple-2-1.png;exe_anti_virus_simple-2-1.png;exe_anti_virus_simple;04_Targeted_IT_Abteilung-Schwer;395,5565;312,604;128,4753;836,6358;False;0;False
orb;\\VBOXSVR\evaluation_screenshots\exe_anti_virus_simple-3-1.png;exe_anti_virus_simple-3-1.png;exe_anti_virus_simple;04_Targeted_IT_Abteilung-Schwer;232,3862;321,9048;120,3645;674,6555;False;0;False
orb;\\VBOXSVR\evaluation_screenshots\exe_anti_virus_simple-4-1.png;exe_anti_virus_simple-4-1.png;exe_anti_virus_simple;04_Targeted_IT_Abteilung-Schwer;296,121;505,6932;127,7324;929,5466;False;0;False
orb;\\VBOXSVR\evaluation_screenshots\exe_anti_virus_simple-5-1.png;exe_anti_virus_simple-5-1.png;exe_anti_virus_simple;04_Targeted_IT_Abteilung-Schwer;298,0126;319,3606;187,7363;805,1095;False;0;False
orb;\\VBOXSVR\evaluation_screenshots\exe_file_scanner-1-1.png;exe_file_scanner-1-1.png;exe_file_scanner;04_Targeted_IT_Abteilung-Schwer;299,3712;37,1606;310,1695;646,7013;False;0;False
orb;\\VBOXSVR\evaluation_screenshots\exe_file_scanner-1-2.png;exe_file_scanner-1-2.png;exe_file_scanner;04_Targeted_IT_Abteilung-Schwer;318,8374;105,3022;190,426;614,5656;False;0;False
orb;\\VBOXSVR\evaluation_screenshots\exe_file_scanner-1-3.png;exe_file_scanner-1-3.png;exe_file_scanner;04_Targeted_IT_Abteilung-Schwer;307,294;190,3157;122,2968;619,9065;False;0;False
orb;\\VBOXSVR\evaluation_screenshots\exe_file_scanner-1-4.png;exe_file_scanner-1-4.png;exe_file_scanner;04_Targeted_IT_Abteilung-Schwer;296,4411;96,6195;125,1785;518,2391;False;0;False
orb;\\VBOXSVR\evaluation_screenshots\exe_file_scanner-2-1.png;exe_file_scanner-2-1.png;exe_file_scanner;04_Targeted_IT_Abteilung-Schwer;325,2085;293,5672;202,4417;821,2174;False;0;False
orb;\\VBOXSVR\evaluation_screenshots\exe_file_scanner-2-2.png;exe_file_scanner-2-2.png;exe_file_scanner;04_Targeted_IT_Abteilung-Schwer;304,159;320,4209;127,6759;752,2558;False;0;False
orb;\\VBOXSVR\evaluation_screenshots\exe_file_scanner-2-3.png;exe_file_scanner-2-3.png;exe_file_scanner;04_Targeted_IT_Abteilung-Schwer;236,8879;395,9668;197,0961;829,9508;False;0;False
orb;\\VBOXSVR\evaluation_screenshots\exe_file_scanner-2-4.png;exe_file_scanner-2-4.png;exe_file_scanner;04_Targeted_IT_Abteilung-Schwer;291,4322;311,5395;298,3921;901,3638;False;0;False
orb;\\VBOXSVR\evaluation_screenshots\exe_file_scanner-3-1.png;exe_file_scanner-3-1.png;exe_file_scanner;04_Targeted_IT_Abteilung-Schwer;231,4796;308,744;268,959;809,1826;False;0;False
orb;\\VBOXSVR\evaluation_screenshots\exe_file_scanner-3-2.png;exe_file_scanner-3-2.png;exe_file_scanner;04_Targeted_IT_Abteilung-Schwer;309,5634;312,408;204,7462;826,7176;False;0;False
orb;\\VBOXSVR\evaluation_screenshots\exe_file_scanner-3-3.png;exe_file_scanner-3-3.png;exe_file_scanner;04_Targeted_IT_Abteilung-Schwer;383,9464;235,3667;299,8751;919,1882;False;0;False
orb;\\VBOXSVR\evaluation_screenshots\exe_file_scanner-3-4.png;exe_file_scanner-3-4.png;exe_file_scanner;04_Targeted_IT_Abteilung-Schwer;329,1242;312,706;286,1213;927,9515;False;0;False
orb;\\VBOXSVR\evaluation_screenshots\exe_file_scanner-4-1.png;exe_file_scanner-4-1.png;exe_file_scanner;04_Targeted_IT_Abteilung-Schwer;339,371;296,379;198,452;834,202;False;0;False
orb;\\VBOXSVR\evaluation_screenshots\exe_file_scanner-4-2.png;exe_file_scanner-4-2.png;exe_file_scanner;04_Targeted_IT_Abteilung-Schwer;304,0191;307,313;134,572;745,9041;False;0;False
orb;\\VBOXSVR\evaluation_screenshots\exe_file_scanner-4-3.png;exe_file_scanner-4-3.png;exe_file_scanner;04_Targeted_IT_Abteilung-Schwer;279,8638;428,4642;189,0401;897,3681;False;0;False
orb;\\VBOXSVR\evaluation_screenshots\exe_file_scanner-4-4.png;exe_file_scanner-4-4.png;exe_file_scanner;04_Targeted_IT_Abteilung-Schwer;299,9381;358,8758;120,8357;779,6496;False;0;False
orb;\\VBOXSVR\evaluation_screenshots\exe_file_scanner-5-1.png;exe_file_scanner-5-1.png;exe_file_scanner;04_Targeted_IT_Abteilung-Schwer;227,1897;321,8648;190,026;739,0805;False;0;False
orb;\\VBOXSVR\evaluation_screenshots\exe_file_scanner-5-2.png;exe_file_scanner-5-2.png;exe_file_scanner;04_Targeted_IT_Abteilung-Schwer;310,6982;127,9954;290,1244;728,818;False;0;False
orb;\\VBOXSVR\evaluation_screenshots\exe_file_scanner-5-3.png;exe_file_scanner-5-3.png;exe_file_scanner;04_Targeted_IT_Abteilung-Schwer;415,1776;207,1479;276,4801;898,8056;False;0;False
orb;\\VBOXSVR\evaluation_screenshots\exe_file_scanner-5-4.png;exe_file_scanner-5-4.png;exe_file_scanner;04_Targeted_IT_Abteilung-Schwer;296,9366;197,285;124,9883;619,2099;False;0;False
orb;\\VBOXSVR\evaluation_screenshots\exe_login_window-1-1.png;exe_login_window-1-1.png;exe_login_window;04_Targeted_IT_Abteilung-Schwer;299,1053;102,9888;107,3422;509,4363;False;0;False
orb;\\VBOXSVR\evaluation_screenshots\exe_login_window-1-2.png;exe_login_window-1-2.png;exe_login_window;04_Targeted_IT_Abteilung-Schwer;401,638;94,3762;119,368;615,3822;False;0;False
orb;\\VBOXSVR\evaluation_screenshots\exe_login_window-1-3.png;exe_login_window-1-3.png;exe_login_window;04_Targeted_IT_Abteilung-Schwer;286,0473;33,8805;97,2178;417,1456;False;0;False
orb;\\VBOXSVR\evaluation_screenshots\exe_login_window-1-4.png;exe_login_window-1-4.png;exe_login_window;04_Targeted_IT_Abteilung-Schwer;335,8119;99,6234;100,4567;535,892;False;0;False
orb;\\VBOXSVR\evaluation_screenshots\exe_login_window-2-1.png;exe_login_window-2-1.png;exe_login_window;04_Targeted_IT_Abteilung-Schwer;295,2921;401,5629;119,7573;816,6123;False;0;False
orb;\\VBOXSVR\evaluation_screenshots\exe_login_window-2-2.png;exe_login_window-2-2.png;exe_login_window;04_Targeted_IT_Abteilung-Schwer;231,5246;287,2362;218,776;737,5368;False;0;False
orb;\\VBOXSVR\evaluation_screenshots\exe_login_window-2-3.png;exe_login_window-2-3.png;exe_login_window;04_Targeted_IT_Abteilung-Schwer;407,0302;290,9061;124,631;822,5673;False;0;False
orb;\\VBOXSVR\evaluation_screenshots\exe_login_window-2-4.png;exe_login_window-2-4.png;exe_login_window;04_Targeted_IT_Abteilung-Schwer;232,6065;391,4092;115,6392;739,6549;False;0;False
orb;\\VBOXSVR\evaluation_screenshots\exe_login_window-3-1.png;exe_login_window-3-1.png;exe_login_window;04_Targeted_IT_Abteilung-Schwer;715,9144;952,9123;185,3892;1854,2159;False;0;False
orb;\\VBOXSVR\evaluation_screenshots\exe_login_window-3-2.png;exe_login_window-3-2.png;exe_login_window;04_Targeted_IT_Abteilung-Schwer;225,6073;1321,3483;195,077;1742,0326;False;0;False
orb;\\VBOXSVR\evaluation_screenshots\exe_login_window-3-3.png;exe_login_window-3-3.png;exe_login_window;04_Targeted_IT_Abteilung-Schwer;340,082;1139,9158;190,577;1670,5748;False;0;False
orb;\\VBOXSVR\evaluation_screenshots\exe_login_window-3-4.png;exe_login_window-3-4.png;exe_login_window;04_Targeted_IT_Abteilung-Schwer;230,8659;1218,2769;119,6613;1568,8041;False;0;False
orb;\\VBOXSVR\evaluation_screenshots\exe_login_window-4-1.png;exe_login_window-4-1.png;exe_login_window;04_Targeted_IT_Abteilung-Schwer;304,2366;821,3011;121,9191;1247,4568;False;0;False
orb;\\VBOXSVR\evaluation_screenshots\exe_login_window-4-2.png;exe_login_window-4-2.png;exe_login_window;04_Targeted_IT_Abteilung-Schwer;237,6745;1125,8773;119,3921;1482,9439;False;0;False
orb;\\VBOXSVR\evaluation_screenshots\exe_login_window-4-3.png;exe_login_window-4-3.png;exe_login_window;04_Targeted_IT_Abteilung-Schwer;232,5846;1251,5955;184,0433;1668,2234;False;0;False
orb;\\VBOXSVR\evaluation_screenshots\exe_login_window-4-4.png;exe_login_window-4-4.png;exe_login_window;04_Targeted_IT_Abteilung-Schwer;297,0896;1171,8919;189,4738;1658,4553;False;0;False
orb;\\VBOXSVR\evaluation_screenshots\exe_login_window-5-1.png;exe_login_window-5-1.png;exe_login_window;04_Targeted_IT_Abteilung-Schwer;309,958;733,1875;176,8252;1219,9707;False;0;False
orb;\\VBOXSVR\evaluation_screenshots\exe_login_window-5-2.png;exe_login_window-5-2.png;exe_login_window;04_Targeted_IT_Abteilung-Schwer;302,0814;530,7969;120,0902;952,9685;False;0;False
orb;\\VBOXSVR\evaluation_screenshots\exe_login_window-5-3.png;exe_login_window-5-3.png;exe_login_window;04_Targeted_IT_Abteilung-Schwer;330,5235;633,8026;128,2756;1092,6017;False;0;False
orb;\\VBOXSVR\evaluation_screenshots\exe_login_window-5-4.png;exe_login_window-5-4.png;exe_login_window;04_Targeted_IT_Abteilung-Schwer;301,3188;434,745;122,203;858,2668;False;0;False
orb;\\VBOXSVR\evaluation_screenshots\exe_self_remove-1-1.png;exe_self_remove-1-1.png;exe_self_remove;04_Targeted_IT_Abteilung-Schwer;320,3703;192,0858;195,4073;707,8634;False;0;False
orb;\\VBOXSVR\evaluation_screenshots\exe_self_remove-2-1.png;exe_self_remove-2-1.png;exe_self_remove;04_Targeted_IT_Abteilung-Schwer;293,634;723,6151;185,9447;1203,1938;False;0;False
orb;\\VBOXSVR\evaluation_screenshots\exe_self_remove-3-1.png;exe_self_remove-3-1.png;exe_self_remove;04_Targeted_IT_Abteilung-Schwer;330,4041;1017,5332;190,844;1538,7813;False;0;False
orb;\\VBOXSVR\evaluation_screenshots\exe_self_remove-4-1.png;exe_self_remove-4-1.png;exe_self_remove;04_Targeted_IT_Abteilung-Schwer;298,5269;636,6956;299,7801;1235,0026;False;0;False
orb;\\VBOXSVR\evaluation_screenshots\exe_self_remove-5-1.png;exe_self_remove-5-1.png;exe_self_remove;04_Targeted_IT_Abteilung-Schwer;499,5125;534,2423;114,7623;1148,5171;False;0;False
orb;\\VBOXSVR\evaluation_screenshots\exe_updater_generic-1-1.png;exe_updater_generic-1-1.png;exe_updater_generic;04_Targeted_IT_Abteilung-Schwer;300,6365;114,3269;183,0409;598,0043;False;0;False
orb;\\VBOXSVR\evaluation_screenshots\exe_updater_generic-1-2.png;exe_updater_generic-1-2.png;exe_updater_generic;04_Targeted_IT_Abteilung-Schwer;300,1294;104,0671;200,7649;604,9614;False;0;False
orb;\\VBOXSVR\evaluation_screenshots\exe_updater_generic-1-3.png;exe_updater_generic-1-3.png;exe_updater_generic;04_Targeted_IT_Abteilung-Schwer;421,1009;107,7842;182,6146;711,4997;False;0;False
orb;\\VBOXSVR\evaluation_screenshots\exe_updater_generic-1-4.png;exe_updater_generic-1-4.png;exe_updater_generic;04_Targeted_IT_Abteilung-Schwer;312,2552;205,7994;181,2367;699,2913;False;0;False
orb;\\VBOXSVR\evaluation_screenshots\exe_updater_generic-2-1.png;exe_updater_generic-2-1.png;exe_updater_generic;04_Targeted_IT_Abteilung-Schwer;287,5558;738,2199;180,5639;1206,3396;False;0;False
orb;\\VBOXSVR\evaluation_screenshots\exe_updater_generic-2-2.png;exe_updater_generic-2-2.png;exe_updater_generic;04_Targeted_IT_Abteilung-Schwer;395,9269;432,0927;121,1957;949,2153;False;0;False
orb;\\VBOXSVR\evaluation_screenshots\exe_updater_generic-2-3.png;exe_updater_generic-2-3.png;exe_updater_generic;04_Targeted_IT_Abteilung-Schwer;293,2804;541,692;112,6967;947,6691;False;0;False
orb;\\VBOXSVR\evaluation_screenshots\exe_updater_generic-2-4.png;exe_updater_generic-2-4.png;exe_updater_generic;04_Targeted_IT_Abteilung-Schwer;403,7325;493,1882;114,601;1011,5217;False;0;False
orb;\\VBOXSVR\evaluation_screenshots\exe_updater_generic-3-1.png;exe_updater_generic-3-1.png;exe_updater_generic;04_Targeted_IT_Abteilung-Schwer;309,1441;719,5627;118,6751;1147,3819;False;0;False
orb;\\VBOXSVR\evaluation_screenshots\exe_updater_generic-3-2.png;exe_updater_generic-3-2.png;exe_updater_generic;04_Targeted_IT_Abteilung-Schwer;226,1591;709,5882;306,0617;1241,809;False;0;False
orb;\\VBOXSVR\evaluation_screenshots\exe_updater_generic-3-3.png;exe_updater_generic-3-3.png;exe_updater_generic;04_Targeted_IT_Abteilung-Schwer;420,2837;1120,9909;184,3351;1725,6097;False;0;False
orb;\\VBOXSVR\evaluation_screenshots\exe_updater_generic-3-4.png;exe_updater_generic-3-4.png;exe_updater_generic;04_Targeted_IT_Abteilung-Schwer;310,5198;1334,5603;183,8328;1828,9129;False;0;False
orb;\\VBOXSVR\evaluation_screenshots\exe_updater_generic-4-1.png;exe_updater_generic-4-1.png;exe_updater_generic;04_Targeted_IT_Abteilung-Schwer;300,7794;1064,3396;117,5939;1482,7129;False;0;False
orb;\\VBOXSVR\evaluation_screenshots\exe_updater_generic-4-2.png;exe_updater_generic-4-2.png;exe_updater_generic;04_Targeted_IT_Abteilung-Schwer;242,3041;1206,7383;119,2997;1568,3421;False;0;False
orb;\\VBOXSVR\evaluation_screenshots\exe_updater_generic-4-3.png;exe_updater_generic-4-3.png;exe_updater_generic;04_Targeted_IT_Abteilung-Schwer;289,9197;1121,9693;120,124;1532,013;False;0;False
orb;\\VBOXSVR\evaluation_screenshots\exe_updater_generic-4-4.png;exe_updater_generic-4-4.png;exe_updater_generic;04_Targeted_IT_Abteilung-Schwer;228,1581;1338,9906;119,7813;1686,93;False;0;False
orb;\\VBOXSVR\evaluation_screenshots\exe_updater_generic-5-1.png;exe_updater_generic-5-1.png;exe_updater_generic;04_Targeted_IT_Abteilung-Schwer;296,0529;430,5905;190,5089;917,1523;False;0;False
orb;\\VBOXSVR\evaluation_screenshots\exe_updater_generic-5-2.png;exe_updater_generic-5-2.png;exe_updater_generic;04_Targeted_IT_Abteilung-Schwer;298,7303;520,495;121,9566;941,1819;False;0;False
orb;\\VBOXSVR\evaluation_screenshots\exe_updater_generic-5-3.png;exe_updater_generic-5-3.png;exe_updater_generic;04_Targeted_IT_Abteilung-Schwer;232,8221;606,2277;305,1983;1144,2481;False;0;False
orb;\\VBOXSVR\evaluation_screenshots\exe_updater_generic-5-4.png;exe_updater_generic-5-4.png;exe_updater_generic;04_Targeted_IT_Abteilung-Schwer;420,3026;612,9238;186,1588;1219,3852;False;0;False
orb;\\VBOXSVR\evaluation_screenshots\exe_updater_human-1-1.png;exe_updater_human-1-1.png;exe_updater_human;04_Targeted_IT_Abteilung-Schwer;235,7904;266,8903;127,9878;630,6685;False;0;False
orb;\\VBOXSVR\evaluation_screenshots\exe_updater_human-1-2.png;exe_updater_human-1-2.png;exe_updater_human;04_Targeted_IT_Abteilung-Schwer;296,7212;229,7491;189,8633;716,3336;False;0;False
orb;\\VBOXSVR\evaluation_screenshots\exe_updater_human-2-1.png;exe_updater_human-2-1.png;exe_updater_human;04_Targeted_IT_Abteilung-Schwer;237,7342;698,5183;185,8222;1122,0747;False;0;False
orb;\\VBOXSVR\evaluation_screenshots\exe_updater_human-2-2.png;exe_updater_human-2-2.png;exe_updater_human;04_Targeted_IT_Abteilung-Schwer;228,057;611,0756;126,1452;965,2778;False;0;False
orb;\\VBOXSVR\evaluation_screenshots\exe_updater_human-3-1.png;exe_updater_human-3-1.png;exe_updater_human;04_Targeted_IT_Abteilung-Schwer;297,4264;726,201;186,715;1210,3424;False;0;False
orb;\\VBOXSVR\evaluation_screenshots\exe_updater_human-3-2.png;exe_updater_human-3-2.png;exe_updater_human;04_Targeted_IT_Abteilung-Schwer;296,111;211,693;189,4786;697,2826;False;0;False
orb;\\VBOXSVR\evaluation_screenshots\exe_updater_human-4-1.png;exe_updater_human-4-1.png;exe_updater_human;04_Targeted_IT_Abteilung-Schwer;317,3083;749,6276;188,5026;1255,4385;False;0;False
orb;\\VBOXSVR\evaluation_screenshots\exe_updater_human-4-2.png;exe_updater_human-4-2.png;exe_updater_human;04_Targeted_IT_Abteilung-Schwer;226,7572;945,2282;127,0048;1298,9902;False;0;False
orb;\\VBOXSVR\evaluation_screenshots\exe_updater_human-5-1.png;exe_updater_human-5-1.png;exe_updater_human;04_Targeted_IT_Abteilung-Schwer;218,9798;523,1312;182,6756;924,7866;False;0;False
orb;\\VBOXSVR\evaluation_screenshots\exe_updater_human-5-2.png;exe_updater_human-5-2.png;exe_updater_human;04_Targeted_IT_Abteilung-Schwer;333,0704;504,2251;118,3034;955,5989;False;0;False
orb;\\VBOXSVR\evaluation_screenshots\exe_updater_java-1-1.png;exe_updater_java-1-1.png;exe_updater_java;04_Targeted_IT_Abteilung-Schwer;392,9706;111,6867;207,8241;712,4814;False;0;False
orb;\\VBOXSVR\evaluation_screenshots\exe_updater_java-1-2.png;exe_updater_java-1-2.png;exe_updater_java;04_Targeted_IT_Abteilung-Schwer;298,0524;98,1347;226,2165;622,4036;False;0;False
orb;\\VBOXSVR\evaluation_screenshots\exe_updater_java-1-3.png;exe_updater_java-1-3.png;exe_updater_java;04_Targeted_IT_Abteilung-Schwer;384,8266;123,5109;118,0289;626,3664;False;0;False
orb;\\VBOXSVR\evaluation_screenshots\exe_updater_java-1-4.png;exe_updater_java-1-4.png;exe_updater_java;04_Targeted_IT_Abteilung-Schwer;411,7207;116,7371;119,6813;648,1391;False;0;False
orb;\\VBOXSVR\evaluation_screenshots\exe_updater_java-1-5.png;exe_updater_java-1-5.png;exe_updater_java;04_Targeted_IT_Abteilung-Schwer;298,9938;120,1878;294,7013;713,8829;False;0;False
orb;\\VBOXSVR\evaluation_screenshots\exe_updater_java-1-6.png;exe_updater_java-1-6.png;exe_updater_java;04_Targeted_IT_Abteilung-Schwer;385,8412;111,5368;125,6848;623,0628;False;0;False
orb;\\VBOXSVR\evaluation_screenshots\exe_updater_java-1-7.png;exe_updater_java-1-7.png;exe_updater_java;04_Targeted_IT_Abteilung-Schwer;330,0063;192,3478;185,602;707,9561;False;0;False
orb;\\VBOXSVR\evaluation_screenshots\exe_updater_java-1-8.png;exe_updater_java-1-8.png;exe_updater_java;04_Targeted_IT_Abteilung-Schwer;297,3408;115,8886;217,39;630,6194;False;0;False
orb;\\VBOXSVR\evaluation_screenshots\exe_updater_java-2-1.png;exe_updater_java-2-1.png;exe_updater_java;04_Targeted_IT_Abteilung-Schwer;315,8717;1095,5919;119,4472;1530,9108;False;0;False
orb;\\VBOXSVR\evaluation_screenshots\exe_updater_java-2-2.png;exe_updater_java-2-2.png;exe_updater_java;04_Targeted_IT_Abteilung-Schwer;420,5964;716,3955;180,9373;1317,9292;False;0;False
orb;\\VBOXSVR\evaluation_screenshots\exe_updater_java-2-3.png;exe_updater_java-2-3.png;exe_updater_java;04_Targeted_IT_Abteilung-Schwer;228,2158;1024,0914;187,8859;1440,1931;False;0;False
orb;\\VBOXSVR\evaluation_screenshots\exe_updater_java-2-4.png;exe_updater_java-2-4.png;exe_updater_java;04_Targeted_IT_Abteilung-Schwer;227,8374;1104,9255;116,1796;1448,9425;False;0;False
orb;\\VBOXSVR\evaluation_screenshots\exe_updater_java-2-5.png;exe_updater_java-2-5.png;exe_updater_java;04_Targeted_IT_Abteilung-Schwer;299,5094;931,1922;121,1427;1351,8443;False;0;False
orb;\\VBOXSVR\evaluation_screenshots\exe_updater_java-2-6.png;exe_updater_java-2-6.png;exe_updater_java;04_Targeted_IT_Abteilung-Schwer;287,6083;965,4532;115,2946;1368,3561;False;0;False
orb;\\VBOXSVR\evaluation_screenshots\exe_updater_java-2-7.png;exe_updater_java-2-7.png;exe_updater_java;04_Targeted_IT_Abteilung-Schwer;311,9257;1000,7821;125,755;1438,4628;False;0;False
orb;\\VBOXSVR\evaluation_screenshots\exe_updater_java-2-8.png;exe_updater_java-2-8.png;exe_updater_java;04_Targeted_IT_Abteilung-Schwer;227,4068;911,8973;180,5556;1319,8597;False;0;False
orb;\\VBOXSVR\evaluation_screenshots\exe_updater_java-3-1.png;exe_updater_java-3-1.png;exe_updater_java;04_Targeted_IT_Abteilung-Schwer;299,7464;1346,5781;120,3892;1766,7137;False;0;False
orb;\\VBOXSVR\evaluation_screenshots\exe_updater_java-3-2.png;exe_updater_java-3-2.png;exe_updater_java;04_Targeted_IT_Abteilung-Schwer;283,2979;1339,8199;123,8574;1746,9752;False;0;False
orb;\\VBOXSVR\evaluation_screenshots\exe_updater_java-3-3.png;exe_updater_java-3-3.png;exe_updater_java;04_Targeted_IT_Abteilung-Schwer;229,961;1337,7638;180,176;1747,9008;False;0;False
orb;\\VBOXSVR\evaluation_screenshots\exe_updater_java-3-4.png;exe_updater_java-3-4.png;exe_updater_java;04_Targeted_IT_Abteilung-Schwer;286,2839;1335,5025;116,1097;1737,8961;False;0;False
orb;\\VBOXSVR\evaluation_screenshots\exe_updater_java-3-5.png;exe_updater_java-3-5.png;exe_updater_java;04_Targeted_IT_Abteilung-Schwer;489,8532;1159,8742;172,4852;1822,2126;False;0;False
orb;\\VBOXSVR\evaluation_screenshots\exe_updater_java-3-6.png;exe_updater_java-3-6.png;exe_updater_java;04_Targeted_IT_Abteilung-Schwer;241,4291;1106,8564;124,3249;1472,6104;False;0;False
orb;\\VBOXSVR\evaluation_screenshots\exe_updater_java-3-7.png;exe_updater_java-3-7.png;exe_updater_java;04_Targeted_IT_Abteilung-Schwer;293,7091;454,19;125,602;873,5011;False;0;False
orb;\\VBOXSVR\evaluation_screenshots\exe_updater_java-3-8.png;exe_updater_java-3-8.png;exe_updater_java;04_Targeted_IT_Abteilung-Schwer;286,7567;755,0007;173,5515;1215,3089;False;0;False
orb;\\VBOXSVR\evaluation_screenshots\exe_updater_java-4-1.png;exe_updater_java-4-1.png;exe_updater_java;04_Targeted_IT_Abteilung-Schwer;238,8386;1007,4196;118,3162;1364,5744;False;0;False
orb;\\VBOXSVR\evaluation_screenshots\exe_updater_java-4-2.png;exe_updater_java-4-2.png;exe_updater_java;04_Targeted_IT_Abteilung-Schwer;230,5083;1016,61;116,5232;1363,6415;False;0;False
orb;\\VBOXSVR\evaluation_screenshots\exe_updater_java-4-3.png;exe_updater_java-4-3.png;exe_updater_java;04_Targeted_IT_Abteilung-Schwer;225,0507;722,8006;296,3378;1244,1891;False;0;False
orb;\\VBOXSVR\evaluation_screenshots\exe_updater_java-4-4.png;exe_updater_java-4-4.png;exe_updater_java;04_Targeted_IT_Abteilung-Schwer;402,0154;830,5796;117,4286;1350,0236;False;0;False
orb;\\VBOXSVR\evaluation_screenshots\exe_updater_java-4-5.png;exe_updater_java-4-5.png;exe_updater_java;04_Targeted_IT_Abteilung-Schwer;240,7049;1137,4152;113,5092;1491,6293;False;0;False
orb;\\VBOXSVR\evaluation_screenshots\exe_updater_java-4-6.png;exe_updater_java-4-6.png;exe_updater_java;04_Targeted_IT_Abteilung-Schwer;237,8574;1329,0516;186,4897;1753,3987;False;0;False
orb;\\VBOXSVR\evaluation_screenshots\exe_updater_java-4-7.png;exe_updater_java-4-7.png;exe_updater_java;04_Targeted_IT_Abteilung-Schwer;322,7842;1137,2976;116,1071;1576,1889;False;0;False
orb;\\VBOXSVR\evaluation_screenshots\exe_updater_java-4-8.png;exe_updater_java-4-8.png;exe_updater_java;04_Targeted_IT_Abteilung-Schwer;311,351;559,4362;127,5695;998,3567;False;0;False
orb;\\VBOXSVR\evaluation_screenshots\exe_updater_java-5-1.png;exe_updater_java-5-1.png;exe_updater_java;04_Targeted_IT_Abteilung-Schwer;338,5355;473,9786;110,5848;923,0989;False;0;False
orb;\\VBOXSVR\evaluation_screenshots\exe_updater_java-5-2.png;exe_updater_java-5-2.png;exe_updater_java;04_Targeted_IT_Abteilung-Schwer;239,1077;488,1923;119,6164;846,9164;False;0;False
orb;\\VBOXSVR\evaluation_screenshots\exe_updater_java-5-3.png;exe_updater_java-5-3.png;exe_updater_java;04_Targeted_IT_Abteilung-Schwer;223,3638;713,0428;186,4373;1122,8439;False;0;False
orb;\\VBOXSVR\evaluation_screenshots\exe_updater_java-5-4.png;exe_updater_java-5-4.png;exe_updater_java;04_Targeted_IT_Abteilung-Schwer;300,4484;525,6398;197,6168;1023,705;False;0;False
orb;\\VBOXSVR\evaluation_screenshots\exe_updater_java-5-5.png;exe_updater_java-5-5.png;exe_updater_java;04_Targeted_IT_Abteilung-Schwer;334,4217;303,8728;178,9128;817,2073;False;0;False
orb;\\VBOXSVR\evaluation_screenshots\exe_updater_java-5-6.png;exe_updater_java-5-6.png;exe_updater_java;04_Targeted_IT_Abteilung-Schwer;303,5567;409,47;188,0664;901,0931;False;0;False
orb;\\VBOXSVR\evaluation_screenshots\exe_updater_java-5-7.png;exe_updater_java-5-7.png;exe_updater_java;04_Targeted_IT_Abteilung-Schwer;298,7902;613,4838;185,1866;1097,4606;False;0;False
orb;\\VBOXSVR\evaluation_screenshots\exe_updater_java-5-8.png;exe_updater_java-5-8.png;exe_updater_java;04_Targeted_IT_Abteilung-Schwer;317,2984;597,3716;115,7685;1030,4385;False;0;False
