detector;screenshot_path;artifact_goal;artifacttype_retrieved;features_extracted;matching_finished;total;found;match_count
orb;\\VBOXSVR\evaluation_screenshots\exe_updater_generic-4-2.png;02_Link_Only-Schwer;307,0102;385,2644;187,0527;879,3273;False;0
orb;\\VBOXSVR\evaluation_screenshots\exe_updater_generic-4-3.png;02_Link_Only-Schwer;383,7009;329,4847;187,9638;901,1494;False;0
orb;\\VBOXSVR\evaluation_screenshots\exe_updater_generic-4-4.png;02_Link_Only-Schwer;480,5755;328,9927;201,9919;1011,5601;False;0
orb;\\VBOXSVR\evaluation_screenshots\exe_updater_generic-5-1.png;02_Link_Only-Schwer;394,9528;236,3143;205,0154;836,2825;False;0
orb;\\VBOXSVR\evaluation_screenshots\exe_updater_generic-5-2.png;02_Link_Only-Schwer;411,032;288,3679;125,3075;824,7074;False;0
orb;\\VBOXSVR\evaluation_screenshots\exe_updater_generic-5-3.png;02_Link_Only-Schwer;323,3571;194,0219;182,2257;699,6047;False;0
orb;\\VBOXSVR\evaluation_screenshots\exe_updater_generic-5-4.png;02_Link_Only-Schwer;390,8207;300,9459;199,5034;891,27;False;0
orb;\\VBOXSVR\evaluation_screenshots\exe_updater_human-1-1.png;02_Link_Only-Schwer;299,8329;112,7179;215,2555;627,8063;False;0
orb;\\VBOXSVR\evaluation_screenshots\exe_updater_human-1-2.png;02_Link_Only-Schwer;420,0636;108,6983;120,9561;649,718;False;0
orb;\\VBOXSVR\evaluation_screenshots\exe_updater_human-2-1.png;02_Link_Only-Schwer;403,149;208,092;191,1182;802,3592;False;0
orb;\\VBOXSVR\evaluation_screenshots\exe_updater_human-2-2.png;02_Link_Only-Schwer;322,2406;293,6847;121,439;737,3643;False;0
orb;\\VBOXSVR\evaluation_screenshots\exe_updater_human-3-1.png;02_Link_Only-Schwer;415,4999;307,6976;279,9718;1003,1693;False;0
orb;\\VBOXSVR\evaluation_screenshots\exe_updater_human-3-2.png;02_Link_Only-Schwer;428,3039;292,5411;190,5038;911,3488;False;0
orb;\\VBOXSVR\evaluation_screenshots\exe_updater_human-4-1.png;02_Link_Only-Schwer;387,5658;144,9875;126,4336;658,9869;False;0
orb;\\VBOXSVR\evaluation_screenshots\exe_updater_human-4-2.png;02_Link_Only-Schwer;314,5592;206,8301;287,3018;808,6911;False;0
orb;\\VBOXSVR\evaluation_screenshots\exe_updater_human-5-1.png;02_Link_Only-Schwer;316,3093;295,2002;215,8967;827,4062;False;0
orb;\\VBOXSVR\evaluation_screenshots\exe_updater_human-5-2.png;02_Link_Only-Schwer;424,5219;192,9942;125,8418;743,3579;False;0
orb;\\VBOXSVR\evaluation_screenshots\exe_updater_java-1-1.png;02_Link_Only-Schwer;403,7386;109,2483;118,4815;631,4684;False;0
orb;\\VBOXSVR\evaluation_screenshots\exe_updater_java-1-2.png;02_Link_Only-Schwer;320,5683;88,0135;128,9063;537,4881;False;0
orb;\\VBOXSVR\evaluation_screenshots\exe_updater_java-1-3.png;02_Link_Only-Schwer;401,1698;112,6555;185,6636;699,4889;False;0
orb;\\VBOXSVR\evaluation_screenshots\exe_updater_java-1-4.png;02_Link_Only-Schwer;316,6828;92,3413;220,6909;629,715;False;0
orb;\\VBOXSVR\evaluation_screenshots\exe_updater_java-1-5.png;02_Link_Only-Schwer;413,697;111,7991;121,4665;646,9626;False;0
orb;\\VBOXSVR\evaluation_screenshots\exe_updater_java-1-6.png;02_Link_Only-Schwer;404,0953;106,1134;183,0592;693,2679;False;0
orb;\\VBOXSVR\evaluation_screenshots\exe_updater_java-1-7.png;02_Link_Only-Schwer;323,5721;111,8704;286,9116;722,3541;False;0
orb;\\VBOXSVR\evaluation_screenshots\exe_updater_java-1-8.png;02_Link_Only-Schwer;422,8203;101,0366;181,3791;705,236;False;0
orb;\\VBOXSVR\evaluation_screenshots\exe_updater_java-2-1.png;02_Link_Only-Schwer;318,1797;423,9765;173,1186;915,2748;False;0
orb;\\VBOXSVR\evaluation_screenshots\exe_updater_java-2-2.png;02_Link_Only-Schwer;316,5803;495,0997;185,0745;996,7545;False;0
orb;\\VBOXSVR\evaluation_screenshots\exe_updater_java-2-3.png;02_Link_Only-Schwer;316,6366;409,4491;186,163;912,2487;False;0
orb;\\VBOXSVR\evaluation_screenshots\exe_updater_java-2-4.png;02_Link_Only-Schwer;312,7892;407,8395;190,8994;911,5281;False;0
orb;\\VBOXSVR\evaluation_screenshots\exe_updater_java-2-5.png;02_Link_Only-Schwer;316,3284;489,6436;123,0775;929,0495;False;0
orb;\\VBOXSVR\evaluation_screenshots\exe_updater_java-2-6.png;02_Link_Only-Schwer;318,5975;312,6161;211,1695;842,3831;False;0
orb;\\VBOXSVR\evaluation_screenshots\exe_updater_java-2-7.png;02_Link_Only-Schwer;407,8361;290,5281;129,5033;827,8675;False;0
orb;\\VBOXSVR\evaluation_screenshots\exe_updater_java-2-8.png;02_Link_Only-Schwer;426,1286;274,3217;122,4776;822,9279;False;0
orb;\\VBOXSVR\evaluation_screenshots\exe_updater_java-3-1.png;02_Link_Only-Schwer;332,4699;408,2502;119,8578;860,5779;False;0
orb;\\VBOXSVR\evaluation_screenshots\exe_updater_java-3-2.png;02_Link_Only-Schwer;396,5943;400,498;126,4188;923,5111;False;0
orb;\\VBOXSVR\evaluation_screenshots\exe_updater_java-3-3.png;02_Link_Only-Schwer;313,3558;440,543;164,4179;918,3167;False;0
orb;\\VBOXSVR\evaluation_screenshots\exe_updater_java-3-4.png;02_Link_Only-Schwer;306,0049;504,3826;120,8315;931,219;False;0
orb;\\VBOXSVR\evaluation_screenshots\exe_updater_java-3-5.png;02_Link_Only-Schwer;317,3461;416,5313;179,7395;913,6169;False;0
orb;\\VBOXSVR\evaluation_screenshots\exe_updater_java-3-6.png;02_Link_Only-Schwer;320,7724;414,3869;174,9834;910,1427;False;0
orb;\\VBOXSVR\evaluation_screenshots\exe_updater_java-3-7.png;02_Link_Only-Schwer;315,9881;431,1173;117,8325;864,9379;False;0
orb;\\VBOXSVR\evaluation_screenshots\exe_updater_java-3-8.png;02_Link_Only-Schwer;312,6901;502,6859;176,4798;991,8558;False;0
orb;\\VBOXSVR\evaluation_screenshots\exe_updater_java-4-1.png;02_Link_Only-Schwer;315,547;435,2085;114,9108;865,6663;False;0
orb;\\VBOXSVR\evaluation_screenshots\exe_updater_java-4-2.png;02_Link_Only-Schwer;318,085;428,0673;126,707;872,8593;False;0
orb;\\VBOXSVR\evaluation_screenshots\exe_updater_java-4-3.png;02_Link_Only-Schwer;387,9047;423,915;190,2979;1002,1176;False;0
orb;\\VBOXSVR\evaluation_screenshots\exe_updater_java-4-4.png;02_Link_Only-Schwer;320,1088;429,9201;118,0786;868,1075;False;0
orb;\\VBOXSVR\evaluation_screenshots\exe_updater_java-4-5.png;02_Link_Only-Schwer;398,8907;429,7631;125,5306;954,1844;False;0
orb;\\VBOXSVR\evaluation_screenshots\exe_updater_java-4-6.png;02_Link_Only-Schwer;314,9799;425,9649;110,9103;851,8551;False;0
orb;\\VBOXSVR\evaluation_screenshots\exe_updater_java-4-7.png;02_Link_Only-Schwer;323,8406;511,0544;181,3553;1016,2503;False;0
orb;\\VBOXSVR\evaluation_screenshots\exe_updater_java-4-8.png;02_Link_Only-Schwer;317,9808;430,8428;128,3409;877,1645;False;0
orb;\\VBOXSVR\evaluation_screenshots\exe_updater_java-5-1.png;02_Link_Only-Schwer;308,518;214,7837;228,7387;752,0404;False;0
orb;\\VBOXSVR\evaluation_screenshots\exe_updater_java-5-2.png;02_Link_Only-Schwer;423,6722;287,5836;119,3226;830,5784;False;0
orb;\\VBOXSVR\evaluation_screenshots\exe_updater_java-5-3.png;02_Link_Only-Schwer;304,314;223,0117;183,3043;710,63;False;0
orb;\\VBOXSVR\evaluation_screenshots\exe_updater_java-5-4.png;02_Link_Only-Schwer;394,3563;328,8053;180,4623;903,6239;False;0
orb;\\VBOXSVR\evaluation_screenshots\exe_updater_java-5-5.png;02_Link_Only-Schwer;319,4255;290,8442;202,5344;812,8041;False;0
orb;\\VBOXSVR\evaluation_screenshots\exe_updater_java-5-6.png;02_Link_Only-Schwer;335,7915;390,5363;184,9873;911,3151;False;0
orb;\\VBOXSVR\evaluation_screenshots\exe_updater_java-5-7.png;02_Link_Only-Schwer;316,2203;283,8996;111,7578;711,8777;False;0
orb;\\VBOXSVR\evaluation_screenshots\exe_updater_java-5-8.png;02_Link_Only-Schwer;389,3767;133,8345;298,7287;821,9399;False;0
orb;\\VBOXSVR\evaluation_screenshots\exe_updater_remote-1-1.png;02_Link_Only-Schwer;403,7531;110,9061;115,4054;630,0646;False;0
orb;\\VBOXSVR\evaluation_screenshots\exe_updater_remote-1-2.png;02_Link_Only-Schwer;406,0724;105,9703;121,5435;633,5862;False;0
orb;\\VBOXSVR\evaluation_screenshots\exe_updater_remote-2-1.png;02_Link_Only-Schwer;381,3605;323,9173;188,5364;893,8142;False;0
orb;\\VBOXSVR\evaluation_screenshots\exe_updater_remote-2-2.png;02_Link_Only-Schwer;311,0244;417,3672;111,1479;839,5395;False;0
orb;\\VBOXSVR\evaluation_screenshots\exe_updater_remote-3-1.png;02_Link_Only-Schwer;319,6737;310,0169;202,5339;832,2245;False;0
orb;\\VBOXSVR\evaluation_screenshots\exe_updater_remote-3-2.png;02_Link_Only-Schwer;427,4735;397,2639;185,5685;1010,3059;False;0
orb;\\VBOXSVR\evaluation_screenshots\exe_updater_remote-4-1.png;02_Link_Only-Schwer;313,4934;327,8362;115,8374;757,167;False;0
orb;\\VBOXSVR\evaluation_screenshots\exe_updater_remote-4-2.png;02_Link_Only-Schwer;340,3799;493,4974;183,3485;1017,2258;False;0
orb;\\VBOXSVR\evaluation_screenshots\exe_updater_remote-5-1.png;02_Link_Only-Schwer;329,1542;309,5268;126,4634;765,1444;False;0
orb;\\VBOXSVR\evaluation_screenshots\exe_updater_remote-5-2.png;02_Link_Only-Schwer;386,4402;241,7749;118,6468;746,8619;False;0
orb;\\VBOXSVR\evaluation_screenshots\exe_updater_simple-1-1.png;02_Link_Only-Schwer;406,6921;37,022;115,7148;559,4289;False;0
orb;\\VBOXSVR\evaluation_screenshots\exe_updater_simple-2-1.png;02_Link_Only-Schwer;421,383;299,2025;187,199;907,7845;False;0
orb;\\VBOXSVR\evaluation_screenshots\exe_updater_simple-3-1.png;02_Link_Only-Schwer;316,7328;500,3448;118,4075;935,4851;False;0
orb;\\VBOXSVR\evaluation_screenshots\exe_updater_simple-4-1.png;02_Link_Only-Schwer;400,2336;413,9118;123,114;937,2594;False;0
orb;\\VBOXSVR\evaluation_screenshots\exe_updater_simple-5-1.png;02_Link_Only-Schwer;318,1091;303,4551;190,51;812,0742;False;0
orb;\\VBOXSVR\evaluation_screenshots\ms_word_macro-1-1.png;02_Link_Only-Schwer;307,794;183,7476;116,2046;607,7462;False;0
orb;\\VBOXSVR\evaluation_screenshots\ms_word_macro-1-2.png;02_Link_Only-Schwer;394,1146;206,4848;196,723;797,3224;False;0
orb;\\VBOXSVR\evaluation_screenshots\ms_word_macro-1-3.png;02_Link_Only-Schwer;419,9328;180,2239;120,4134;720,5701;False;0
orb;\\VBOXSVR\evaluation_screenshots\ms_word_macro-1-4.png;02_Link_Only-Schwer;321,4829;188,767;215,3215;725,5714;False;0
orb;\\VBOXSVR\evaluation_screenshots\ms_word_macro-2-1.png;02_Link_Only-Schwer;406,3933;526,1949;139,6804;1072,2686;False;0
orb;\\VBOXSVR\evaluation_screenshots\ms_word_macro-2-2.png;02_Link_Only-Schwer;318,1202;399,6926;186,5047;904,3175;False;0
orb;\\VBOXSVR\evaluation_screenshots\ms_word_macro-2-3.png;02_Link_Only-Schwer;318,3557;383,5454;123,8717;825,7728;False;0
orb;\\VBOXSVR\evaluation_screenshots\ms_word_macro-2-4.png;02_Link_Only-Schwer;380,906;217,8143;212,2753;810,9956;False;0
orb;\\VBOXSVR\evaluation_screenshots\ms_word_macro-3-1.png;02_Link_Only-Schwer;416,2864;214,5737;120,8323;751,6924;False;0
orb;\\VBOXSVR\evaluation_screenshots\ms_word_macro-3-2.png;02_Link_Only-Schwer;393,0217;312,6714;185,0562;890,7493;False;0
orb;\\VBOXSVR\evaluation_screenshots\ms_word_macro-3-3.png;02_Link_Only-Schwer;314,7182;431,2623;123,5898;869,5703;False;0
orb;\\VBOXSVR\evaluation_screenshots\ms_word_macro-3-4.png;02_Link_Only-Schwer;297,759;409,16;192,6183;899,5373;False;0
orb;\\VBOXSVR\evaluation_screenshots\ms_word_macro-4-1.png;02_Link_Only-Schwer;315,1061;398,3715;181,251;894,7286;False;0
orb;\\VBOXSVR\evaluation_screenshots\ms_word_macro-4-2.png;02_Link_Only-Schwer;316,1628;239,8131;141,1387;697,1146;False;0
orb;\\VBOXSVR\evaluation_screenshots\ms_word_macro-4-3.png;02_Link_Only-Schwer;317,8335;328,9862;199,7149;846,5346;False;0
orb;\\VBOXSVR\evaluation_screenshots\ms_word_macro-4-4.png;02_Link_Only-Schwer;486,174;239,3484;117,4775;842,9999;False;0
orb;\\VBOXSVR\evaluation_screenshots\ms_word_macro-5-1.png;02_Link_Only-Schwer;376,6451;126,0989;202,913;705,657;False;0
orb;\\VBOXSVR\evaluation_screenshots\ms_word_macro-5-2.png;02_Link_Only-Schwer;379,529;228,5257;180,8876;788,9423;False;0
orb;\\VBOXSVR\evaluation_screenshots\ms_word_macro-5-3.png;02_Link_Only-Schwer;310,2307;128,087;198,3693;636,687;False;0
orb;\\VBOXSVR\evaluation_screenshots\ms_word_macro-5-4.png;02_Link_Only-Schwer;318,4277;207,7829;128,5485;654,7591;False;0
orb;\\VBOXSVR\evaluation_screenshots\ms_word_protected_view-1-1.png;02_Link_Only-Schwer;411,7223;113,4657;189,6514;714,8394;False;0
orb;\\VBOXSVR\evaluation_screenshots\ms_word_protected_view-1-2.png;02_Link_Only-Schwer;378,816;104,1238;216,6763;699,6161;False;0
orb;\\VBOXSVR\evaluation_screenshots\ms_word_protected_view-1-3.png;02_Link_Only-Schwer;422,1015;96,8048;190,835;709,7413;False;0
orb;\\VBOXSVR\evaluation_screenshots\ms_word_protected_view-2-1.png;02_Link_Only-Schwer;248,4523;392,4613;182,7301;823,6437;False;0
orb;\\VBOXSVR\evaluation_screenshots\ms_word_protected_view-2-2.png;02_Link_Only-Schwer;319,6171;212,2853;123,5883;655,4907;False;0
orb;\\VBOXSVR\evaluation_screenshots\ms_word_protected_view-2-3.png;02_Link_Only-Schwer;399,4353;295,7033;199,1272;894,2658;False;0
orb;\\VBOXSVR\evaluation_screenshots\ms_word_protected_view-3-1.png;02_Link_Only-Schwer;415,9793;300,7055;185,8341;902,5189;False;0
orb;\\VBOXSVR\evaluation_screenshots\ms_word_protected_view-3-2.png;02_Link_Only-Schwer;371,6698;142,9149;186,1762;700,7609;False;0
orb;\\VBOXSVR\evaluation_screenshots\ms_word_protected_view-3-3.png;02_Link_Only-Schwer;314,504;412,5913;119,46;846,5553;False;0
orb;\\VBOXSVR\evaluation_screenshots\ms_word_protected_view-4-1.png;02_Link_Only-Schwer;411,5008;379,0283;216,3341;1006,8632;False;0
orb;\\VBOXSVR\evaluation_screenshots\ms_word_protected_view-4-2.png;02_Link_Only-Schwer;321,4759;292,9734;213,4176;827,8669;False;0
orb;\\VBOXSVR\evaluation_screenshots\ms_word_protected_view-4-3.png;02_Link_Only-Schwer;403,6558;314,0973;208,3934;926,1465;False;0
orb;\\VBOXSVR\evaluation_screenshots\ms_word_protected_view-5-1.png;02_Link_Only-Schwer;490,6017;224,532;121,141;836,2747;False;0
orb;\\VBOXSVR\evaluation_screenshots\ms_word_protected_view-5-2.png;02_Link_Only-Schwer;385,791;117,1178;191,9867;694,8955;False;0
orb;\\VBOXSVR\evaluation_screenshots\ms_word_protected_view-5-3.png;02_Link_Only-Schwer;324,5486;315,4196;181,63;821,5982;False;0
orb;\\VBOXSVR\evaluation_screenshots\not_artifacts-1-1.png;02_Link_Only-Schwer;382,8498;107,0353;120,558;610,4431;False;0
orb;\\VBOXSVR\evaluation_screenshots\not_artifacts-1-10.png;02_Link_Only-Schwer;404,7668;97,8907;125,3298;627,9873;False;0
orb;\\VBOXSVR\evaluation_screenshots\not_artifacts-1-11.png;02_Link_Only-Schwer;379,2572;105,3761;226,2294;710,8627;False;0
orb;\\VBOXSVR\evaluation_screenshots\not_artifacts-1-12.png;02_Link_Only-Schwer;398,6046;125,9916;189,6702;714,2664;False;0
orb;\\VBOXSVR\evaluation_screenshots\not_artifacts-1-2.png;02_Link_Only-Schwer;416,4648;121,2874;116,9368;654,689;False;0
orb;\\VBOXSVR\evaluation_screenshots\not_artifacts-1-3.png;02_Link_Only-Schwer;319,5666;97,1463;224,3793;641,0922;False;0
orb;\\VBOXSVR\evaluation_screenshots\not_artifacts-1-4.png;02_Link_Only-Schwer;309,6384;223,3675;188,4243;721,4302;False;0
orb;\\VBOXSVR\evaluation_screenshots\not_artifacts-1-5.png;02_Link_Only-Schwer;317,2348;289,5997;181,1063;787,9408;False;0
orb;\\VBOXSVR\evaluation_screenshots\not_artifacts-1-6.png;02_Link_Only-Schwer;325,2514;118,19;227,9289;671,3703;False;0
orb;\\VBOXSVR\evaluation_screenshots\not_artifacts-1-7.png;02_Link_Only-Schwer;407,4761;117,2773;113,2392;637,9926;False;0
orb;\\VBOXSVR\evaluation_screenshots\not_artifacts-1-8.png;02_Link_Only-Schwer;329,3881;191,0249;126,001;646,414;False;0
orb;\\VBOXSVR\evaluation_screenshots\not_artifacts-1-9.png;02_Link_Only-Schwer;313,2691;105,2251;197,333;615,8272;False;0
orb;\\VBOXSVR\evaluation_screenshots\not_artifacts-2-1.png;02_Link_Only-Schwer;422,7134;296,4764;186,0489;905,2387;False;0
orb;\\VBOXSVR\evaluation_screenshots\not_artifacts-2-10.png;02_Link_Only-Schwer;388,2841;147,46;191,3711;727,1152;False;0
orb;\\VBOXSVR\evaluation_screenshots\not_artifacts-2-11.png;02_Link_Only-Schwer;317,3416;1707,7307;212,6899;2237,7622;False;0
orb;\\VBOXSVR\evaluation_screenshots\not_artifacts-2-12.png;02_Link_Only-Schwer;317,8745;195,7357;125,3464;638,9566;False;0
orb;\\VBOXSVR\evaluation_screenshots\not_artifacts-2-2.png;02_Link_Only-Schwer;381,4218;243,3454;208,6215;833,3887;False;0
orb;\\VBOXSVR\evaluation_screenshots\not_artifacts-2-3.png;02_Link_Only-Schwer;363,7729;243,3818;310,7008;917,8555;False;0
orb;\\VBOXSVR\evaluation_screenshots\not_artifacts-2-4.png;02_Link_Only-Schwer;444,6681;283,6382;199,2284;927,5347;False;0
orb;\\VBOXSVR\evaluation_screenshots\not_artifacts-2-5.png;02_Link_Only-Schwer;319,4604;294,0014;123,2545;736,7163;False;0
orb;\\VBOXSVR\evaluation_screenshots\not_artifacts-2-6.png;02_Link_Only-Schwer;409,7453;304,6889;186,6013;901,0355;False;0
orb;\\VBOXSVR\evaluation_screenshots\not_artifacts-2-7.png;02_Link_Only-Schwer;245,7338;386,379;125,0357;757,1485;False;0
orb;\\VBOXSVR\evaluation_screenshots\not_artifacts-2-8.png;02_Link_Only-Schwer;386,1542;207,1114;226,767;820,0326;False;0
orb;\\VBOXSVR\evaluation_screenshots\not_artifacts-2-9.png;02_Link_Only-Schwer;316,0317;210,9599;275,1875;802,1791;False;0
orb;\\VBOXSVR\evaluation_screenshots\not_artifacts-3-1.png;02_Link_Only-Schwer;413,0568;302,6339;189,1796;904,8703;False;0
orb;\\VBOXSVR\evaluation_screenshots\not_artifacts-3-10.png;02_Link_Only-Schwer;383,8633;206,1896;119,6548;709,7077;False;0
orb;\\VBOXSVR\evaluation_screenshots\not_artifacts-3-11.png;02_Link_Only-Schwer;331,2261;298,2966;184,5567;814,0794;False;0
orb;\\VBOXSVR\evaluation_screenshots\not_artifacts-3-12.png;02_Link_Only-Schwer;315,6391;395,9938;207,6766;919,3095;False;0
orb;\\VBOXSVR\evaluation_screenshots\not_artifacts-3-2.png;02_Link_Only-Schwer;373,0247;217,894;200,0835;791,0022;False;0
orb;\\VBOXSVR\evaluation_screenshots\not_artifacts-3-3.png;02_Link_Only-Schwer;403,3565;200,8426;282,6758;886,8749;False;0
orb;\\VBOXSVR\evaluation_screenshots\not_artifacts-3-4.png;02_Link_Only-Schwer;412,8235;206,5821;124,1088;743,5144;False;0
orb;\\VBOXSVR\evaluation_screenshots\not_artifacts-3-5.png;02_Link_Only-Schwer;410,2149;280,6019;122,3118;813,1286;False;0
orb;\\VBOXSVR\evaluation_screenshots\not_artifacts-3-6.png;02_Link_Only-Schwer;387,4023;330,3984;121,7146;839,5153;False;0
orb;\\VBOXSVR\evaluation_screenshots\not_artifacts-3-7.png;02_Link_Only-Schwer;317,7167;215,6393;203,875;737,231;False;0
orb;\\VBOXSVR\evaluation_screenshots\not_artifacts-3-8.png;02_Link_Only-Schwer;410,914;320,4907;204,5972;936,0019;False;0
orb;\\VBOXSVR\evaluation_screenshots\not_artifacts-3-9.png;02_Link_Only-Schwer;411,5094;283,7075;221,9835;917,2004;False;0
orb;\\VBOXSVR\evaluation_screenshots\not_artifacts-4-1.png;02_Link_Only-Schwer;414,2997;318,6799;190,7333;923,7129;False;0
orb;\\VBOXSVR\evaluation_screenshots\not_artifacts-4-10.png;02_Link_Only-Schwer;318,5691;210,8082;180,0796;709,4569;False;0
orb;\\VBOXSVR\evaluation_screenshots\not_artifacts-4-11.png;02_Link_Only-Schwer;333,0645;297,8057;206,9131;837,7833;False;0
orb;\\VBOXSVR\evaluation_screenshots\not_artifacts-4-12.png;02_Link_Only-Schwer;308,7743;231,7668;276,7339;817,275;False;0
orb;\\VBOXSVR\evaluation_screenshots\not_artifacts-4-2.png;02_Link_Only-Schwer;521,2508;393,5336;179,443;1094,2274;False;0
orb;\\VBOXSVR\evaluation_screenshots\not_artifacts-4-3.png;02_Link_Only-Schwer;318,9403;285,8423;303,9433;908,7259;False;0
orb;\\VBOXSVR\evaluation_screenshots\not_artifacts-4-4.png;02_Link_Only-Schwer;429,1068;192,1296;187,9007;809,1371;False;0
orb;\\VBOXSVR\evaluation_screenshots\not_artifacts-4-5.png;02_Link_Only-Schwer;317,3055;230,5369;173,1733;721,0157;False;0
orb;\\VBOXSVR\evaluation_screenshots\not_artifacts-4-6.png;02_Link_Only-Schwer;318,9133;434,5465;177,0977;930,5575;False;0
orb;\\VBOXSVR\evaluation_screenshots\not_artifacts-4-7.png;02_Link_Only-Schwer;315,7396;329,8858;182,9875;828,6129;False;0
orb;\\VBOXSVR\evaluation_screenshots\not_artifacts-4-8.png;02_Link_Only-Schwer;305,2086;234,3466;116,5145;656,0697;False;0
orb;\\VBOXSVR\evaluation_screenshots\not_artifacts-4-9.png;02_Link_Only-Schwer;486,6556;312,2398;114,0746;912,97;False;0
orb;\\VBOXSVR\evaluation_screenshots\not_artifacts-5-1.png;02_Link_Only-Schwer;315,9525;213,1454;172,2047;701,3026;False;0
orb;\\VBOXSVR\evaluation_screenshots\not_artifacts-5-10.png;02_Link_Only-Schwer;320,7041;296,4863;115,1785;732,3689;False;0
orb;\\VBOXSVR\evaluation_screenshots\not_artifacts-5-11.png;02_Link_Only-Schwer;344,0191;203,9633;280,0705;828,0529;False;0
orb;\\VBOXSVR\evaluation_screenshots\not_artifacts-5-12.png;02_Link_Only-Schwer;408,9624;208,2524;113,837;731,0518;False;0
orb;\\VBOXSVR\evaluation_screenshots\not_artifacts-5-2.png;02_Link_Only-Schwer;409,5067;200,498;114,9998;725,0045;False;0
orb;\\VBOXSVR\evaluation_screenshots\not_artifacts-5-3.png;02_Link_Only-Schwer;307,107;111,0171;210,1076;628,2317;False;0
orb;\\VBOXSVR\evaluation_screenshots\not_artifacts-5-4.png;02_Link_Only-Schwer;347,5995;265,0363;126,0292;738,665;False;0
orb;\\VBOXSVR\evaluation_screenshots\not_artifacts-5-5.png;02_Link_Only-Schwer;417,1032;206,7985;119,0821;742,9838;False;0
orb;\\VBOXSVR\evaluation_screenshots\not_artifacts-5-6.png;02_Link_Only-Schwer;380,3055;340,9262;128,1721;849,4038;False;0
orb;\\VBOXSVR\evaluation_screenshots\not_artifacts-5-7.png;02_Link_Only-Schwer;309,8811;120,0151;222,0654;651,9616;False;0
orb;\\VBOXSVR\evaluation_screenshots\not_artifacts-5-8.png;02_Link_Only-Schwer;472,5546;135,3215;119,0559;726,932;False;0
orb;\\VBOXSVR\evaluation_screenshots\not_artifacts-5-9.png;02_Link_Only-Schwer;303,4;112,3096;127,2572;542,9668;False;0
orb;\\VBOXSVR\evaluation_screenshots\01_Jibberish-Mittel-1-1.png;03_Targo_Bank-Schwer;429,7482;100,5077;305,8193;836,0752;False;0
orb;\\VBOXSVR\evaluation_screenshots\01_Jibberish-Mittel-1-2.png;03_Targo_Bank-Schwer;486,4323;116,0869;305,8509;908,3701;False;0
orb;\\VBOXSVR\evaluation_screenshots\01_Jibberish-Mittel-2-1.png;03_Targo_Bank-Schwer;533,728;201,1056;286,839;1021,6726;False;0
orb;\\VBOXSVR\evaluation_screenshots\01_Jibberish-Mittel-2-2.png;03_Targo_Bank-Schwer;416,976;238,7101;213,1483;868,8344;False;0
orb;\\VBOXSVR\evaluation_screenshots\01_Jibberish-Mittel-3-1.png;03_Targo_Bank-Schwer;417,7786;234,6953;274,0894;926,5633;False;0
orb;\\VBOXSVR\evaluation_screenshots\01_Jibberish-Mittel-3-2.png;03_Targo_Bank-Schwer;512,6106;307,8093;209,8373;1030,2572;False;0
orb;\\VBOXSVR\evaluation_screenshots\01_Jibberish-Mittel-4-1.png;03_Targo_Bank-Schwer;436,505;311,7813;270,7837;1019,07;False;0
orb;\\VBOXSVR\evaluation_screenshots\01_Jibberish-Mittel-4-2.png;03_Targo_Bank-Schwer;498,207;219,7032;285,3821;1003,2923;False;0
orb;\\VBOXSVR\evaluation_screenshots\01_Jibberish-Mittel-5-1.png;03_Targo_Bank-Schwer;517,009;206,6519;209,892;933,5529;False;0
orb;\\VBOXSVR\evaluation_screenshots\01_Jibberish-Mittel-5-2.png;03_Targo_Bank-Schwer;418,0574;401,6452;208,1471;1027,8497;False;0
orb;\\VBOXSVR\evaluation_screenshots\02_Link_Only-Schwer-1-1.png;03_Targo_Bank-Schwer;504,0719;118,9897;212,3421;835,4037;False;0
orb;\\VBOXSVR\evaluation_screenshots\02_Link_Only-Schwer-1-2.png;03_Targo_Bank-Schwer;416,6379;318,802;210,9356;946,3755;False;0
orb;\\VBOXSVR\evaluation_screenshots\02_Link_Only-Schwer-2-1.png;03_Targo_Bank-Schwer;411,5646;396,1121;210,5693;1018,246;False;0
orb;\\VBOXSVR\evaluation_screenshots\02_Link_Only-Schwer-2-2.png;03_Targo_Bank-Schwer;423,6176;480,721;213,4248;1117,7634;False;0
orb;\\VBOXSVR\evaluation_screenshots\02_Link_Only-Schwer-3-1.png;03_Targo_Bank-Schwer;505,625;203,81;294,2576;1003,6926;False;0
orb;\\VBOXSVR\evaluation_screenshots\02_Link_Only-Schwer-3-2.png;03_Targo_Bank-Schwer;512,1943;324,1091;205,2866;1041,59;False;0
orb;\\VBOXSVR\evaluation_screenshots\02_Link_Only-Schwer-4-1.png;03_Targo_Bank-Schwer;407,4648;197,5339;210,0352;815,0339;False;0
orb;\\VBOXSVR\evaluation_screenshots\02_Link_Only-Schwer-4-2.png;03_Targo_Bank-Schwer;448,3685;280,7274;207,326;936,4219;False;0
orb;\\VBOXSVR\evaluation_screenshots\02_Link_Only-Schwer-5-1.png;03_Targo_Bank-Schwer;513,2336;135,1815;202,1523;850,5674;False;0
orb;\\VBOXSVR\evaluation_screenshots\02_Link_Only-Schwer-5-2.png;03_Targo_Bank-Schwer;413,3704;399,4807;205,8739;1018,725;False;0
