detector;screenshot_path;temp;artifact_visible;artifact_goal;artifacttype_retrieved;features_extracted;matching_finished;total;found;match_count;goal
orb;\\VBOXSVR\evaluation_screenshots_scaled\12_IT_Ticket-Mittel-1-1.png;12_IT_Ticket-Mittel-1-1.png;12_IT_Ticket-Mittel;06_Versichertenkarte-Schwer;182,3572;109,6429;296,3118;588,3119;False;0;False
orb;\\VBOXSVR\evaluation_screenshots_scaled\12_IT_Ticket-Mittel-1-2.png;12_IT_Ticket-Mittel-1-2.png;12_IT_Ticket-Mittel;06_Versichertenkarte-Schwer;119,2102;187,7516;317,9322;624,894;False;0;False
orb;\\VBOXSVR\evaluation_screenshots_scaled\12_IT_Ticket-Mittel-2-1.png;12_IT_Ticket-Mittel-2-1.png;12_IT_Ticket-Mittel;06_Versichertenkarte-Schwer;125,3357;189,1394;295,1687;609,6438;False;0;False
orb;\\VBOXSVR\evaluation_screenshots_scaled\12_IT_Ticket-Mittel-3-1.png;12_IT_Ticket-Mittel-3-1.png;12_IT_Ticket-Mittel;06_Versichertenkarte-Schwer;113,1337;209,6896;292,4074;615,2307;False;0;False
orb;\\VBOXSVR\evaluation_screenshots_scaled\12_IT_Ticket-Mittel-3-2.png;12_IT_Ticket-Mittel-3-2.png;12_IT_Ticket-Mittel;06_Versichertenkarte-Schwer;185,1968;221,9324;397,9434;805,0726;False;0;False
orb;\\VBOXSVR\evaluation_screenshots_scaled\12_IT_Ticket-Mittel-3-3.png;12_IT_Ticket-Mittel-3-3.png;12_IT_Ticket-Mittel;06_Versichertenkarte-Schwer;118,5993;301,1176;224,1676;643,8845;False;0;False
orb;\\VBOXSVR\evaluation_screenshots_scaled\12_IT_Ticket-Mittel-4-1.png;12_IT_Ticket-Mittel-4-1.png;12_IT_Ticket-Mittel;06_Versichertenkarte-Schwer;123,7158;211,1831;286,0179;620,9168;False;0;False
orb;\\VBOXSVR\evaluation_screenshots_scaled\12_IT_Ticket-Mittel-4-2.png;12_IT_Ticket-Mittel-4-2.png;12_IT_Ticket-Mittel;06_Versichertenkarte-Schwer;118,5386;207,9753;306,8671;633,381;False;0;False
orb;\\VBOXSVR\evaluation_screenshots_scaled\browser_advertisement-1-1.png;browser_advertisement-1-1.png;browser_advertisement;06_Versichertenkarte-Schwer;203,9191;141,2077;299,9741;645,1009;False;0;False
orb;\\VBOXSVR\evaluation_screenshots_scaled\browser_advertisement-2-1.png;browser_advertisement-2-1.png;browser_advertisement;06_Versichertenkarte-Schwer;187,8692;302,4565;224,4971;714,8228;False;0;False
orb;\\VBOXSVR\evaluation_screenshots_scaled\browser_advertisement-3-1.png;browser_advertisement-3-1.png;browser_advertisement;06_Versichertenkarte-Schwer;187,2686;408,4663;293,9947;889,7296;False;0;False
orb;\\VBOXSVR\evaluation_screenshots_scaled\browser_advertisement-4-1.png;browser_advertisement-4-1.png;browser_advertisement;06_Versichertenkarte-Schwer;121,0511;376,2237;225,8343;723,1091;False;0;False
orb;\\VBOXSVR\evaluation_screenshots_scaled\browser_advertisement-5-1.png;browser_advertisement-5-1.png;browser_advertisement;06_Versichertenkarte-Schwer;177,7475;221,4209;308,9389;708,1073;False;0;False
orb;\\VBOXSVR\evaluation_screenshots_scaled\browser_defacing-1-1.png;browser_defacing-1-1.png;browser_defacing;06_Versichertenkarte-Schwer;197,6828;205,7358;230,4213;633,8399;False;0;False
orb;\\VBOXSVR\evaluation_screenshots_scaled\browser_defacing-2-1.png;browser_defacing-2-1.png;browser_defacing;06_Versichertenkarte-Schwer;115,6763;293,2452;304,691;713,6125;False;0;False
orb;\\VBOXSVR\evaluation_screenshots_scaled\browser_defacing-3-1.png;browser_defacing-3-1.png;browser_defacing;06_Versichertenkarte-Schwer;191,2193;344,6697;231,0708;766,9598;False;0;False
orb;\\VBOXSVR\evaluation_screenshots_scaled\browser_defacing-4-1.png;browser_defacing-4-1.png;browser_defacing;06_Versichertenkarte-Schwer;189,6715;308,7587;229,9958;728,426;False;0;False
orb;\\VBOXSVR\evaluation_screenshots_scaled\browser_defacing-5-1.png;browser_defacing-5-1.png;browser_defacing;06_Versichertenkarte-Schwer;179,71;128,8616;319,3613;627,9329;False;0;False
orb;\\VBOXSVR\evaluation_screenshots_scaled\email-bounce-exchange-de-2-1.png;email-bounce-exchange-de-2-1.png;email-bounce-exchange-de;06_Versichertenkarte-Schwer;127,4254;276,4705;309,9297;713,8256;False;0;False
orb;\\VBOXSVR\evaluation_screenshots_scaled\email-bounce-exchange-de-3-1.png;email-bounce-exchange-de-3-1.png;email-bounce-exchange-de;06_Versichertenkarte-Schwer;115,0084;242,8658;292,6705;650,5447;False;0;False
orb;\\VBOXSVR\evaluation_screenshots_scaled\email-bounce-exchange-de-4-1.png;email-bounce-exchange-de-4-1.png;email-bounce-exchange-de;06_Versichertenkarte-Schwer;117,6522;314,588;286,0877;718,3279;False;0;False
orb;\\VBOXSVR\evaluation_screenshots_scaled\exe_anti_virus_extended-1-1.png;exe_anti_virus_extended-1-1.png;exe_anti_virus_extended;06_Versichertenkarte-Schwer;121,9487;175,5276;225,9004;523,3767;False;0;False
orb;\\VBOXSVR\evaluation_screenshots_scaled\exe_anti_virus_extended-2-1.png;exe_anti_virus_extended-2-1.png;exe_anti_virus_extended;06_Versichertenkarte-Schwer;118,4884;302,3834;312,991;733,8628;False;0;False
orb;\\VBOXSVR\evaluation_screenshots_scaled\exe_anti_virus_extended-3-1.png;exe_anti_virus_extended-3-1.png;exe_anti_virus_extended;06_Versichertenkarte-Schwer;118,4248;407,787;227,6338;753,8456;False;0;False
orb;\\VBOXSVR\evaluation_screenshots_scaled\exe_anti_virus_extended-4-1.png;exe_anti_virus_extended-4-1.png;exe_anti_virus_extended;06_Versichertenkarte-Schwer;126,0659;308,6924;375,3207;810,079;False;0;False
orb;\\VBOXSVR\evaluation_screenshots_scaled\exe_anti_virus_extended-5-1.png;exe_anti_virus_extended-5-1.png;exe_anti_virus_extended;06_Versichertenkarte-Schwer;118,5397;201,8115;289,0235;609,3747;False;0;False
orb;\\VBOXSVR\evaluation_screenshots_scaled\exe_anti_virus_simple-1-1.png;exe_anti_virus_simple-1-1.png;exe_anti_virus_simple;06_Versichertenkarte-Schwer;138,9678;97,6156;234,6638;471,2472;False;0;False
orb;\\VBOXSVR\evaluation_screenshots_scaled\exe_anti_virus_simple-2-1.png;exe_anti_virus_simple-2-1.png;exe_anti_virus_simple;06_Versichertenkarte-Schwer;118,0505;297,5976;300,6958;716,3439;False;0;False
orb;\\VBOXSVR\evaluation_screenshots_scaled\exe_anti_virus_simple-3-1.png;exe_anti_virus_simple-3-1.png;exe_anti_virus_simple;06_Versichertenkarte-Schwer;113,0492;321,3968;290,23;724,676;False;0;False
orb;\\VBOXSVR\evaluation_screenshots_scaled\exe_anti_virus_simple-4-1.png;exe_anti_virus_simple-4-1.png;exe_anti_virus_simple;06_Versichertenkarte-Schwer;193,5816;328,4335;301,524;823,5391;False;0;False
orb;\\VBOXSVR\evaluation_screenshots_scaled\exe_anti_virus_simple-5-1.png;exe_anti_virus_simple-5-1.png;exe_anti_virus_simple;06_Versichertenkarte-Schwer;190,2654;216,0702;313,39;719,7256;False;0;False
orb;\\VBOXSVR\evaluation_screenshots_scaled\exe_file_scanner-1-1.png;exe_file_scanner-1-1.png;exe_file_scanner;06_Versichertenkarte-Schwer;135,4818;187,2416;294,0387;616,7621;False;0;False
orb;\\VBOXSVR\evaluation_screenshots_scaled\exe_file_scanner-1-2.png;exe_file_scanner-1-2.png;exe_file_scanner;06_Versichertenkarte-Schwer;179,1877;103,9329;300,3564;583,477;False;0;False
orb;\\VBOXSVR\evaluation_screenshots_scaled\exe_file_scanner-1-3.png;exe_file_scanner-1-3.png;exe_file_scanner;06_Versichertenkarte-Schwer;123,6399;104,6503;301,8216;530,1118;False;0;False
orb;\\VBOXSVR\evaluation_screenshots_scaled\exe_file_scanner-1-4.png;exe_file_scanner-1-4.png;exe_file_scanner;06_Versichertenkarte-Schwer;119,4912;97,499;327,5654;544,5556;False;0;False
orb;\\VBOXSVR\evaluation_screenshots_scaled\exe_file_scanner-2-1.png;exe_file_scanner-2-1.png;exe_file_scanner;06_Versichertenkarte-Schwer;198,4016;313,0415;289,7362;801,1793;False;0;False
orb;\\VBOXSVR\evaluation_screenshots_scaled\exe_file_scanner-2-2.png;exe_file_scanner-2-2.png;exe_file_scanner;06_Versichertenkarte-Schwer;183,8759;229,8151;239,1286;652,8196;False;0;False
orb;\\VBOXSVR\evaluation_screenshots_scaled\exe_file_scanner-2-3.png;exe_file_scanner-2-3.png;exe_file_scanner;06_Versichertenkarte-Schwer;120,0572;403,2538;295,5667;818,8777;False;0;False
orb;\\VBOXSVR\evaluation_screenshots_scaled\exe_file_scanner-2-4.png;exe_file_scanner-2-4.png;exe_file_scanner;06_Versichertenkarte-Schwer;112,8126;312,6568;217,8711;643,3405;False;0;False
orb;\\VBOXSVR\evaluation_screenshots_scaled\exe_file_scanner-3-1.png;exe_file_scanner-3-1.png;exe_file_scanner;06_Versichertenkarte-Schwer;191,2413;224,8026;314,1607;730,2046;False;0;False
orb;\\VBOXSVR\evaluation_screenshots_scaled\exe_file_scanner-3-2.png;exe_file_scanner-3-2.png;exe_file_scanner;06_Versichertenkarte-Schwer;193,4105;312,7447;299,5491;805,7043;False;0;False
orb;\\VBOXSVR\evaluation_screenshots_scaled\exe_file_scanner-3-3.png;exe_file_scanner-3-3.png;exe_file_scanner;06_Versichertenkarte-Schwer;185,0782;291,0016;317,939;794,0188;False;0;False
orb;\\VBOXSVR\evaluation_screenshots_scaled\exe_file_scanner-3-4.png;exe_file_scanner-3-4.png;exe_file_scanner;06_Versichertenkarte-Schwer;202,5205;303,3908;299,6972;805,6085;False;0;False
orb;\\VBOXSVR\evaluation_screenshots_scaled\exe_file_scanner-4-1.png;exe_file_scanner-4-1.png;exe_file_scanner;06_Versichertenkarte-Schwer;114,9018;312,4946;311,1172;738,5136;False;0;False
orb;\\VBOXSVR\evaluation_screenshots_scaled\exe_file_scanner-4-2.png;exe_file_scanner-4-2.png;exe_file_scanner;06_Versichertenkarte-Schwer;183,3007;352,3144;244,2048;779,8199;False;0;False
orb;\\VBOXSVR\evaluation_screenshots_scaled\exe_file_scanner-4-3.png;exe_file_scanner-4-3.png;exe_file_scanner;06_Versichertenkarte-Schwer;119,7578;302,6702;317,7231;740,1511;False;0;False
orb;\\VBOXSVR\evaluation_screenshots_scaled\exe_file_scanner-4-4.png;exe_file_scanner-4-4.png;exe_file_scanner;06_Versichertenkarte-Schwer;134,4669;405,1091;300,1657;839,7417;False;0;False
orb;\\VBOXSVR\evaluation_screenshots_scaled\exe_file_scanner-5-1.png;exe_file_scanner-5-1.png;exe_file_scanner;06_Versichertenkarte-Schwer;115,9417;222,9661;305,7359;644,6437;False;0;False
orb;\\VBOXSVR\evaluation_screenshots_scaled\exe_file_scanner-5-2.png;exe_file_scanner-5-2.png;exe_file_scanner;06_Versichertenkarte-Schwer;183,3575;311,1144;301,6386;796,1105;False;0;False
orb;\\VBOXSVR\evaluation_screenshots_scaled\exe_file_scanner-5-3.png;exe_file_scanner-5-3.png;exe_file_scanner;06_Versichertenkarte-Schwer;182,6086;215,8603;293,6346;692,1035;False;0;False
orb;\\VBOXSVR\evaluation_screenshots_scaled\exe_file_scanner-5-4.png;exe_file_scanner-5-4.png;exe_file_scanner;06_Versichertenkarte-Schwer;191,8337;229,063;306,2205;727,1172;False;0;False
orb;\\VBOXSVR\evaluation_screenshots_scaled\exe_login_window-1-1.png;exe_login_window-1-1.png;exe_login_window;06_Versichertenkarte-Schwer;134,841;97,5664;137,276;369,6834;False;0;False
orb;\\VBOXSVR\evaluation_screenshots_scaled\exe_login_window-1-2.png;exe_login_window-1-2.png;exe_login_window;06_Versichertenkarte-Schwer;191,3654;115,7558;292,1306;599,2518;False;0;False
orb;\\VBOXSVR\evaluation_screenshots_scaled\exe_login_window-1-3.png;exe_login_window-1-3.png;exe_login_window;06_Versichertenkarte-Schwer;112,4865;98,1869;207,409;418,0824;False;0;False
orb;\\VBOXSVR\evaluation_screenshots_scaled\exe_login_window-1-4.png;exe_login_window-1-4.png;exe_login_window;06_Versichertenkarte-Schwer;188,9342;97,7263;213,147;499,8075;False;0;False
orb;\\VBOXSVR\evaluation_screenshots_scaled\exe_login_window-2-1.png;exe_login_window-2-1.png;exe_login_window;06_Versichertenkarte-Schwer;113,378;302,027;321,9713;737,3763;False;0;False
orb;\\VBOXSVR\evaluation_screenshots_scaled\exe_login_window-2-2.png;exe_login_window-2-2.png;exe_login_window;06_Versichertenkarte-Schwer;199,4575;311,6093;303,4756;814,5424;False;0;False
orb;\\VBOXSVR\evaluation_screenshots_scaled\exe_login_window-2-3.png;exe_login_window-2-3.png;exe_login_window;06_Versichertenkarte-Schwer;187,2315;224,2149;296,0531;707,4995;False;0;False
orb;\\VBOXSVR\evaluation_screenshots_scaled\exe_login_window-2-4.png;exe_login_window-2-4.png;exe_login_window;06_Versichertenkarte-Schwer;114,5887;401,9334;226,0029;742,525;False;0;False
orb;\\VBOXSVR\evaluation_screenshots_scaled\exe_login_window-3-1.png;exe_login_window-3-1.png;exe_login_window;06_Versichertenkarte-Schwer;181,0729;315,7482;322,1605;818,9816;False;0;False
orb;\\VBOXSVR\evaluation_screenshots_scaled\exe_login_window-3-2.png;exe_login_window-3-2.png;exe_login_window;06_Versichertenkarte-Schwer;116,4246;417,1136;304,4929;838,0311;False;0;False
orb;\\VBOXSVR\evaluation_screenshots_scaled\exe_login_window-3-3.png;exe_login_window-3-3.png;exe_login_window;06_Versichertenkarte-Schwer;121,8197;320,0437;248,7648;690,6282;False;0;False
orb;\\VBOXSVR\evaluation_screenshots_scaled\exe_login_window-3-4.png;exe_login_window-3-4.png;exe_login_window;06_Versichertenkarte-Schwer;190,4791;321,285;298,4882;810,2523;False;0;False
orb;\\VBOXSVR\evaluation_screenshots_scaled\exe_login_window-4-1.png;exe_login_window-4-1.png;exe_login_window;06_Versichertenkarte-Schwer;124,3352;312,1429;294,2503;730,7284;False;0;False
orb;\\VBOXSVR\evaluation_screenshots_scaled\exe_login_window-4-2.png;exe_login_window-4-2.png;exe_login_window;06_Versichertenkarte-Schwer;185,5157;310,5119;301,8585;797,8861;False;0;False
orb;\\VBOXSVR\evaluation_screenshots_scaled\exe_login_window-4-3.png;exe_login_window-4-3.png;exe_login_window;06_Versichertenkarte-Schwer;115,0348;313,7432;297,6746;726,4526;False;0;False
orb;\\VBOXSVR\evaluation_screenshots_scaled\exe_login_window-4-4.png;exe_login_window-4-4.png;exe_login_window;06_Versichertenkarte-Schwer;123,4536;327,7281;313,9184;765,1001;False;0;False
orb;\\VBOXSVR\evaluation_screenshots_scaled\exe_login_window-5-1.png;exe_login_window-5-1.png;exe_login_window;06_Versichertenkarte-Schwer;193,2762;221,4479;285,7963;700,5204;False;0;False
orb;\\VBOXSVR\evaluation_screenshots_scaled\exe_login_window-5-2.png;exe_login_window-5-2.png;exe_login_window;06_Versichertenkarte-Schwer;177,6343;138,543;385,7963;701,9736;False;0;False
orb;\\VBOXSVR\evaluation_screenshots_scaled\exe_login_window-5-3.png;exe_login_window-5-3.png;exe_login_window;06_Versichertenkarte-Schwer;178,2725;313,723;304,8882;796,8837;False;0;False
orb;\\VBOXSVR\evaluation_screenshots_scaled\exe_login_window-5-4.png;exe_login_window-5-4.png;exe_login_window;06_Versichertenkarte-Schwer;191,8729;212,9614;232,5621;637,3964;False;0;False
orb;\\VBOXSVR\evaluation_screenshots_scaled\exe_self_remove-1-1.png;exe_self_remove-1-1.png;exe_self_remove;06_Versichertenkarte-Schwer;185,814;98,956;312,3243;597,0943;False;0;False
orb;\\VBOXSVR\evaluation_screenshots_scaled\exe_self_remove-2-1.png;exe_self_remove-2-1.png;exe_self_remove;06_Versichertenkarte-Schwer;180,3827;324,841;225,5543;730,778;False;0;False
orb;\\VBOXSVR\evaluation_screenshots_scaled\exe_self_remove-3-1.png;exe_self_remove-3-1.png;exe_self_remove;06_Versichertenkarte-Schwer;184,5873;328,4929;287,5132;800,5934;False;0;False
orb;\\VBOXSVR\evaluation_screenshots_scaled\exe_self_remove-4-1.png;exe_self_remove-4-1.png;exe_self_remove;06_Versichertenkarte-Schwer;125,4552;322,2783;236,3982;684,1317;False;0;False
orb;\\VBOXSVR\evaluation_screenshots_scaled\exe_self_remove-5-1.png;exe_self_remove-5-1.png;exe_self_remove;06_Versichertenkarte-Schwer;200,5913;303,5049;284,1069;788,2031;False;0;False
orb;\\VBOXSVR\evaluation_screenshots_scaled\exe_updater_generic-1-1.png;exe_updater_generic-1-1.png;exe_updater_generic;06_Versichertenkarte-Schwer;112,0597;104,7541;299,4233;516,2371;False;0;False
orb;\\VBOXSVR\evaluation_screenshots_scaled\exe_updater_generic-1-2.png;exe_updater_generic-1-2.png;exe_updater_generic;06_Versichertenkarte-Schwer;182,8484;97,9142;229,5453;510,3079;False;0;False
orb;\\VBOXSVR\evaluation_screenshots_scaled\exe_updater_generic-1-3.png;exe_updater_generic-1-3.png;exe_updater_generic;06_Versichertenkarte-Schwer;113,7199;110,0175;299,2225;522,9599;False;0;False
orb;\\VBOXSVR\evaluation_screenshots_scaled\exe_updater_generic-1-4.png;exe_updater_generic-1-4.png;exe_updater_generic;06_Versichertenkarte-Schwer;109,1246;184,4149;207,7815;501,321;False;0;False
orb;\\VBOXSVR\evaluation_screenshots_scaled\exe_updater_generic-2-1.png;exe_updater_generic-2-1.png;exe_updater_generic;06_Versichertenkarte-Schwer;203,3726;205,5653;231,1554;640,0933;False;0;False
orb;\\VBOXSVR\evaluation_screenshots_scaled\exe_updater_generic-2-2.png;exe_updater_generic-2-2.png;exe_updater_generic;06_Versichertenkarte-Schwer;128,1411;301,492;309,2073;738,8404;False;0;False
orb;\\VBOXSVR\evaluation_screenshots_scaled\exe_updater_generic-2-3.png;exe_updater_generic-2-3.png;exe_updater_generic;06_Versichertenkarte-Schwer;117,9923;316,9494;294,1762;729,1179;False;0;False
orb;\\VBOXSVR\evaluation_screenshots_scaled\exe_updater_generic-2-4.png;exe_updater_generic-2-4.png;exe_updater_generic;06_Versichertenkarte-Schwer;117,466;321,4538;305,0196;743,9394;False;0;False
orb;\\VBOXSVR\evaluation_screenshots_scaled\exe_updater_generic-3-1.png;exe_updater_generic-3-1.png;exe_updater_generic;06_Versichertenkarte-Schwer;126,5631;394,8896;294,7026;816,1553;False;0;False
orb;\\VBOXSVR\evaluation_screenshots_scaled\exe_updater_generic-3-2.png;exe_updater_generic-3-2.png;exe_updater_generic;06_Versichertenkarte-Schwer;195,9627;405,7753;230,5589;832,2969;False;0;False
orb;\\VBOXSVR\evaluation_screenshots_scaled\exe_updater_generic-3-3.png;exe_updater_generic-3-3.png;exe_updater_generic;06_Versichertenkarte-Schwer;112,2976;323,5755;311,9419;747,815;False;0;False
orb;\\VBOXSVR\evaluation_screenshots_scaled\exe_updater_generic-3-4.png;exe_updater_generic-3-4.png;exe_updater_generic;06_Versichertenkarte-Schwer;133,793;397,4692;297,8627;829,1249;False;0;False
orb;\\VBOXSVR\evaluation_screenshots_scaled\exe_updater_generic-4-1.png;exe_updater_generic-4-1.png;exe_updater_generic;06_Versichertenkarte-Schwer;125,737;287,3445;309,4175;722,499;False;0;False
orb;\\VBOXSVR\evaluation_screenshots_scaled\exe_updater_generic-4-2.png;exe_updater_generic-4-2.png;exe_updater_generic;06_Versichertenkarte-Schwer;179,6332;418,5337;226,2759;824,4428;False;0;False
orb;\\VBOXSVR\evaluation_screenshots_scaled\exe_updater_generic-4-3.png;exe_updater_generic-4-3.png;exe_updater_generic;06_Versichertenkarte-Schwer;118,9682;310,7203;308,0186;737,7071;False;0;False
orb;\\VBOXSVR\evaluation_screenshots_scaled\exe_updater_generic-4-4.png;exe_updater_generic-4-4.png;exe_updater_generic;06_Versichertenkarte-Schwer;113,7704;416,8486;298,7279;829,3469;False;0;False
orb;\\VBOXSVR\evaluation_screenshots_scaled\exe_updater_generic-5-1.png;exe_updater_generic-5-1.png;exe_updater_generic;06_Versichertenkarte-Schwer;105,05;282,8118;228,2223;616,0841;False;0;False
orb;\\VBOXSVR\evaluation_screenshots_scaled\exe_updater_generic-5-2.png;exe_updater_generic-5-2.png;exe_updater_generic;06_Versichertenkarte-Schwer;114,7672;230,516;248,5195;593,8027;False;0;False
orb;\\VBOXSVR\evaluation_screenshots_scaled\exe_updater_generic-5-3.png;exe_updater_generic-5-3.png;exe_updater_generic;06_Versichertenkarte-Schwer;119,9297;293,5831;230,4689;643,9817;False;0;False
orb;\\VBOXSVR\evaluation_screenshots_scaled\exe_updater_generic-5-4.png;exe_updater_generic-5-4.png;exe_updater_generic;06_Versichertenkarte-Schwer;114,0455;193,8134;237,3284;545,1873;False;0;False
orb;\\VBOXSVR\evaluation_screenshots_scaled\exe_updater_human-1-1.png;exe_updater_human-1-1.png;exe_updater_human;06_Versichertenkarte-Schwer;125,0917;112,4937;303,4196;541,005;False;0;False
orb;\\VBOXSVR\evaluation_screenshots_scaled\exe_updater_human-1-2.png;exe_updater_human-1-2.png;exe_updater_human;06_Versichertenkarte-Schwer;180,924;198,9266;307,0817;686,9323;False;0;False
orb;\\VBOXSVR\evaluation_screenshots_scaled\exe_updater_human-3-1.png;exe_updater_human-3-1.png;exe_updater_human;06_Versichertenkarte-Schwer;205,8279;290,8854;237,2774;733,9907;False;0;False
orb;\\VBOXSVR\evaluation_screenshots_scaled\exe_updater_human-5-1.png;exe_updater_human-5-1.png;exe_updater_human;06_Versichertenkarte-Schwer;111,8466;280,8393;298,9787;691,6646;False;0;False
orb;\\VBOXSVR\evaluation_screenshots_scaled\exe_updater_java-1-1.png;exe_updater_java-1-1.png;exe_updater_java;06_Versichertenkarte-Schwer;132,4638;103,5524;301,3545;537,3707;False;0;False
orb;\\VBOXSVR\evaluation_screenshots_scaled\exe_updater_java-1-2.png;exe_updater_java-1-2.png;exe_updater_java;06_Versichertenkarte-Schwer;203,2086;103,0637;304,8627;611,135;False;0;False
orb;\\VBOXSVR\evaluation_screenshots_scaled\exe_updater_java-1-3.png;exe_updater_java-1-3.png;exe_updater_java;06_Versichertenkarte-Schwer;120,1461;93,2776;220,7161;434,1398;False;0;False
orb;\\VBOXSVR\evaluation_screenshots_scaled\exe_updater_java-1-4.png;exe_updater_java-1-4.png;exe_updater_java;06_Versichertenkarte-Schwer;120,8008;93,9878;143,8625;358,6511;False;0;False
orb;\\VBOXSVR\evaluation_screenshots_scaled\exe_updater_java-1-5.png;exe_updater_java-1-5.png;exe_updater_java;06_Versichertenkarte-Schwer;187,8417;37,893;370,9279;596,6626;False;0;False
orb;\\VBOXSVR\evaluation_screenshots_scaled\exe_updater_java-1-6.png;exe_updater_java-1-6.png;exe_updater_java;06_Versichertenkarte-Schwer;188,3773;124,639;230,1422;543,1585;False;0;False
orb;\\VBOXSVR\evaluation_screenshots_scaled\exe_updater_java-1-7.png;exe_updater_java-1-7.png;exe_updater_java;06_Versichertenkarte-Schwer;200,0718;102,7179;302,2755;605,0652;False;0;False
orb;\\VBOXSVR\evaluation_screenshots_scaled\exe_updater_java-1-8.png;exe_updater_java-1-8.png;exe_updater_java;06_Versichertenkarte-Schwer;125,8924;102,5954;306,8697;535,3575;False;0;False
orb;\\VBOXSVR\evaluation_screenshots_scaled\exe_updater_java-2-1.png;exe_updater_java-2-1.png;exe_updater_java;06_Versichertenkarte-Schwer;178,5898;307,8949;299,9275;786,4122;False;0;False
orb;\\VBOXSVR\evaluation_screenshots_scaled\exe_updater_java-2-2.png;exe_updater_java-2-2.png;exe_updater_java;06_Versichertenkarte-Schwer;131,6715;401,2054;303,6624;836,5393;False;0;False
orb;\\VBOXSVR\evaluation_screenshots_scaled\exe_updater_java-2-3.png;exe_updater_java-2-3.png;exe_updater_java;06_Versichertenkarte-Schwer;112,7129;296,4769;316,5108;725,7006;False;0;False
orb;\\VBOXSVR\evaluation_screenshots_scaled\exe_updater_java-2-4.png;exe_updater_java-2-4.png;exe_updater_java;06_Versichertenkarte-Schwer;188,0825;243,9809;293,1115;725,1749;False;0;False
orb;\\VBOXSVR\evaluation_screenshots_scaled\exe_updater_java-2-5.png;exe_updater_java-2-5.png;exe_updater_java;06_Versichertenkarte-Schwer;114,8174;298,1831;300,7623;713,7628;False;0;False
orb;\\VBOXSVR\evaluation_screenshots_scaled\exe_updater_java-2-6.png;exe_updater_java-2-6.png;exe_updater_java;06_Versichertenkarte-Schwer;181,2322;311,5657;324,0068;816,8047;False;0;False
orb;\\VBOXSVR\evaluation_screenshots_scaled\exe_updater_java-2-7.png;exe_updater_java-2-7.png;exe_updater_java;06_Versichertenkarte-Schwer;189,8223;213,2756;303,2552;706,3531;False;0;False
orb;\\VBOXSVR\evaluation_screenshots_scaled\exe_updater_java-2-8.png;exe_updater_java-2-8.png;exe_updater_java;06_Versichertenkarte-Schwer;115,6248;214,3031;301,1111;631,039;False;0;False
orb;\\VBOXSVR\evaluation_screenshots_scaled\exe_updater_java-3-1.png;exe_updater_java-3-1.png;exe_updater_java;06_Versichertenkarte-Schwer;179,5659;333,7103;293,3688;806,645;False;0;False
orb;\\VBOXSVR\evaluation_screenshots_scaled\exe_updater_java-3-2.png;exe_updater_java-3-2.png;exe_updater_java;06_Versichertenkarte-Schwer;183,2606;321,242;312,3529;816,8555;False;0;False
orb;\\VBOXSVR\evaluation_screenshots_scaled\exe_updater_java-3-3.png;exe_updater_java-3-3.png;exe_updater_java;06_Versichertenkarte-Schwer;118,2326;410,6787;295,3695;824,2808;False;0;False
orb;\\VBOXSVR\evaluation_screenshots_scaled\exe_updater_java-3-4.png;exe_updater_java-3-4.png;exe_updater_java;06_Versichertenkarte-Schwer;116,262;319,5958;226,86;662,7178;False;0;False
orb;\\VBOXSVR\evaluation_screenshots_scaled\exe_updater_java-3-5.png;exe_updater_java-3-5.png;exe_updater_java;06_Versichertenkarte-Schwer;125,1681;486,2595;226,2745;837,7021;False;0;False
orb;\\VBOXSVR\evaluation_screenshots_scaled\exe_updater_java-3-6.png;exe_updater_java-3-6.png;exe_updater_java;06_Versichertenkarte-Schwer;116,4643;389,3484;301,2731;807,0858;False;0;False
orb;\\VBOXSVR\evaluation_screenshots_scaled\exe_updater_java-3-7.png;exe_updater_java-3-7.png;exe_updater_java;06_Versichertenkarte-Schwer;119,8194;293,1528;238,2363;651,2085;False;0;False
orb;\\VBOXSVR\evaluation_screenshots_scaled\exe_updater_java-3-8.png;exe_updater_java-3-8.png;exe_updater_java;06_Versichertenkarte-Schwer;180,7504;309,293;222,7204;712,7638;False;0;False
orb;\\VBOXSVR\evaluation_screenshots_scaled\exe_updater_java-4-1.png;exe_updater_java-4-1.png;exe_updater_java;06_Versichertenkarte-Schwer;121,7903;300,3436;324,613;746,7469;False;0;False
orb;\\VBOXSVR\evaluation_screenshots_scaled\exe_updater_java-4-2.png;exe_updater_java-4-2.png;exe_updater_java;06_Versichertenkarte-Schwer;283,3945;215,3375;291,0261;789,7581;False;0;False
orb;\\VBOXSVR\evaluation_screenshots_scaled\exe_updater_java-4-3.png;exe_updater_java-4-3.png;exe_updater_java;06_Versichertenkarte-Schwer;118,7596;313,2422;319,978;751,9798;False;0;False
orb;\\VBOXSVR\evaluation_screenshots_scaled\exe_updater_java-4-4.png;exe_updater_java-4-4.png;exe_updater_java;06_Versichertenkarte-Schwer;195,8904;402,5829;227,2859;825,7592;False;0;False
orb;\\VBOXSVR\evaluation_screenshots_scaled\exe_updater_java-4-5.png;exe_updater_java-4-5.png;exe_updater_java;06_Versichertenkarte-Schwer;179,9212;312,0053;322,6176;814,5441;False;0;False
