detector;screenshot_path;temp;artifact_visible;artifact_goal;artifacttype_retrieved;features_extracted;matching_finished;total;found;match_count;goal
orb;\\VBOXSVR\evaluation_screenshots_scaled\exe_updater_human-1-2.png;exe_updater_human-1-2.png;exe_updater_human;12_IT_Ticket-Mittel;414,6574;115,2023;269,8636;799,7233;False;0;False
orb;\\VBOXSVR\evaluation_screenshots_scaled\exe_updater_human-3-1.png;exe_updater_human-3-1.png;exe_updater_human;12_IT_Ticket-Mittel;517,3417;307,7196;209,5198;1034,5811;False;0;False
orb;\\VBOXSVR\evaluation_screenshots_scaled\exe_updater_human-5-1.png;exe_updater_human-5-1.png;exe_updater_human;12_IT_Ticket-Mittel;492,734;192,0916;221,9232;906,7488;False;0;False
orb;\\VBOXSVR\evaluation_screenshots_scaled\exe_updater_java-1-1.png;exe_updater_java-1-1.png;exe_updater_java;12_IT_Ticket-Mittel;429,0256;107,1327;194,964;731,1223;False;0;False
orb;\\VBOXSVR\evaluation_screenshots_scaled\exe_updater_java-1-2.png;exe_updater_java-1-2.png;exe_updater_java;12_IT_Ticket-Mittel;488,5563;36,346;219,6989;744,6012;False;0;False
orb;\\VBOXSVR\evaluation_screenshots_scaled\exe_updater_java-1-3.png;exe_updater_java-1-3.png;exe_updater_java;12_IT_Ticket-Mittel;438,7579;105,7755;206,3221;750,8555;False;0;False
orb;\\VBOXSVR\evaluation_screenshots_scaled\exe_updater_java-1-4.png;exe_updater_java-1-4.png;exe_updater_java;12_IT_Ticket-Mittel;487,5721;34,2474;133,4475;655,267;False;0;False
orb;\\VBOXSVR\evaluation_screenshots_scaled\exe_updater_java-1-5.png;exe_updater_java-1-5.png;exe_updater_java;12_IT_Ticket-Mittel;515,4928;102,1882;214,9535;832,6345;False;0;False
orb;\\VBOXSVR\evaluation_screenshots_scaled\exe_updater_java-1-6.png;exe_updater_java-1-6.png;exe_updater_java;12_IT_Ticket-Mittel;413,4042;103,911;285,2264;802,5416;False;0;False
orb;\\VBOXSVR\evaluation_screenshots_scaled\exe_updater_java-1-7.png;exe_updater_java-1-7.png;exe_updater_java;12_IT_Ticket-Mittel;436,7173;183,0241;196,7675;816,5089;False;0;False
orb;\\VBOXSVR\evaluation_screenshots_scaled\exe_updater_java-1-8.png;exe_updater_java-1-8.png;exe_updater_java;12_IT_Ticket-Mittel;425,8077;106,7914;281,3306;813,9297;False;0;False
orb;\\VBOXSVR\evaluation_screenshots_scaled\exe_updater_java-2-1.png;exe_updater_java-2-1.png;exe_updater_java;12_IT_Ticket-Mittel;502,9834;314,7298;216,0586;1033,7718;False;0;False
orb;\\VBOXSVR\evaluation_screenshots_scaled\exe_updater_java-2-2.png;exe_updater_java-2-2.png;exe_updater_java;12_IT_Ticket-Mittel;497,0068;313,315;212,8641;1023,1859;False;0;False
orb;\\VBOXSVR\evaluation_screenshots_scaled\exe_updater_java-2-3.png;exe_updater_java-2-3.png;exe_updater_java;12_IT_Ticket-Mittel;441,0268;280,6645;215,5099;937,2012;False;0;False
orb;\\VBOXSVR\evaluation_screenshots_scaled\exe_updater_java-2-4.png;exe_updater_java-2-4.png;exe_updater_java;12_IT_Ticket-Mittel;493,6674;233,8349;205,765;933,2673;False;0;False
orb;\\VBOXSVR\evaluation_screenshots_scaled\exe_updater_java-2-5.png;exe_updater_java-2-5.png;exe_updater_java;12_IT_Ticket-Mittel;508,191;308,953;205,3723;1022,5163;False;0;False
orb;\\VBOXSVR\evaluation_screenshots_scaled\exe_updater_java-2-6.png;exe_updater_java-2-6.png;exe_updater_java;12_IT_Ticket-Mittel;506,329;313,8906;207,7521;1027,9717;False;0;False
orb;\\VBOXSVR\evaluation_screenshots_scaled\exe_updater_java-2-7.png;exe_updater_java-2-7.png;exe_updater_java;12_IT_Ticket-Mittel;488,9993;227,8444;211,0608;927,9045;False;0;False
orb;\\VBOXSVR\evaluation_screenshots_scaled\exe_updater_java-2-8.png;exe_updater_java-2-8.png;exe_updater_java;12_IT_Ticket-Mittel;498,7163;308,0392;209,3073;1016,0628;False;0;False
orb;\\VBOXSVR\evaluation_screenshots_scaled\exe_updater_java-3-1.png;exe_updater_java-3-1.png;exe_updater_java;12_IT_Ticket-Mittel;518,6824;391,4593;212,4256;1122,5673;False;0;False
orb;\\VBOXSVR\evaluation_screenshots_scaled\exe_updater_java-3-2.png;exe_updater_java-3-2.png;exe_updater_java;12_IT_Ticket-Mittel;421,2346;392,7722;213,0013;1027,0081;False;0;False
orb;\\VBOXSVR\evaluation_screenshots_scaled\exe_updater_java-3-3.png;exe_updater_java-3-3.png;exe_updater_java;12_IT_Ticket-Mittel;425,3386;414,814;207,6534;1047,806;False;0;False
orb;\\VBOXSVR\evaluation_screenshots_scaled\exe_updater_java-3-4.png;exe_updater_java-3-4.png;exe_updater_java;12_IT_Ticket-Mittel;499,6856;321,0075;202,657;1023,3501;False;0;False
orb;\\VBOXSVR\evaluation_screenshots_scaled\exe_updater_java-3-5.png;exe_updater_java-3-5.png;exe_updater_java;12_IT_Ticket-Mittel;515,9407;324,5463;274,3227;1114,8097;False;0;False
orb;\\VBOXSVR\evaluation_screenshots_scaled\exe_updater_java-3-6.png;exe_updater_java-3-6.png;exe_updater_java;12_IT_Ticket-Mittel;434,1592;384,7973;214,9538;1033,9103;False;0;False
orb;\\VBOXSVR\evaluation_screenshots_scaled\exe_updater_java-3-7.png;exe_updater_java-3-7.png;exe_updater_java;12_IT_Ticket-Mittel;427,9112;414,4035;211,7871;1054,1018;False;0;False
orb;\\VBOXSVR\evaluation_screenshots_scaled\exe_updater_java-3-8.png;exe_updater_java-3-8.png;exe_updater_java;12_IT_Ticket-Mittel;489,9917;224,8913;293,4047;1008,2877;False;0;False
orb;\\VBOXSVR\evaluation_screenshots_scaled\exe_updater_java-4-1.png;exe_updater_java-4-1.png;exe_updater_java;12_IT_Ticket-Mittel;505,6345;337,1427;207,5086;1050,2858;False;0;False
orb;\\VBOXSVR\evaluation_screenshots_scaled\exe_updater_java-4-2.png;exe_updater_java-4-2.png;exe_updater_java;12_IT_Ticket-Mittel;412,1297;396,531;215,7198;1024,3805;False;0;False
orb;\\VBOXSVR\evaluation_screenshots_scaled\exe_updater_java-4-3.png;exe_updater_java-4-3.png;exe_updater_java;12_IT_Ticket-Mittel;483,4511;333,6059;282,0856;1099,1426;False;0;False
orb;\\VBOXSVR\evaluation_screenshots_scaled\exe_updater_java-4-4.png;exe_updater_java-4-4.png;exe_updater_java;12_IT_Ticket-Mittel;497,1651;334,8626;209,8351;1041,8628;False;0;False
orb;\\VBOXSVR\evaluation_screenshots_scaled\exe_updater_java-4-5.png;exe_updater_java-4-5.png;exe_updater_java;12_IT_Ticket-Mittel;483,8863;331,5578;281,8453;1097,2894;False;0;False
orb;\\VBOXSVR\evaluation_screenshots_scaled\exe_updater_java-4-6.png;exe_updater_java-4-6.png;exe_updater_java;12_IT_Ticket-Mittel;426,2273;386,7852;206,062;1019,0745;False;0;False
orb;\\VBOXSVR\evaluation_screenshots_scaled\exe_updater_java-4-7.png;exe_updater_java-4-7.png;exe_updater_java;12_IT_Ticket-Mittel;492,907;393,5627;222,5042;1108,9739;False;0;False
orb;\\VBOXSVR\evaluation_screenshots_scaled\exe_updater_java-4-8.png;exe_updater_java-4-8.png;exe_updater_java;12_IT_Ticket-Mittel;448,6574;311,6783;282,1129;1042,4486;False;0;False
orb;\\VBOXSVR\evaluation_screenshots_scaled\exe_updater_java-5-1.png;exe_updater_java-5-1.png;exe_updater_java;12_IT_Ticket-Mittel;433,6527;223,1762;212,9118;869,7407;False;0;False
orb;\\VBOXSVR\evaluation_screenshots_scaled\exe_updater_java-5-2.png;exe_updater_java-5-2.png;exe_updater_java;12_IT_Ticket-Mittel;424,763;308,5752;219,372;952,7102;False;0;False
orb;\\VBOXSVR\evaluation_screenshots_scaled\exe_updater_java-5-3.png;exe_updater_java-5-3.png;exe_updater_java;12_IT_Ticket-Mittel;439,1051;189,3538;279,0035;907,4624;False;0;False
orb;\\VBOXSVR\evaluation_screenshots_scaled\exe_updater_java-5-4.png;exe_updater_java-5-4.png;exe_updater_java;12_IT_Ticket-Mittel;426,0097;301,3333;212,5526;939,8956;False;0;False
orb;\\VBOXSVR\evaluation_screenshots_scaled\exe_updater_java-5-5.png;exe_updater_java-5-5.png;exe_updater_java;12_IT_Ticket-Mittel;409,1764;219,129;220,7072;849,0126;False;0;False
orb;\\VBOXSVR\evaluation_screenshots_scaled\exe_updater_java-5-6.png;exe_updater_java-5-6.png;exe_updater_java;12_IT_Ticket-Mittel;495,9559;235,6771;218,0447;949,6777;False;0;False
orb;\\VBOXSVR\evaluation_screenshots_scaled\exe_updater_java-5-7.png;exe_updater_java-5-7.png;exe_updater_java;12_IT_Ticket-Mittel;428,6537;311,9807;198,8775;939,5119;False;0;False
orb;\\VBOXSVR\evaluation_screenshots_scaled\exe_updater_java-5-8.png;exe_updater_java-5-8.png;exe_updater_java;12_IT_Ticket-Mittel;412,8355;199,9052;211,8941;824,6348;False;0;False
orb;\\VBOXSVR\evaluation_screenshots_scaled\exe_updater_remote-1-1.png;exe_updater_remote-1-1.png;exe_updater_remote;12_IT_Ticket-Mittel;491,6787;97,0088;217,4162;806,1037;False;0;False
orb;\\VBOXSVR\evaluation_screenshots_scaled\exe_updater_remote-1-2.png;exe_updater_remote-1-2.png;exe_updater_remote;12_IT_Ticket-Mittel;492,1099;102,7399;211,8371;806,6869;False;0;False
orb;\\VBOXSVR\evaluation_screenshots_scaled\exe_updater_remote-2-1.png;exe_updater_remote-2-1.png;exe_updater_remote;12_IT_Ticket-Mittel;497,227;294,5319;207,5166;999,2755;False;0;False
orb;\\VBOXSVR\evaluation_screenshots_scaled\exe_updater_remote-2-2.png;exe_updater_remote-2-2.png;exe_updater_remote;12_IT_Ticket-Mittel;480,0333;306,0345;214,4141;1000,4819;False;0;False
orb;\\VBOXSVR\evaluation_screenshots_scaled\exe_updater_remote-3-1.png;exe_updater_remote-3-1.png;exe_updater_remote;12_IT_Ticket-Mittel;520,9187;319,9785;211,8419;1052,7391;False;0;False
orb;\\VBOXSVR\evaluation_screenshots_scaled\exe_updater_remote-3-2.png;exe_updater_remote-3-2.png;exe_updater_remote;12_IT_Ticket-Mittel;422,0917;300,0672;214,0673;936,2262;False;0;False
orb;\\VBOXSVR\evaluation_screenshots_scaled\exe_updater_remote-4-1.png;exe_updater_remote-4-1.png;exe_updater_remote;12_IT_Ticket-Mittel;420,4984;385,1238;221,164;1026,7862;False;0;False
orb;\\VBOXSVR\evaluation_screenshots_scaled\exe_updater_remote-4-2.png;exe_updater_remote-4-2.png;exe_updater_remote;12_IT_Ticket-Mittel;431,8404;398,6347;202,7114;1033,1865;False;0;False
orb;\\VBOXSVR\evaluation_screenshots_scaled\exe_updater_remote-5-1.png;exe_updater_remote-5-1.png;exe_updater_remote;12_IT_Ticket-Mittel;432,6477;308,4176;211,5276;952,5929;False;0;False
orb;\\VBOXSVR\evaluation_screenshots_scaled\exe_updater_remote-5-2.png;exe_updater_remote-5-2.png;exe_updater_remote;12_IT_Ticket-Mittel;493,6001;231,7745;290,1308;1015,5054;False;0;False
orb;\\VBOXSVR\evaluation_screenshots_scaled\exe_updater_simple-1-1.png;exe_updater_simple-1-1.png;exe_updater_simple;12_IT_Ticket-Mittel;493,1051;103,8361;213,0734;810,0146;False;0;False
orb;\\VBOXSVR\evaluation_screenshots_scaled\exe_updater_simple-2-1.png;exe_updater_simple-2-1.png;exe_updater_simple;12_IT_Ticket-Mittel;491,1381;335,3274;202,2847;1028,7502;False;0;False
orb;\\VBOXSVR\evaluation_screenshots_scaled\exe_updater_simple-3-1.png;exe_updater_simple-3-1.png;exe_updater_simple;12_IT_Ticket-Mittel;501,8972;320,5301;226,2558;1048,6831;False;0;False
orb;\\VBOXSVR\evaluation_screenshots_scaled\exe_updater_simple-4-1.png;exe_updater_simple-4-1.png;exe_updater_simple;12_IT_Ticket-Mittel;493,718;308,7999;210,5758;1013,0937;False;0;False
orb;\\VBOXSVR\evaluation_screenshots_scaled\exe_updater_simple-5-1.png;exe_updater_simple-5-1.png;exe_updater_simple;12_IT_Ticket-Mittel;434,5475;214,4909;199,8635;848,9019;False;0;False
orb;\\VBOXSVR\evaluation_screenshots_scaled\ms_word_macro-1-1.png;ms_word_macro-1-1.png;ms_word_macro;12_IT_Ticket-Mittel;409,7595;107,3458;209,1571;726,2624;False;0;False
orb;\\VBOXSVR\evaluation_screenshots_scaled\ms_word_macro-1-2.png;ms_word_macro-1-2.png;ms_word_macro;12_IT_Ticket-Mittel;436,5162;207,6825;204,2211;848,4198;False;0;False
orb;\\VBOXSVR\evaluation_screenshots_scaled\ms_word_macro-1-3.png;ms_word_macro-1-3.png;ms_word_macro;12_IT_Ticket-Mittel;415,0675;100,2404;206,6439;721,9518;False;0;False
orb;\\VBOXSVR\evaluation_screenshots_scaled\ms_word_macro-1-4.png;ms_word_macro-1-4.png;ms_word_macro;12_IT_Ticket-Mittel;428,6818;101,339;208,0773;738,0981;False;0;False
orb;\\VBOXSVR\evaluation_screenshots_scaled\ms_word_macro-2-1.png;ms_word_macro-2-1.png;ms_word_macro;12_IT_Ticket-Mittel;414,3855;198,8912;287,6851;900,9618;False;0;False
orb;\\VBOXSVR\evaluation_screenshots_scaled\ms_word_macro-2-2.png;ms_word_macro-2-2.png;ms_word_macro;12_IT_Ticket-Mittel;518,1999;217,8203;276,7017;1012,7219;False;0;False
orb;\\VBOXSVR\evaluation_screenshots_scaled\ms_word_macro-2-3.png;ms_word_macro-2-3.png;ms_word_macro;12_IT_Ticket-Mittel;434,5204;390,7351;210,4549;1035,7104;False;0;False
orb;\\VBOXSVR\evaluation_screenshots_scaled\ms_word_macro-2-4.png;ms_word_macro-2-4.png;ms_word_macro;12_IT_Ticket-Mittel;412,5749;220,4039;291,8113;924,7901;False;0;False
orb;\\VBOXSVR\evaluation_screenshots_scaled\ms_word_macro-3-1.png;ms_word_macro-3-1.png;ms_word_macro;12_IT_Ticket-Mittel;430,5174;289,1661;214,2801;933,9636;False;0;False
orb;\\VBOXSVR\evaluation_screenshots_scaled\ms_word_macro-3-2.png;ms_word_macro-3-2.png;ms_word_macro;12_IT_Ticket-Mittel;429,7673;305,9549;278,5364;1014,2586;False;0;False
orb;\\VBOXSVR\evaluation_screenshots_scaled\ms_word_macro-3-3.png;ms_word_macro-3-3.png;ms_word_macro;12_IT_Ticket-Mittel;466,8445;235,8478;145,6828;848,3751;False;0;False
orb;\\VBOXSVR\evaluation_screenshots_scaled\ms_word_macro-3-4.png;ms_word_macro-3-4.png;ms_word_macro;12_IT_Ticket-Mittel;486,5936;286,4319;215,0146;988,0401;False;0;False
orb;\\VBOXSVR\evaluation_screenshots_scaled\ms_word_macro-4-1.png;ms_word_macro-4-1.png;ms_word_macro;12_IT_Ticket-Mittel;428,9226;310,1555;279,8246;1018,9027;False;0;False
orb;\\VBOXSVR\evaluation_screenshots_scaled\ms_word_macro-4-2.png;ms_word_macro-4-2.png;ms_word_macro;12_IT_Ticket-Mittel;437,9498;393,2269;211,2907;1042,4674;False;0;False
orb;\\VBOXSVR\evaluation_screenshots_scaled\ms_word_macro-4-3.png;ms_word_macro-4-3.png;ms_word_macro;12_IT_Ticket-Mittel;504,9988;339,428;279,2493;1123,6761;False;0;False
orb;\\VBOXSVR\evaluation_screenshots_scaled\ms_word_macro-4-4.png;ms_word_macro-4-4.png;ms_word_macro;12_IT_Ticket-Mittel;433,3479;220,9719;287,6045;941,9243;False;0;False
orb;\\VBOXSVR\evaluation_screenshots_scaled\ms_word_macro-5-1.png;ms_word_macro-5-1.png;ms_word_macro;12_IT_Ticket-Mittel;428,4921;295,5918;201,9176;926,0015;False;0;False
orb;\\VBOXSVR\evaluation_screenshots_scaled\ms_word_macro-5-2.png;ms_word_macro-5-2.png;ms_word_macro;12_IT_Ticket-Mittel;417,8319;220,1258;290,3016;928,2593;False;0;False
orb;\\VBOXSVR\evaluation_screenshots_scaled\ms_word_macro-5-3.png;ms_word_macro-5-3.png;ms_word_macro;12_IT_Ticket-Mittel;509,7041;213,0824;215,2376;938,0241;False;0;False
orb;\\VBOXSVR\evaluation_screenshots_scaled\ms_word_macro-5-4.png;ms_word_macro-5-4.png;ms_word_macro;12_IT_Ticket-Mittel;411,9379;211,455;205,3456;828,7385;False;0;False
orb;\\VBOXSVR\evaluation_screenshots_scaled\ms_word_protected_view-1-1.png;ms_word_protected_view-1-1.png;ms_word_protected_view;12_IT_Ticket-Mittel;505,6057;195,1935;205,0596;905,8588;False;0;False
orb;\\VBOXSVR\evaluation_screenshots_scaled\ms_word_protected_view-1-2.png;ms_word_protected_view-1-2.png;ms_word_protected_view;12_IT_Ticket-Mittel;496,1083;109,8634;214,0331;820,0048;False;0;False
orb;\\VBOXSVR\evaluation_screenshots_scaled\ms_word_protected_view-2-1.png;ms_word_protected_view-2-1.png;ms_word_protected_view;12_IT_Ticket-Mittel;496,9746;307,0637;219,438;1023,4763;False;0;False
orb;\\VBOXSVR\evaluation_screenshots_scaled\ms_word_protected_view-3-1.png;ms_word_protected_view-3-1.png;ms_word_protected_view;12_IT_Ticket-Mittel;483,7315;209,1384;205,6198;898,4897;False;0;False
orb;\\VBOXSVR\evaluation_screenshots_scaled\ms_word_protected_view-3-2.png;ms_word_protected_view-3-2.png;ms_word_protected_view;12_IT_Ticket-Mittel;495,315;318,4743;208,061;1021,8503;False;0;False
orb;\\VBOXSVR\evaluation_screenshots_scaled\ms_word_protected_view-5-1.png;ms_word_protected_view-5-1.png;ms_word_protected_view;12_IT_Ticket-Mittel;499,4811;218,8077;212,4542;930,743;False;0;False
orb;\\VBOXSVR\evaluation_screenshots_scaled\ms_word_protected_view-5-2.png;ms_word_protected_view-5-2.png;ms_word_protected_view;12_IT_Ticket-Mittel;348,0515;294,2074;212,2855;854,5444;False;0;False
orb;\\VBOXSVR\evaluation_screenshots_scaled\not_artifacts-1-1.png;not_artifacts-1-1.png;not_artifacts;12_IT_Ticket-Mittel;485,8509;115,8813;289,5152;891,2474;False;0;False
orb;\\VBOXSVR\evaluation_screenshots_scaled\not_artifacts-1-10.png;not_artifacts-1-10.png;not_artifacts-;12_IT_Ticket-Mittel;520,8064;190,9711;204,1011;915,8786;False;0;False
orb;\\VBOXSVR\evaluation_screenshots_scaled\not_artifacts-1-2.png;not_artifacts-1-2.png;not_artifacts;12_IT_Ticket-Mittel;490,5072;205,9835;221,1229;917,6136;False;0;False
orb;\\VBOXSVR\evaluation_screenshots_scaled\not_artifacts-1-3.png;not_artifacts-1-3.png;not_artifacts;12_IT_Ticket-Mittel;436,3741;293,244;204,5896;934,2077;False;0;False
orb;\\VBOXSVR\evaluation_screenshots_scaled\not_artifacts-1-4.png;not_artifacts-1-4.png;not_artifacts;12_IT_Ticket-Mittel;433,9597;215,8359;198,5558;848,3514;False;0;False
orb;\\VBOXSVR\evaluation_screenshots_scaled\not_artifacts-1-5.png;not_artifacts-1-5.png;not_artifacts;12_IT_Ticket-Mittel;513,0086;182,2625;212,9057;908,1768;False;0;False
orb;\\VBOXSVR\evaluation_screenshots_scaled\not_artifacts-1-6.png;not_artifacts-1-6.png;not_artifacts;12_IT_Ticket-Mittel;501,1776;123,2554;204,6488;829,0818;False;0;False
orb;\\VBOXSVR\evaluation_screenshots_scaled\not_artifacts-1-7.png;not_artifacts-1-7.png;not_artifacts;12_IT_Ticket-Mittel;495,9173;113,6053;207,9826;817,5052;False;0;False
orb;\\VBOXSVR\evaluation_screenshots_scaled\not_artifacts-1-8.png;not_artifacts-1-8.png;not_artifacts;12_IT_Ticket-Mittel;496,1164;132,5331;137,2251;765,8746;False;0;False
orb;\\VBOXSVR\evaluation_screenshots_scaled\not_artifacts-1-9.png;not_artifacts-1-9.png;not_artifacts;12_IT_Ticket-Mittel;490,5534;110,1226;287,9763;888,6523;False;0;False
orb;\\VBOXSVR\evaluation_screenshots_scaled\not_artifacts-2-1.png;not_artifacts-2-1.png;not_artifacts;12_IT_Ticket-Mittel;446,7613;320,174;212,4735;979,4088;False;0;False
orb;\\VBOXSVR\evaluation_screenshots_scaled\not_artifacts-2-2.png;not_artifacts-2-2.png;not_artifacts;12_IT_Ticket-Mittel;614,5351;1240,1726;214,8137;2069,5214;False;0;False
orb;\\VBOXSVR\evaluation_screenshots_scaled\not_artifacts-2-3.png;not_artifacts-2-3.png;not_artifacts;12_IT_Ticket-Mittel;437,1519;299,2437;209,8381;946,2337;False;0;False
orb;\\VBOXSVR\evaluation_screenshots_scaled\not_artifacts-2-4.png;not_artifacts-2-4.png;not_artifacts;12_IT_Ticket-Mittel;514,0833;231,0915;219,393;964,5678;False;0;False
orb;\\VBOXSVR\evaluation_screenshots_scaled\not_artifacts-2-5.png;not_artifacts-2-5.png;not_artifacts;12_IT_Ticket-Mittel;498,156;216,749;214,4984;929,4034;False;0;False
orb;\\VBOXSVR\evaluation_screenshots_scaled\not_artifacts-2-6.png;not_artifacts-2-6.png;not_artifacts;12_IT_Ticket-Mittel;436,1231;209,9099;309,5172;955,5502;False;0;False
orb;\\VBOXSVR\evaluation_screenshots_scaled\not_artifacts-2-7.png;not_artifacts-2-7.png;not_artifacts;12_IT_Ticket-Mittel;504,2436;288,5982;208,9442;1001,786;False;0;False
orb;\\VBOXSVR\evaluation_screenshots_scaled\not_artifacts-2-8.png;not_artifacts-2-8.png;not_artifacts;12_IT_Ticket-Mittel;433,3378;322,7446;270,7838;1026,8662;False;0;False
orb;\\VBOXSVR\evaluation_screenshots_scaled\not_artifacts-2-9.png;not_artifacts-2-9.png;not_artifacts;12_IT_Ticket-Mittel;425,4381;284,135;219,7714;929,3445;False;0;False
orb;\\VBOXSVR\evaluation_screenshots_scaled\not_artifacts-3-1.png;not_artifacts-3-1.png;not_artifacts;12_IT_Ticket-Mittel;509,1037;331,1069;206,6225;1046,8331;False;0;False
orb;\\VBOXSVR\evaluation_screenshots_scaled\not_artifacts-3-10.png;not_artifacts-3-10.png;not_artifacts-;12_IT_Ticket-Mittel;494,7237;221,9193;294,8155;1011,4585;False;0;False
orb;\\VBOXSVR\evaluation_screenshots_scaled\not_artifacts-3-11.png;not_artifacts-3-11.png;not_artifacts-;12_IT_Ticket-Mittel;500,5688;239,0777;201,8214;941,4679;False;0;False
orb;\\VBOXSVR\evaluation_screenshots_scaled\not_artifacts-3-2.png;not_artifacts-3-2.png;not_artifacts;12_IT_Ticket-Mittel;446,3448;305,1183;205,4768;956,9399;False;0;False
orb;\\VBOXSVR\evaluation_screenshots_scaled\not_artifacts-3-3.png;not_artifacts-3-3.png;not_artifacts;12_IT_Ticket-Mittel;412,3923;225,925;214,5239;852,8412;False;0;False
orb;\\VBOXSVR\evaluation_screenshots_scaled\not_artifacts-3-4.png;not_artifacts-3-4.png;not_artifacts;12_IT_Ticket-Mittel;506,0894;324,5164;203,6271;1034,2329;False;0;False
orb;\\VBOXSVR\evaluation_screenshots_scaled\not_artifacts-3-5.png;not_artifacts-3-5.png;not_artifacts;12_IT_Ticket-Mittel;497,4825;309,918;209,0426;1016,4431;False;0;False
orb;\\VBOXSVR\evaluation_screenshots_scaled\not_artifacts-3-6.png;not_artifacts-3-6.png;not_artifacts;12_IT_Ticket-Mittel;440,8697;299,4757;206,6065;946,9519;False;0;False
orb;\\VBOXSVR\evaluation_screenshots_scaled\not_artifacts-3-7.png;not_artifacts-3-7.png;not_artifacts;12_IT_Ticket-Mittel;420,8835;186,631;210,5586;818,0731;False;0;False
orb;\\VBOXSVR\evaluation_screenshots_scaled\not_artifacts-3-8.png;not_artifacts-3-8.png;not_artifacts;12_IT_Ticket-Mittel;511,7131;207,2397;204,7052;923,658;False;0;False
orb;\\VBOXSVR\evaluation_screenshots_scaled\not_artifacts-3-9.png;not_artifacts-3-9.png;not_artifacts;12_IT_Ticket-Mittel;501,9037;206,2536;210,4508;918,6081;False;0;False
orb;\\VBOXSVR\evaluation_screenshots_scaled\not_artifacts-4-1.png;not_artifacts-4-1.png;not_artifacts;12_IT_Ticket-Mittel;497,8752;232,2016;281,9101;1011,9869;False;0;False
orb;\\VBOXSVR\evaluation_screenshots_scaled\not_artifacts-4-10.png;not_artifacts-4-10.png;not_artifacts-;12_IT_Ticket-Mittel;503,749;297,4577;205,2317;1006,4384;False;0;False
orb;\\VBOXSVR\evaluation_screenshots_scaled\not_artifacts-4-11.png;not_artifacts-4-11.png;not_artifacts-;12_IT_Ticket-Mittel;433,4248;309,7761;209,2382;952,4391;False;0;False
orb;\\VBOXSVR\evaluation_screenshots_scaled\not_artifacts-4-2.png;not_artifacts-4-2.png;not_artifacts;12_IT_Ticket-Mittel;432,6002;304,0353;217,9364;954,5719;False;0;False
orb;\\VBOXSVR\evaluation_screenshots_scaled\not_artifacts-4-3.png;not_artifacts-4-3.png;not_artifacts;12_IT_Ticket-Mittel;496,7878;296,7241;216,7607;1010,2726;False;0;False
orb;\\VBOXSVR\evaluation_screenshots_scaled\not_artifacts-4-4.png;not_artifacts-4-4.png;not_artifacts;12_IT_Ticket-Mittel;416,746;399,9444;214,1149;1030,8053;False;0;False
orb;\\VBOXSVR\evaluation_screenshots_scaled\not_artifacts-4-5.png;not_artifacts-4-5.png;not_artifacts;12_IT_Ticket-Mittel;492,3528;309,0948;221,0544;1022,502;False;0;False
orb;\\VBOXSVR\evaluation_screenshots_scaled\not_artifacts-4-6.png;not_artifacts-4-6.png;not_artifacts;12_IT_Ticket-Mittel;439,0663;206,3554;216,0807;861,5024;False;0;False
orb;\\VBOXSVR\evaluation_screenshots_scaled\not_artifacts-4-7.png;not_artifacts-4-7.png;not_artifacts;12_IT_Ticket-Mittel;426,1209;291,3011;206,74;924,162;False;0;False
orb;\\VBOXSVR\evaluation_screenshots_scaled\not_artifacts-4-8.png;not_artifacts-4-8.png;not_artifacts;12_IT_Ticket-Mittel;513,3162;212,4425;203,7002;929,4589;False;0;False
orb;\\VBOXSVR\evaluation_screenshots_scaled\not_artifacts-4-9.png;not_artifacts-4-9.png;not_artifacts;12_IT_Ticket-Mittel;506,8485;222,2103;199,3126;928,3714;False;0;False
orb;\\VBOXSVR\evaluation_screenshots_scaled\not_artifacts-5-1.png;not_artifacts-5-1.png;not_artifacts;12_IT_Ticket-Mittel;407,5639;213,9485;209,7411;831,2535;False;0;False
orb;\\VBOXSVR\evaluation_screenshots_scaled\not_artifacts-5-10.png;not_artifacts-5-10.png;not_artifacts-;12_IT_Ticket-Mittel;511,9225;223,3065;205,133;940,362;False;0;False
orb;\\VBOXSVR\evaluation_screenshots_scaled\not_artifacts-5-11.png;not_artifacts-5-11.png;not_artifacts-;12_IT_Ticket-Mittel;498,1985;230,2705;278,9825;1007,4515;False;0;False
orb;\\VBOXSVR\evaluation_screenshots_scaled\not_artifacts-5-2.png;not_artifacts-5-2.png;not_artifacts;12_IT_Ticket-Mittel;508,4967;231,0278;209,3286;948,8531;False;0;False
orb;\\VBOXSVR\evaluation_screenshots_scaled\not_artifacts-5-3.png;not_artifacts-5-3.png;not_artifacts;12_IT_Ticket-Mittel;502,3538;139,1847;270,8416;912,3801;False;0;False
orb;\\VBOXSVR\evaluation_screenshots_scaled\not_artifacts-5-4.png;not_artifacts-5-4.png;not_artifacts;12_IT_Ticket-Mittel;427,0657;179,4419;215,5881;822,0957;False;0;False
orb;\\VBOXSVR\evaluation_screenshots_scaled\not_artifacts-5-5.png;not_artifacts-5-5.png;not_artifacts;12_IT_Ticket-Mittel;499,3683;295,1593;205,6757;1000,2033;False;0;False
orb;\\VBOXSVR\evaluation_screenshots_scaled\not_artifacts-5-6.png;not_artifacts-5-6.png;not_artifacts;12_IT_Ticket-Mittel;410,4834;214,4398;201,4315;826,3547;False;0;False
