detector;screenshot_path;artifact_goal;artifacttype_retrieved;features_extracted;matching_finished;total;found;match_count
orb;\\VBOXSVR\evaluation_screenshots\02_Link_Only-Schwer-4-2.png;02_Link_Only-Schwer;515,7689;307,6799;195,1816;1018,6304;False;0
orb;\\VBOXSVR\evaluation_screenshots\02_Link_Only-Schwer-5-1.png;02_Link_Only-Schwer;426,8383;191,4708;110,2753;728,5844;True;169
orb;\\VBOXSVR\evaluation_screenshots\02_Link_Only-Schwer-5-2.png;02_Link_Only-Schwer;510,6403;222,9553;212,5111;946,1067;True;138
orb;\\VBOXSVR\evaluation_screenshots\03_Targo_Bank-Schwer-1-1.png;02_Link_Only-Schwer;447,3861;98,3508;121,5787;667,3156;False;0
orb;\\VBOXSVR\evaluation_screenshots\03_Targo_Bank-Schwer-1-2.png;02_Link_Only-Schwer;516,2624;104,4769;196,6062;817,3455;False;0
orb;\\VBOXSVR\evaluation_screenshots\03_Targo_Bank-Schwer-1-3.png;02_Link_Only-Schwer;480,9976;96,9958;127,0758;705,0692;False;0
orb;\\VBOXSVR\evaluation_screenshots\03_Targo_Bank-Schwer-2-1.png;02_Link_Only-Schwer;430,4087;113,0669;130,3297;673,8053;False;0
orb;\\VBOXSVR\evaluation_screenshots\03_Targo_Bank-Schwer-2-2.png;02_Link_Only-Schwer;496,844;205,5755;189,855;892,2745;False;0
orb;\\VBOXSVR\evaluation_screenshots\03_Targo_Bank-Schwer-2-3.png;02_Link_Only-Schwer;525,8044;184,8269;119,9593;830,5906;False;0
orb;\\VBOXSVR\evaluation_screenshots\03_Targo_Bank-Schwer-3-1.png;02_Link_Only-Schwer;503,7842;193,3889;198,4578;895,6309;False;0
orb;\\VBOXSVR\evaluation_screenshots\03_Targo_Bank-Schwer-3-2.png;02_Link_Only-Schwer;551,7945;277,5287;120,243;949,5662;False;0
orb;\\VBOXSVR\evaluation_screenshots\03_Targo_Bank-Schwer-3-3.png;02_Link_Only-Schwer;436,2609;206,5452;120,2447;763,0508;False;0
orb;\\VBOXSVR\evaluation_screenshots\03_Targo_Bank-Schwer-4-1.png;02_Link_Only-Schwer;510,936;221,7352;186,8874;919,5586;False;0
orb;\\VBOXSVR\evaluation_screenshots\03_Targo_Bank-Schwer-4-2.png;02_Link_Only-Schwer;492,3803;211,0865;198,8469;902,3137;False;0
orb;\\VBOXSVR\evaluation_screenshots\03_Targo_Bank-Schwer-4-3.png;02_Link_Only-Schwer;494,2724;198,8736;127,229;820,375;False;0
orb;\\VBOXSVR\evaluation_screenshots\03_Targo_Bank-Schwer-5-1.png;02_Link_Only-Schwer;426,6336;179,5309;187,2628;793,4273;False;0
orb;\\VBOXSVR\evaluation_screenshots\03_Targo_Bank-Schwer-5-2.png;02_Link_Only-Schwer;499,699;128,7758;190,7147;819,1895;False;0
orb;\\VBOXSVR\evaluation_screenshots\03_Targo_Bank-Schwer-5-3.png;02_Link_Only-Schwer;520,5191;104,9077;135,4216;760,8484;False;0
orb;\\VBOXSVR\evaluation_screenshots\04_Targeted_IT_Abteilung-Einfach-1-1.png;02_Link_Only-Schwer;523,4394;109,5561;128,7316;761,7271;False;0
orb;\\VBOXSVR\evaluation_screenshots\04_Targeted_IT_Abteilung-Einfach-1-2.png;02_Link_Only-Schwer;527,2124;105,2119;179,2671;811,6914;False;0
orb;\\VBOXSVR\evaluation_screenshots\04_Targeted_IT_Abteilung-Einfach-2-1.png;02_Link_Only-Schwer;520,1383;205,3686;195,6841;921,191;False;0
orb;\\VBOXSVR\evaluation_screenshots\04_Targeted_IT_Abteilung-Einfach-2-2.png;02_Link_Only-Schwer;512,213;201,9163;189,5143;903,6436;False;0
orb;\\VBOXSVR\evaluation_screenshots\04_Targeted_IT_Abteilung-Einfach-3-1.png;02_Link_Only-Schwer;511,3441;221,2629;188,0074;920,6144;False;0
orb;\\VBOXSVR\evaluation_screenshots\04_Targeted_IT_Abteilung-Einfach-3-2.png;02_Link_Only-Schwer;507,6062;202,5134;187,477;897,5966;False;0
orb;\\VBOXSVR\evaluation_screenshots\04_Targeted_IT_Abteilung-Einfach-4-1.png;02_Link_Only-Schwer;514,9398;213,4119;114,7437;843,0954;False;0
orb;\\VBOXSVR\evaluation_screenshots\04_Targeted_IT_Abteilung-Einfach-4-2.png;02_Link_Only-Schwer;516,7254;204,6326;195,3902;916,7482;False;0
orb;\\VBOXSVR\evaluation_screenshots\04_Targeted_IT_Abteilung-Einfach-5-1.png;02_Link_Only-Schwer;500,6922;126,1979;184,6532;811,5433;False;0
orb;\\VBOXSVR\evaluation_screenshots\04_Targeted_IT_Abteilung-Einfach-5-2.png;02_Link_Only-Schwer;517,8652;185,3333;125,5363;828,7348;False;0
orb;\\VBOXSVR\evaluation_screenshots\04_Targeted_IT_Abteilung-Schwer-1-1.png;02_Link_Only-Schwer;501,7812;111,5569;197,8567;811,1948;False;0
orb;\\VBOXSVR\evaluation_screenshots\04_Targeted_IT_Abteilung-Schwer-1-2.png;02_Link_Only-Schwer;436,2234;103,6606;171,2807;711,1647;False;0
orb;\\VBOXSVR\evaluation_screenshots\04_Targeted_IT_Abteilung-Schwer-2-1.png;02_Link_Only-Schwer;523,4053;182,9805;195,7637;902,1495;False;0
orb;\\VBOXSVR\evaluation_screenshots\04_Targeted_IT_Abteilung-Schwer-2-2.png;02_Link_Only-Schwer;519,7388;203,5372;129,8762;853,1522;False;0
orb;\\VBOXSVR\evaluation_screenshots\04_Targeted_IT_Abteilung-Schwer-3-1.png;02_Link_Only-Schwer;491,4967;218,6281;189,5909;899,7157;False;0
orb;\\VBOXSVR\evaluation_screenshots\04_Targeted_IT_Abteilung-Schwer-3-2.png;02_Link_Only-Schwer;498,8354;201,8396;113,718;814,393;False;0
orb;\\VBOXSVR\evaluation_screenshots\04_Targeted_IT_Abteilung-Schwer-4-1.png;02_Link_Only-Schwer;495,8216;218,8443;118,0081;832,674;False;0
orb;\\VBOXSVR\evaluation_screenshots\04_Targeted_IT_Abteilung-Schwer-4-2.png;02_Link_Only-Schwer;496,664;202,1808;201,2564;900,1012;False;0
orb;\\VBOXSVR\evaluation_screenshots\04_Targeted_IT_Abteilung-Schwer-5-1.png;02_Link_Only-Schwer;517,0904;125,9664;119,9305;762,9873;False;0
orb;\\VBOXSVR\evaluation_screenshots\04_Targeted_IT_Abteilung-Schwer-5-2.png;02_Link_Only-Schwer;496,9146;124,2819;184,1918;805,3883;False;0
orb;\\VBOXSVR\evaluation_screenshots\05_Newsletter-Schwer-1-1.png;02_Link_Only-Schwer;517,0775;181,085;125,3215;823,484;False;0
orb;\\VBOXSVR\evaluation_screenshots\05_Newsletter-Schwer-2-1.png;02_Link_Only-Schwer;515,4432;207,7377;124,9737;848,1546;False;0
orb;\\VBOXSVR\evaluation_screenshots\05_Newsletter-Schwer-3-1.png;02_Link_Only-Schwer;523,2983;213,4142;189,8925;926,605;False;0
orb;\\VBOXSVR\evaluation_screenshots\05_Newsletter-Schwer-4-1.png;02_Link_Only-Schwer;523,2126;286,9703;126,0963;936,2792;False;0
orb;\\VBOXSVR\evaluation_screenshots\05_Newsletter-Schwer-5-1.png;02_Link_Only-Schwer;514,1344;201,2399;130,8466;846,2209;False;0
orb;\\VBOXSVR\evaluation_screenshots\06_Versichertenkarte-Schwer-1-1.png;02_Link_Only-Schwer;438,991;113,518;167,6993;720,2083;False;0
orb;\\VBOXSVR\evaluation_screenshots\06_Versichertenkarte-Schwer-1-2.png;02_Link_Only-Schwer;585,2865;105,5758;189,8718;880,7341;False;0
orb;\\VBOXSVR\evaluation_screenshots\06_Versichertenkarte-Schwer-1-3.png;02_Link_Only-Schwer;423,0788;107,5693;181,7479;712,396;False;0
orb;\\VBOXSVR\evaluation_screenshots\06_Versichertenkarte-Schwer-1-4.png;02_Link_Only-Schwer;526,8121;99,8922;117,3954;744,0997;False;0
orb;\\VBOXSVR\evaluation_screenshots\06_Versichertenkarte-Schwer-2-1.png;02_Link_Only-Schwer;505,7507;205,9932;178,9253;890,6692;False;0
orb;\\VBOXSVR\evaluation_screenshots\06_Versichertenkarte-Schwer-2-2.png;02_Link_Only-Schwer;501,372;312,0006;120,4441;933,8167;False;0
orb;\\VBOXSVR\evaluation_screenshots\06_Versichertenkarte-Schwer-2-3.png;02_Link_Only-Schwer;440,2317;274,1515;128,9953;843,3785;False;0
orb;\\VBOXSVR\evaluation_screenshots\06_Versichertenkarte-Schwer-2-4.png;02_Link_Only-Schwer;451,9443;301,3139;181,9484;935,2066;False;0
orb;\\VBOXSVR\evaluation_screenshots\06_Versichertenkarte-Schwer-3-1.png;02_Link_Only-Schwer;507,0284;203,0064;189,0558;899,0906;False;0
orb;\\VBOXSVR\evaluation_screenshots\06_Versichertenkarte-Schwer-3-2.png;02_Link_Only-Schwer;432,2918;307,6901;178,4413;918,4232;False;0
orb;\\VBOXSVR\evaluation_screenshots\06_Versichertenkarte-Schwer-3-3.png;02_Link_Only-Schwer;408,2702;326,9058;187,7524;922,9284;False;0
orb;\\VBOXSVR\evaluation_screenshots\06_Versichertenkarte-Schwer-3-4.png;02_Link_Only-Schwer;530,7525;306,5709;114,1997;951,5231;False;0
orb;\\VBOXSVR\evaluation_screenshots\06_Versichertenkarte-Schwer-4-1.png;02_Link_Only-Schwer;580,5874;215,0975;180,8655;976,5504;False;0
orb;\\VBOXSVR\evaluation_screenshots\06_Versichertenkarte-Schwer-4-2.png;02_Link_Only-Schwer;518,0746;304,6782;128,7469;951,4997;False;0
orb;\\VBOXSVR\evaluation_screenshots\06_Versichertenkarte-Schwer-4-3.png;02_Link_Only-Schwer;533,0573;314,1533;201,8903;1049,1009;False;0
orb;\\VBOXSVR\evaluation_screenshots\06_Versichertenkarte-Schwer-4-4.png;02_Link_Only-Schwer;498,9784;315,1867;117,5001;931,6652;False;0
orb;\\VBOXSVR\evaluation_screenshots\06_Versichertenkarte-Schwer-5-1.png;02_Link_Only-Schwer;512,877;115,7119;121,1961;749,785;False;0
orb;\\VBOXSVR\evaluation_screenshots\06_Versichertenkarte-Schwer-5-2.png;02_Link_Only-Schwer;465,2829;164,0137;190,6336;819,9302;False;0
orb;\\VBOXSVR\evaluation_screenshots\06_Versichertenkarte-Schwer-5-3.png;02_Link_Only-Schwer;521,6817;275,8498;135,5856;933,1171;False;0
orb;\\VBOXSVR\evaluation_screenshots\06_Versichertenkarte-Schwer-5-4.png;02_Link_Only-Schwer;504,4546;145,9895;209,2725;859,7166;False;0
orb;\\VBOXSVR\evaluation_screenshots\07_Paypal-Mittel-1-1.png;02_Link_Only-Schwer;551,66;107,0762;207,3595;866,0957;False;0
orb;\\VBOXSVR\evaluation_screenshots\07_Paypal-Mittel-1-2.png;02_Link_Only-Schwer;509,1361;106,7886;192,2253;808,15;False;0
orb;\\VBOXSVR\evaluation_screenshots\07_Paypal-Mittel-1-3.png;02_Link_Only-Schwer;500,4787;105,346;192,7029;798,5276;False;0
orb;\\VBOXSVR\evaluation_screenshots\07_Paypal-Mittel-2-1.png;02_Link_Only-Schwer;505,4511;202,8924;179,3014;887,6449;False;0
orb;\\VBOXSVR\evaluation_screenshots\07_Paypal-Mittel-2-2.png;02_Link_Only-Schwer;604,0757;302,086;122,8702;1029,0319;False;0
orb;\\VBOXSVR\evaluation_screenshots\07_Paypal-Mittel-2-3.png;02_Link_Only-Schwer;479,1997;121,7736;143,1469;744,1202;False;0
orb;\\VBOXSVR\evaluation_screenshots\07_Paypal-Mittel-3-1.png;02_Link_Only-Schwer;512,4585;199,4355;188,3926;900,2866;False;0
orb;\\VBOXSVR\evaluation_screenshots\07_Paypal-Mittel-3-2.png;02_Link_Only-Schwer;598,2323;245,5741;133,5254;977,3318;False;0
orb;\\VBOXSVR\evaluation_screenshots\07_Paypal-Mittel-3-3.png;02_Link_Only-Schwer;615,1718;231,6265;181,2239;1028,0222;False;0
orb;\\VBOXSVR\evaluation_screenshots\07_Paypal-Mittel-4-1.png;02_Link_Only-Schwer;492,7057;239,5499;115,0839;847,3395;False;0
orb;\\VBOXSVR\evaluation_screenshots\07_Paypal-Mittel-4-2.png;02_Link_Only-Schwer;591,2557;241,0978;221,2429;1053,5964;False;0
orb;\\VBOXSVR\evaluation_screenshots\07_Paypal-Mittel-4-3.png;02_Link_Only-Schwer;738,3434;298,193;115,0024;1151,5388;False;0
orb;\\VBOXSVR\evaluation_screenshots\07_Paypal-Mittel-5-1.png;02_Link_Only-Schwer;610,0038;108,9774;201,5123;920,4935;False;0
orb;\\VBOXSVR\evaluation_screenshots\07_Paypal-Mittel-5-2.png;02_Link_Only-Schwer;646,6693;203,4366;194,8568;1044,9627;False;0
orb;\\VBOXSVR\evaluation_screenshots\07_Paypal-Mittel-5-3.png;02_Link_Only-Schwer;515,3285;126,0563;136,143;777,5278;False;0
orb;\\VBOXSVR\evaluation_screenshots\08_Weiterbildung-Schwer-1-1.png;02_Link_Only-Schwer;495,6448;113,088;193,3944;802,1272;False;0
orb;\\VBOXSVR\evaluation_screenshots\08_Weiterbildung-Schwer-2-1.png;02_Link_Only-Schwer;478,0723;140,1081;134,7109;752,8913;False;0
orb;\\VBOXSVR\evaluation_screenshots\08_Weiterbildung-Schwer-3-1.png;02_Link_Only-Schwer;517,5783;204,8918;125,4694;847,9395;False;0
orb;\\VBOXSVR\evaluation_screenshots\08_Weiterbildung-Schwer-4-1.png;02_Link_Only-Schwer;533,647;226,6101;132,9943;893,2514;False;0
orb;\\VBOXSVR\evaluation_screenshots\08_Weiterbildung-Schwer-5-1.png;02_Link_Only-Schwer;599,6309;131,1355;181,858;912,6244;False;0
orb;\\VBOXSVR\evaluation_screenshots\12_IT_Ticket-Mittel-1-1.png;02_Link_Only-Schwer;514,2769;110,7497;189,6294;814,656;False;0
orb;\\VBOXSVR\evaluation_screenshots\12_IT_Ticket-Mittel-1-2.png;02_Link_Only-Schwer;518,031;115,2255;188,951;822,2075;False;0
orb;\\VBOXSVR\evaluation_screenshots\12_IT_Ticket-Mittel-1-3.png;02_Link_Only-Schwer;516,5747;102,4513;197,6475;816,6735;False;0
orb;\\VBOXSVR\evaluation_screenshots\12_IT_Ticket-Mittel-2-1.png;02_Link_Only-Schwer;515,4779;125,6149;189,2897;830,3825;False;0
orb;\\VBOXSVR\evaluation_screenshots\12_IT_Ticket-Mittel-2-2.png;02_Link_Only-Schwer;318,9685;202,4214;198,5925;719,9824;False;0
orb;\\VBOXSVR\evaluation_screenshots\12_IT_Ticket-Mittel-2-3.png;02_Link_Only-Schwer;512,013;201,5323;109,8788;823,4241;False;0
orb;\\VBOXSVR\evaluation_screenshots\12_IT_Ticket-Mittel-3-1.png;02_Link_Only-Schwer;515,6187;137,4926;133,8774;786,9887;False;0
orb;\\VBOXSVR\evaluation_screenshots\12_IT_Ticket-Mittel-3-2.png;02_Link_Only-Schwer;590,1122;220,7902;123,7584;934,6608;False;0
orb;\\VBOXSVR\evaluation_screenshots\12_IT_Ticket-Mittel-3-3.png;02_Link_Only-Schwer;513,5473;142,4914;132,268;788,3067;False;0
orb;\\VBOXSVR\evaluation_screenshots\12_IT_Ticket-Mittel-4-1.png;02_Link_Only-Schwer;600,7629;220,2748;196,1969;1017,2346;False;0
orb;\\VBOXSVR\evaluation_screenshots\12_IT_Ticket-Mittel-4-2.png;02_Link_Only-Schwer;445,7967;198,1887;130,1089;774,0943;False;0
orb;\\VBOXSVR\evaluation_screenshots\12_IT_Ticket-Mittel-4-3.png;02_Link_Only-Schwer;448,0909;177,2482;121,3015;746,6406;False;0
orb;\\VBOXSVR\evaluation_screenshots\12_IT_Ticket-Mittel-5-1.png;02_Link_Only-Schwer;430,941;179,8824;184,5942;795,4176;False;0
orb;\\VBOXSVR\evaluation_screenshots\12_IT_Ticket-Mittel-5-2.png;02_Link_Only-Schwer;538,1391;183,3582;124,0983;845,5956;False;0
orb;\\VBOXSVR\evaluation_screenshots\12_IT_Ticket-Mittel-5-3.png;02_Link_Only-Schwer;426,2962;190,0242;200,4882;816,8086;False;0
orb;\\VBOXSVR\evaluation_screenshots\browser_advertisement-1-1.png;02_Link_Only-Schwer;598,8832;132,1606;191,8345;922,8783;False;0
orb;\\VBOXSVR\evaluation_screenshots\browser_advertisement-2-1.png;02_Link_Only-Schwer;496,6912;226,5793;191,5452;914,8157;False;0
orb;\\VBOXSVR\evaluation_screenshots\browser_advertisement-3-1.png;02_Link_Only-Schwer;510,7022;333,3841;183,312;1027,3983;False;0
orb;\\VBOXSVR\evaluation_screenshots\browser_advertisement-4-1.png;02_Link_Only-Schwer;444,2068;386,9206;120,7126;951,84;False;0
orb;\\VBOXSVR\evaluation_screenshots\browser_advertisement-5-1.png;02_Link_Only-Schwer;436,615;281,8484;200,1144;918,5778;False;0
orb;\\VBOXSVR\evaluation_screenshots\browser_defacing-1-1.png;02_Link_Only-Schwer;521,1837;184,4799;124,0768;829,7404;False;0
orb;\\VBOXSVR\evaluation_screenshots\browser_defacing-2-1.png;02_Link_Only-Schwer;509,7936;238,9049;118,0503;866,7488;False;0
orb;\\VBOXSVR\evaluation_screenshots\browser_defacing-3-1.png;02_Link_Only-Schwer;603,8111;318,4052;197,3909;1119,6072;False;0
orb;\\VBOXSVR\evaluation_screenshots\browser_defacing-4-1.png;02_Link_Only-Schwer;510,9597;306,977;196,4208;1014,3575;False;0
orb;\\VBOXSVR\evaluation_screenshots\browser_defacing-5-1.png;02_Link_Only-Schwer;526,0567;294,2152;127,7869;948,0588;False;0
orb;\\VBOXSVR\evaluation_screenshots\email-bounce-exchange-de-1-1.png;02_Link_Only-Schwer;345,4109;191,9542;208,1009;745,466;False;0
orb;\\VBOXSVR\evaluation_screenshots\email-bounce-exchange-de-2-1.png;02_Link_Only-Schwer;590,2895;237,4096;118,9648;946,6639;False;0
orb;\\VBOXSVR\evaluation_screenshots\email-bounce-exchange-de-3-1.png;02_Link_Only-Schwer;518,9552;298,4668;187,3822;1004,8042;False;0
orb;\\VBOXSVR\evaluation_screenshots\email-bounce-exchange-de-4-1.png;02_Link_Only-Schwer;415,9996;304,3014;121,328;841,629;False;0
orb;\\VBOXSVR\evaluation_screenshots\email-bounce-exchange-de-5-1.png;02_Link_Only-Schwer;471,7786;129,1392;123,8261;724,7439;False;0
orb;\\VBOXSVR\evaluation_screenshots\exe_anti_virus_extended-1-1.png;02_Link_Only-Schwer;510,952;103,457;195,9474;810,3564;False;0
orb;\\VBOXSVR\evaluation_screenshots\exe_anti_virus_extended-2-1.png;02_Link_Only-Schwer;496,6713;306,8842;189,4756;993,0311;False;0
orb;\\VBOXSVR\evaluation_screenshots\exe_anti_virus_extended-3-1.png;02_Link_Only-Schwer;437,6403;201,9089;127,4652;767,0144;False;0
orb;\\VBOXSVR\evaluation_screenshots\exe_anti_virus_extended-4-1.png;02_Link_Only-Schwer;498,2471;224,6002;186,8905;909,7378;False;0
orb;\\VBOXSVR\evaluation_screenshots\exe_anti_virus_extended-5-1.png;02_Link_Only-Schwer;529,0837;108,9931;122,7661;760,8429;False;0
orb;\\VBOXSVR\evaluation_screenshots\exe_anti_virus_simple-1-1.png;02_Link_Only-Schwer;513,879;100,7487;193,4018;808,0295;False;0
orb;\\VBOXSVR\evaluation_screenshots\exe_anti_virus_simple-2-1.png;02_Link_Only-Schwer;514,6107;209,7199;200,9952;925,3258;False;0
orb;\\VBOXSVR\evaluation_screenshots\exe_anti_virus_simple-3-1.png;02_Link_Only-Schwer;523,9965;318,5405;187,9523;1030,4893;False;0
orb;\\VBOXSVR\evaluation_screenshots\exe_anti_virus_simple-4-1.png;02_Link_Only-Schwer;527,7798;322,3797;188,8561;1039,0156;False;0
orb;\\VBOXSVR\evaluation_screenshots\exe_anti_virus_simple-5-1.png;02_Link_Only-Schwer;594,2897;129,8496;195,818;919,9573;False;0
orb;\\VBOXSVR\evaluation_screenshots\exe_file_scanner-1-1.png;02_Link_Only-Schwer;430,3485;105,6131;202,5799;738,5415;False;0
orb;\\VBOXSVR\evaluation_screenshots\exe_file_scanner-1-2.png;02_Link_Only-Schwer;511,9391;105,4311;185,9171;803,2873;False;0
orb;\\VBOXSVR\evaluation_screenshots\exe_file_scanner-1-3.png;02_Link_Only-Schwer;486,7742;105,5588;123,9276;716,2606;False;0
orb;\\VBOXSVR\evaluation_screenshots\exe_file_scanner-1-4.png;02_Link_Only-Schwer;486,9649;91,0785;122,758;700,8014;False;0
orb;\\VBOXSVR\evaluation_screenshots\exe_file_scanner-2-1.png;02_Link_Only-Schwer;518,4455;218,3884;138,0152;874,8491;False;0
orb;\\VBOXSVR\evaluation_screenshots\exe_file_scanner-2-2.png;02_Link_Only-Schwer;526,9054;278,2324;198,6563;1003,7941;False;0
orb;\\VBOXSVR\evaluation_screenshots\exe_file_scanner-2-3.png;02_Link_Only-Schwer;591,3029;220,1991;198,1622;1009,6642;False;0
orb;\\VBOXSVR\evaluation_screenshots\exe_file_scanner-2-4.png;02_Link_Only-Schwer;521,038;219,3899;205,0271;945,455;False;0
orb;\\VBOXSVR\evaluation_screenshots\exe_file_scanner-3-1.png;02_Link_Only-Schwer;507,0655;300,4391;211,7914;1019,296;False;0
orb;\\VBOXSVR\evaluation_screenshots\exe_file_scanner-3-2.png;02_Link_Only-Schwer;515,7594;315,2051;207,4449;1038,4094;False;0
orb;\\VBOXSVR\evaluation_screenshots\exe_file_scanner-3-3.png;02_Link_Only-Schwer;423,5768;299,8479;201,899;925,3237;False;0
orb;\\VBOXSVR\evaluation_screenshots\exe_file_scanner-3-4.png;02_Link_Only-Schwer;521,2759;325,8386;208,9192;1056,0337;False;0
orb;\\VBOXSVR\evaluation_screenshots\exe_file_scanner-4-1.png;02_Link_Only-Schwer;547,8034;374,7532;203,1206;1125,6772;False;0
orb;\\VBOXSVR\evaluation_screenshots\exe_file_scanner-4-2.png;02_Link_Only-Schwer;515,2415;210,4752;203,6965;929,4132;False;0
orb;\\VBOXSVR\evaluation_screenshots\exe_file_scanner-4-3.png;02_Link_Only-Schwer;435,3932;395,2577;204,0365;1034,6874;False;0
orb;\\VBOXSVR\evaluation_screenshots\exe_file_scanner-4-4.png;02_Link_Only-Schwer;520,5482;305,7346;194,2964;1020,5792;False;0
orb;\\VBOXSVR\evaluation_screenshots\exe_file_scanner-5-1.png;02_Link_Only-Schwer;396,6238;232,8121;205,6217;835,0576;False;0
orb;\\VBOXSVR\evaluation_screenshots\exe_file_scanner-5-2.png;02_Link_Only-Schwer;524,5846;190,3737;198,4077;913,366;False;0
orb;\\VBOXSVR\evaluation_screenshots\exe_file_scanner-5-3.png;02_Link_Only-Schwer;504,2413;221,3464;209,7707;935,3584;False;0
orb;\\VBOXSVR\evaluation_screenshots\exe_file_scanner-5-4.png;02_Link_Only-Schwer;516,4812;217,5035;126,0488;860,0335;False;0
orb;\\VBOXSVR\evaluation_screenshots\exe_login_window-1-1.png;02_Link_Only-Schwer;508,7623;103,6644;100,3306;712,7573;False;0
orb;\\VBOXSVR\evaluation_screenshots\exe_login_window-1-2.png;02_Link_Only-Schwer;533,6087;171,3522;115,3543;820,3152;False;0
orb;\\VBOXSVR\evaluation_screenshots\exe_login_window-1-3.png;02_Link_Only-Schwer;508,9486;99,2128;105,9217;714,0831;False;0
orb;\\VBOXSVR\evaluation_screenshots\exe_login_window-1-4.png;02_Link_Only-Schwer;515,6862;102,2962;108,332;726,3144;False;0
orb;\\VBOXSVR\evaluation_screenshots\exe_login_window-2-1.png;02_Link_Only-Schwer;441,1955;296,7432;203,2131;941,1518;False;0
orb;\\VBOXSVR\evaluation_screenshots\exe_login_window-2-2.png;02_Link_Only-Schwer;540,1912;298,7201;192,6932;1031,6045;False;0
orb;\\VBOXSVR\evaluation_screenshots\exe_login_window-2-3.png;02_Link_Only-Schwer;505,6554;230,9314;178,2323;914,8191;False;0
orb;\\VBOXSVR\evaluation_screenshots\exe_login_window-2-4.png;02_Link_Only-Schwer;497,8678;218,3267;190,4768;906,6713;False;0
orb;\\VBOXSVR\evaluation_screenshots\exe_login_window-3-1.png;02_Link_Only-Schwer;529,9135;311,247;182,3786;1023,5391;False;0
orb;\\VBOXSVR\evaluation_screenshots\exe_login_window-3-2.png;02_Link_Only-Schwer;582,3544;338,1616;127,36;1047,876;False;0
orb;\\VBOXSVR\evaluation_screenshots\exe_login_window-3-3.png;02_Link_Only-Schwer;503,067;327,1923;200,2879;1030,5472;False;0
orb;\\VBOXSVR\evaluation_screenshots\exe_login_window-3-4.png;02_Link_Only-Schwer;505,9022;225,492;133,55;864,9442;False;0
orb;\\VBOXSVR\evaluation_screenshots\exe_login_window-4-1.png;02_Link_Only-Schwer;610,7528;316,931;187,7043;1115,3881;False;0
orb;\\VBOXSVR\evaluation_screenshots\exe_login_window-4-2.png;02_Link_Only-Schwer;497,0633;315,4597;124,6285;937,1515;False;0
orb;\\VBOXSVR\evaluation_screenshots\exe_login_window-4-3.png;02_Link_Only-Schwer;491,5682;233,6385;129,9129;855,1196;False;0
orb;\\VBOXSVR\evaluation_screenshots\exe_login_window-4-4.png;02_Link_Only-Schwer;510,568;313,2913;194,5326;1018,3919;False;0
orb;\\VBOXSVR\evaluation_screenshots\exe_login_window-5-1.png;02_Link_Only-Schwer;605,6348;219,1218;126,7987;951,5553;False;0
orb;\\VBOXSVR\evaluation_screenshots\exe_login_window-5-2.png;02_Link_Only-Schwer;434,7755;213,0814;124,1473;772,0042;False;0
orb;\\VBOXSVR\evaluation_screenshots\exe_login_window-5-3.png;02_Link_Only-Schwer;432,0072;187,5029;196,9567;816,4668;False;0
orb;\\VBOXSVR\evaluation_screenshots\exe_login_window-5-4.png;02_Link_Only-Schwer;420,2767;213,685;181,7588;815,7205;False;0
orb;\\VBOXSVR\evaluation_screenshots\exe_self_remove-1-1.png;02_Link_Only-Schwer;431,1901;105,0176;187,4817;723,6894;False;0
orb;\\VBOXSVR\evaluation_screenshots\exe_self_remove-2-1.png;02_Link_Only-Schwer;436,2171;288,9991;118,8072;844,0234;False;0
orb;\\VBOXSVR\evaluation_screenshots\exe_self_remove-3-1.png;02_Link_Only-Schwer;512,6154;227,8161;180,7775;921,209;False;0
orb;\\VBOXSVR\evaluation_screenshots\exe_self_remove-4-1.png;02_Link_Only-Schwer;587,1998;209,3768;186,9447;983,5213;False;0
orb;\\VBOXSVR\evaluation_screenshots\exe_self_remove-5-1.png;02_Link_Only-Schwer;510,224;215,8918;184,4083;910,5241;False;0
orb;\\VBOXSVR\evaluation_screenshots\exe_updater_generic-1-1.png;02_Link_Only-Schwer;439,3583;99,9065;179,4179;718,6827;False;0
orb;\\VBOXSVR\evaluation_screenshots\exe_updater_generic-1-2.png;02_Link_Only-Schwer;521,2939;102,5279;182,235;806,0568;False;0
orb;\\VBOXSVR\evaluation_screenshots\exe_updater_generic-1-3.png;02_Link_Only-Schwer;436,6633;91,345;175,3149;703,3232;False;0
orb;\\VBOXSVR\evaluation_screenshots\exe_updater_generic-1-4.png;02_Link_Only-Schwer;428,512;90,4392;119,0161;637,9673;False;0
orb;\\VBOXSVR\evaluation_screenshots\exe_updater_generic-2-1.png;02_Link_Only-Schwer;496,3413;295,2419;126,7587;918,3419;False;0
orb;\\VBOXSVR\evaluation_screenshots\exe_updater_generic-2-2.png;02_Link_Only-Schwer;451,9106;256,8086;129,7217;838,4409;False;0
orb;\\VBOXSVR\evaluation_screenshots\exe_updater_generic-2-3.png;02_Link_Only-Schwer;588,8123;220,336;125,4106;934,5589;False;0
orb;\\VBOXSVR\evaluation_screenshots\exe_updater_generic-2-4.png;02_Link_Only-Schwer;522,813;314,5504;196,9695;1034,3329;False;0
orb;\\VBOXSVR\evaluation_screenshots\exe_updater_generic-3-1.png;02_Link_Only-Schwer;502,6308;309,4675;186,8189;998,9172;False;0
