detector;screenshot_path;artifact_goal;artifacttype_retrieved;features_extracted;matching_finished;total;found;match_count
orb;\\VBOXSVR\evaluation_screenshots\02_Link_Only-Schwer-3-2.png;01_Jibberish-Mittel;212,3235;321,054;192,2259;725,6034;False;0
orb;\\VBOXSVR\evaluation_screenshots\02_Link_Only-Schwer-4-1.png;01_Jibberish-Mittel;220,4339;187,3451;125,8602;533,6392;False;0
orb;\\VBOXSVR\evaluation_screenshots\02_Link_Only-Schwer-4-2.png;01_Jibberish-Mittel;214,2406;315,7181;118,8031;648,7618;False;0
orb;\\VBOXSVR\evaluation_screenshots\02_Link_Only-Schwer-5-1.png;01_Jibberish-Mittel;197,2189;130,7803;181,5788;509,578;False;0
orb;\\VBOXSVR\evaluation_screenshots\02_Link_Only-Schwer-5-2.png;01_Jibberish-Mittel;289,5179;218,025;114,2484;621,7913;False;0
orb;\\VBOXSVR\evaluation_screenshots\03_Targo_Bank-Schwer-1-1.png;01_Jibberish-Mittel;273,7956;104,3293;124,9459;503,0708;False;0
orb;\\VBOXSVR\evaluation_screenshots\03_Targo_Bank-Schwer-1-2.png;01_Jibberish-Mittel;217,2629;111,5345;187,3706;516,168;False;0
orb;\\VBOXSVR\evaluation_screenshots\03_Targo_Bank-Schwer-1-3.png;01_Jibberish-Mittel;283,6383;107,0858;115,5064;506,2305;False;0
orb;\\VBOXSVR\evaluation_screenshots\03_Targo_Bank-Schwer-2-1.png;01_Jibberish-Mittel;209,8153;209,2727;119,0945;538,1825;False;0
orb;\\VBOXSVR\evaluation_screenshots\03_Targo_Bank-Schwer-2-2.png;01_Jibberish-Mittel;213,2878;114,7411;126,2363;454,2652;False;0
orb;\\VBOXSVR\evaluation_screenshots\03_Targo_Bank-Schwer-2-3.png;01_Jibberish-Mittel;114,4404;152,8194;113,6714;380,9312;False;0
orb;\\VBOXSVR\evaluation_screenshots\03_Targo_Bank-Schwer-3-1.png;01_Jibberish-Mittel;215,9261;203,7254;190,6969;610,3484;False;0
orb;\\VBOXSVR\evaluation_screenshots\03_Targo_Bank-Schwer-3-2.png;01_Jibberish-Mittel;213,2025;201,7415;124,3609;539,3049;False;0
orb;\\VBOXSVR\evaluation_screenshots\03_Targo_Bank-Schwer-3-3.png;01_Jibberish-Mittel;208,3738;186,258;118,9397;513,5715;False;0
orb;\\VBOXSVR\evaluation_screenshots\03_Targo_Bank-Schwer-4-1.png;01_Jibberish-Mittel;295,642;218,4123;113,9072;627,9615;False;0
orb;\\VBOXSVR\evaluation_screenshots\03_Targo_Bank-Schwer-4-2.png;01_Jibberish-Mittel;286,1916;209,752;189,6489;685,5925;False;0
orb;\\VBOXSVR\evaluation_screenshots\03_Targo_Bank-Schwer-4-3.png;01_Jibberish-Mittel;290,8516;208,2155;186,0881;685,1552;False;0
orb;\\VBOXSVR\evaluation_screenshots\03_Targo_Bank-Schwer-5-1.png;01_Jibberish-Mittel;190,4873;201,7321;182,9948;575,2142;False;0
orb;\\VBOXSVR\evaluation_screenshots\03_Targo_Bank-Schwer-5-2.png;01_Jibberish-Mittel;216,1868;190,1688;120,1341;526,4897;False;0
orb;\\VBOXSVR\evaluation_screenshots\03_Targo_Bank-Schwer-5-3.png;01_Jibberish-Mittel;222,5116;124,3005;186,1558;532,9679;False;0
orb;\\VBOXSVR\evaluation_screenshots\04_Targeted_IT_Abteilung-Einfach-1-1.png;01_Jibberish-Mittel;208,5754;176,9969;116,5482;502,1205;False;0
orb;\\VBOXSVR\evaluation_screenshots\04_Targeted_IT_Abteilung-Einfach-1-2.png;01_Jibberish-Mittel;220,4772;94,9626;182,7541;498,1939;False;0
orb;\\VBOXSVR\evaluation_screenshots\04_Targeted_IT_Abteilung-Einfach-2-1.png;01_Jibberish-Mittel;223,2024;197,5805;189,3705;610,1534;False;0
orb;\\VBOXSVR\evaluation_screenshots\04_Targeted_IT_Abteilung-Einfach-2-2.png;01_Jibberish-Mittel;215,4967;193,9463;194,5315;603,9745;False;0
orb;\\VBOXSVR\evaluation_screenshots\04_Targeted_IT_Abteilung-Einfach-3-1.png;01_Jibberish-Mittel;205,3126;207,991;191,2644;604,568;False;0
orb;\\VBOXSVR\evaluation_screenshots\04_Targeted_IT_Abteilung-Einfach-3-2.png;01_Jibberish-Mittel;220,3384;211,5457;117,0333;548,9174;False;0
orb;\\VBOXSVR\evaluation_screenshots\04_Targeted_IT_Abteilung-Einfach-4-1.png;01_Jibberish-Mittel;217,9658;207,7759;175,8731;601,6148;False;0
orb;\\VBOXSVR\evaluation_screenshots\04_Targeted_IT_Abteilung-Einfach-4-2.png;01_Jibberish-Mittel;284,5547;201,4622;118,3006;604,3175;False;0
orb;\\VBOXSVR\evaluation_screenshots\04_Targeted_IT_Abteilung-Einfach-5-1.png;01_Jibberish-Mittel;215,6672;185,3255;197,7754;598,7681;False;0
orb;\\VBOXSVR\evaluation_screenshots\04_Targeted_IT_Abteilung-Einfach-5-2.png;01_Jibberish-Mittel;284,601;111,8076;120,7579;517,1665;False;0
orb;\\VBOXSVR\evaluation_screenshots\04_Targeted_IT_Abteilung-Schwer-1-1.png;01_Jibberish-Mittel;228,2894;113,2333;126,4144;467,9371;False;0
orb;\\VBOXSVR\evaluation_screenshots\04_Targeted_IT_Abteilung-Schwer-1-2.png;01_Jibberish-Mittel;218,6317;102,0501;185,4366;506,1184;False;0
orb;\\VBOXSVR\evaluation_screenshots\04_Targeted_IT_Abteilung-Schwer-2-1.png;01_Jibberish-Mittel;281,2699;114,2822;184,9684;580,5205;False;0
orb;\\VBOXSVR\evaluation_screenshots\04_Targeted_IT_Abteilung-Schwer-2-2.png;01_Jibberish-Mittel;217,4054;203,5939;123,0768;544,0761;False;0
orb;\\VBOXSVR\evaluation_screenshots\04_Targeted_IT_Abteilung-Schwer-3-1.png;01_Jibberish-Mittel;225,2258;195,7649;123,8692;544,8599;False;0
orb;\\VBOXSVR\evaluation_screenshots\04_Targeted_IT_Abteilung-Schwer-3-2.png;01_Jibberish-Mittel;185,8885;136,0086;120,3325;442,2296;False;0
orb;\\VBOXSVR\evaluation_screenshots\04_Targeted_IT_Abteilung-Schwer-4-1.png;01_Jibberish-Mittel;136,5879;194,9298;188,1884;519,7061;False;0
orb;\\VBOXSVR\evaluation_screenshots\04_Targeted_IT_Abteilung-Schwer-4-2.png;01_Jibberish-Mittel;211,9734;208,7019;123,0223;543,6976;False;0
orb;\\VBOXSVR\evaluation_screenshots\04_Targeted_IT_Abteilung-Schwer-5-1.png;01_Jibberish-Mittel;232,2795;189,8333;192,122;614,2348;False;0
orb;\\VBOXSVR\evaluation_screenshots\04_Targeted_IT_Abteilung-Schwer-5-2.png;01_Jibberish-Mittel;210,6726;189,2481;114,3863;514,307;False;0
orb;\\VBOXSVR\evaluation_screenshots\05_Newsletter-Schwer-1-1.png;01_Jibberish-Mittel;212,8071;110,1625;177,8395;500,8091;False;0
orb;\\VBOXSVR\evaluation_screenshots\05_Newsletter-Schwer-2-1.png;01_Jibberish-Mittel;213,793;215,9595;185,0586;614,8111;False;0
orb;\\VBOXSVR\evaluation_screenshots\05_Newsletter-Schwer-3-1.png;01_Jibberish-Mittel;150,4964;175,0069;186,1304;511,6337;False;0
orb;\\VBOXSVR\evaluation_screenshots\05_Newsletter-Schwer-4-1.png;01_Jibberish-Mittel;287,4632;223,2088;189,1509;699,8229;False;0
orb;\\VBOXSVR\evaluation_screenshots\05_Newsletter-Schwer-5-1.png;01_Jibberish-Mittel;209,3782;210,3176;130,3317;550,0275;False;0
orb;\\VBOXSVR\evaluation_screenshots\06_Versichertenkarte-Schwer-1-1.png;01_Jibberish-Mittel;212,7774;187,1488;112,8879;512,8141;False;0
orb;\\VBOXSVR\evaluation_screenshots\06_Versichertenkarte-Schwer-1-2.png;01_Jibberish-Mittel;198,2339;99,9173;185,1975;483,3487;False;0
orb;\\VBOXSVR\evaluation_screenshots\06_Versichertenkarte-Schwer-1-3.png;01_Jibberish-Mittel;296,3523;96,9988;130,816;524,1671;False;0
orb;\\VBOXSVR\evaluation_screenshots\06_Versichertenkarte-Schwer-1-4.png;01_Jibberish-Mittel;200,1567;99,6718;111,1979;411,0264;False;0
orb;\\VBOXSVR\evaluation_screenshots\06_Versichertenkarte-Schwer-2-1.png;01_Jibberish-Mittel;222,6595;294,0998;121,0054;637,7647;False;0
orb;\\VBOXSVR\evaluation_screenshots\06_Versichertenkarte-Schwer-2-2.png;01_Jibberish-Mittel;210,0511;293,7403;117,8377;621,6291;False;0
orb;\\VBOXSVR\evaluation_screenshots\06_Versichertenkarte-Schwer-2-3.png;01_Jibberish-Mittel;217,3538;286,3591;113,1345;616,8474;False;0
orb;\\VBOXSVR\evaluation_screenshots\06_Versichertenkarte-Schwer-2-4.png;01_Jibberish-Mittel;296,3741;220,301;186,4778;703,1529;False;45
orb;\\VBOXSVR\evaluation_screenshots\06_Versichertenkarte-Schwer-3-1.png;01_Jibberish-Mittel;206,516;283,1442;126,8959;616,5561;False;0
orb;\\VBOXSVR\evaluation_screenshots\06_Versichertenkarte-Schwer-3-2.png;01_Jibberish-Mittel;192,9547;312,0461;183,6375;688,6383;False;0
orb;\\VBOXSVR\evaluation_screenshots\06_Versichertenkarte-Schwer-3-3.png;01_Jibberish-Mittel;218,039;304,8534;180,6992;703,5916;False;0
orb;\\VBOXSVR\evaluation_screenshots\06_Versichertenkarte-Schwer-3-4.png;01_Jibberish-Mittel;214,9628;290,5911;187,3703;692,9242;False;0
orb;\\VBOXSVR\evaluation_screenshots\06_Versichertenkarte-Schwer-4-1.png;01_Jibberish-Mittel;221,3684;293,3578;192,8828;707,609;False;0
orb;\\VBOXSVR\evaluation_screenshots\06_Versichertenkarte-Schwer-4-2.png;01_Jibberish-Mittel;278,5836;314,7599;177,2161;770,5596;False;0
orb;\\VBOXSVR\evaluation_screenshots\06_Versichertenkarte-Schwer-4-3.png;01_Jibberish-Mittel;214,2322;324,3866;115,695;654,3138;False;0
orb;\\VBOXSVR\evaluation_screenshots\06_Versichertenkarte-Schwer-4-4.png;01_Jibberish-Mittel;208,8117;305,0713;181,3905;695,2735;False;0
orb;\\VBOXSVR\evaluation_screenshots\06_Versichertenkarte-Schwer-5-1.png;01_Jibberish-Mittel;211,9303;180,6012;116,5268;509,0583;False;0
orb;\\VBOXSVR\evaluation_screenshots\06_Versichertenkarte-Schwer-5-2.png;01_Jibberish-Mittel;282,4955;135,7814;186,77;605,0469;False;0
orb;\\VBOXSVR\evaluation_screenshots\06_Versichertenkarte-Schwer-5-3.png;01_Jibberish-Mittel;235,258;275,6199;123,8915;634,7694;False;0
orb;\\VBOXSVR\evaluation_screenshots\06_Versichertenkarte-Schwer-5-4.png;01_Jibberish-Mittel;208,3022;219,5463;185,4517;613,3002;False;0
orb;\\VBOXSVR\evaluation_screenshots\07_Paypal-Mittel-1-1.png;01_Jibberish-Mittel;301,0634;91,7028;194,6189;587,3851;False;76
orb;\\VBOXSVR\evaluation_screenshots\07_Paypal-Mittel-1-2.png;01_Jibberish-Mittel;212,5293;86,7926;110,1344;409,4563;False;0
orb;\\VBOXSVR\evaluation_screenshots\07_Paypal-Mittel-1-3.png;01_Jibberish-Mittel;270,1162;37,8475;181,6798;489,6435;False;0
orb;\\VBOXSVR\evaluation_screenshots\07_Paypal-Mittel-2-1.png;01_Jibberish-Mittel;193,6944;201,3737;122,0986;517,1667;False;0
orb;\\VBOXSVR\evaluation_screenshots\07_Paypal-Mittel-2-2.png;01_Jibberish-Mittel;200,833;269,2336;126,3218;596,3884;False;0
orb;\\VBOXSVR\evaluation_screenshots\07_Paypal-Mittel-2-3.png;01_Jibberish-Mittel;288,6888;189,02;119,1618;596,8706;False;0
orb;\\VBOXSVR\evaluation_screenshots\07_Paypal-Mittel-3-1.png;01_Jibberish-Mittel;209,4687;128,524;179,6984;517,6911;False;0
orb;\\VBOXSVR\evaluation_screenshots\07_Paypal-Mittel-3-2.png;01_Jibberish-Mittel;144,6516;287,2098;185,5129;617,3743;False;0
orb;\\VBOXSVR\evaluation_screenshots\07_Paypal-Mittel-3-3.png;01_Jibberish-Mittel;212,3531;200,6893;185,046;598,0884;False;0
orb;\\VBOXSVR\evaluation_screenshots\07_Paypal-Mittel-4-1.png;01_Jibberish-Mittel;222,0197;202,4422;186,4636;610,9255;False;0
orb;\\VBOXSVR\evaluation_screenshots\07_Paypal-Mittel-4-2.png;01_Jibberish-Mittel;283,4805;241,3553;117,5945;642,4303;False;0
orb;\\VBOXSVR\evaluation_screenshots\07_Paypal-Mittel-4-3.png;01_Jibberish-Mittel;209,7157;214,0242;191,9988;615,7387;False;0
orb;\\VBOXSVR\evaluation_screenshots\07_Paypal-Mittel-5-1.png;01_Jibberish-Mittel;195,1345;192,544;113,7834;501,4619;False;0
orb;\\VBOXSVR\evaluation_screenshots\07_Paypal-Mittel-5-2.png;01_Jibberish-Mittel;212,9725;218,9026;129,1472;561,0223;False;0
orb;\\VBOXSVR\evaluation_screenshots\07_Paypal-Mittel-5-3.png;01_Jibberish-Mittel;214,977;174,733;115,7625;505,4725;False;0
orb;\\VBOXSVR\evaluation_screenshots\08_Weiterbildung-Schwer-1-1.png;01_Jibberish-Mittel;210,4517;110,0274;192,6043;513,0834;False;0
orb;\\VBOXSVR\evaluation_screenshots\08_Weiterbildung-Schwer-2-1.png;01_Jibberish-Mittel;295,7168;404,582;121,3589;821,6577;False;0
orb;\\VBOXSVR\evaluation_screenshots\08_Weiterbildung-Schwer-3-1.png;01_Jibberish-Mittel;282,8537;216,7965;114,6307;614,2809;False;0
orb;\\VBOXSVR\evaluation_screenshots\08_Weiterbildung-Schwer-4-1.png;01_Jibberish-Mittel;292,7808;139,2847;182,3688;614,4343;False;0
orb;\\VBOXSVR\evaluation_screenshots\08_Weiterbildung-Schwer-5-1.png;01_Jibberish-Mittel;207,7748;196,6167;127,6406;532,0321;False;0
orb;\\VBOXSVR\evaluation_screenshots\12_IT_Ticket-Mittel-1-1.png;01_Jibberish-Mittel;207,6109;114,3341;186,8748;508,8198;False;0
orb;\\VBOXSVR\evaluation_screenshots\12_IT_Ticket-Mittel-1-2.png;01_Jibberish-Mittel;289,4021;124,2248;120,9874;534,6143;False;0
orb;\\VBOXSVR\evaluation_screenshots\12_IT_Ticket-Mittel-1-3.png;01_Jibberish-Mittel;284,2907;38,3549;157,3908;480,0364;False;0
orb;\\VBOXSVR\evaluation_screenshots\12_IT_Ticket-Mittel-2-1.png;01_Jibberish-Mittel;198,4282;184,5537;191,7365;574,7184;False;0
orb;\\VBOXSVR\evaluation_screenshots\12_IT_Ticket-Mittel-2-2.png;01_Jibberish-Mittel;208,2398;191,3869;190,174;589,8007;False;0
orb;\\VBOXSVR\evaluation_screenshots\12_IT_Ticket-Mittel-2-3.png;01_Jibberish-Mittel;276,9292;137,0481;116,1462;530,1235;False;0
orb;\\VBOXSVR\evaluation_screenshots\12_IT_Ticket-Mittel-3-1.png;01_Jibberish-Mittel;207,8316;210,5712;184,8152;603,218;False;0
orb;\\VBOXSVR\evaluation_screenshots\12_IT_Ticket-Mittel-3-2.png;01_Jibberish-Mittel;210,7405;204,6102;120,8803;536,231;False;0
orb;\\VBOXSVR\evaluation_screenshots\12_IT_Ticket-Mittel-3-3.png;01_Jibberish-Mittel;204,0043;204,1184;122,7964;530,9191;False;0
orb;\\VBOXSVR\evaluation_screenshots\12_IT_Ticket-Mittel-4-1.png;01_Jibberish-Mittel;283,0045;212,6658;183,5034;679,1737;False;0
orb;\\VBOXSVR\evaluation_screenshots\12_IT_Ticket-Mittel-4-2.png;01_Jibberish-Mittel;216,4123;215,4153;187,5791;619,4067;False;0
orb;\\VBOXSVR\evaluation_screenshots\12_IT_Ticket-Mittel-4-3.png;01_Jibberish-Mittel;209,5143;198,8878;120,415;528,8171;False;0
orb;\\VBOXSVR\evaluation_screenshots\12_IT_Ticket-Mittel-5-1.png;01_Jibberish-Mittel;209,1165;125,0883;134,2618;468,4666;False;55
orb;\\VBOXSVR\evaluation_screenshots\12_IT_Ticket-Mittel-5-2.png;01_Jibberish-Mittel;213,6619;203,1148;119,3552;536,1319;False;0
orb;\\VBOXSVR\evaluation_screenshots\12_IT_Ticket-Mittel-5-3.png;01_Jibberish-Mittel;285,9695;111,532;117,4116;514,9131;False;0
orb;\\VBOXSVR\evaluation_screenshots\browser_advertisement-1-1.png;01_Jibberish-Mittel;219,6157;191,2841;115,9086;526,8084;False;0
orb;\\VBOXSVR\evaluation_screenshots\browser_advertisement-2-1.png;01_Jibberish-Mittel;204,7203;297,9529;184,515;687,1882;False;0
orb;\\VBOXSVR\evaluation_screenshots\browser_advertisement-3-1.png;01_Jibberish-Mittel;206,2853;313,8526;113,0679;633,2058;False;0
orb;\\VBOXSVR\evaluation_screenshots\browser_advertisement-4-1.png;01_Jibberish-Mittel;214,3864;290,2896;191,3741;696,0501;False;0
orb;\\VBOXSVR\evaluation_screenshots\browser_advertisement-5-1.png;01_Jibberish-Mittel;209,5886;198,8097;122,9958;531,3941;False;0
orb;\\VBOXSVR\evaluation_screenshots\browser_defacing-1-1.png;01_Jibberish-Mittel;213,1911;111,818;187,3785;512,3876;False;0
orb;\\VBOXSVR\evaluation_screenshots\browser_defacing-2-1.png;01_Jibberish-Mittel;289,0517;314,1344;125,5839;728,77;False;0
orb;\\VBOXSVR\evaluation_screenshots\browser_defacing-3-1.png;01_Jibberish-Mittel;202,5881;213,0729;178,6782;594,3392;False;0
orb;\\VBOXSVR\evaluation_screenshots\browser_defacing-4-1.png;01_Jibberish-Mittel;202,8446;310,4825;111,1126;624,4397;False;0
orb;\\VBOXSVR\evaluation_screenshots\browser_defacing-5-1.png;01_Jibberish-Mittel;294,3068;218,4101;120,8022;633,5191;False;0
orb;\\VBOXSVR\evaluation_screenshots\email-bounce-exchange-de-1-1.png;01_Jibberish-Mittel;214,3372;188,7337;113,8203;516,8912;False;0
orb;\\VBOXSVR\evaluation_screenshots\email-bounce-exchange-de-2-1.png;01_Jibberish-Mittel;279,1265;227,5214;190,9645;697,6124;False;0
orb;\\VBOXSVR\evaluation_screenshots\email-bounce-exchange-de-3-1.png;01_Jibberish-Mittel;209,794;213,5627;112,2204;535,5771;False;0
orb;\\VBOXSVR\evaluation_screenshots\email-bounce-exchange-de-4-1.png;01_Jibberish-Mittel;288,2774;298,9143;118,5345;705,7262;False;0
orb;\\VBOXSVR\evaluation_screenshots\email-bounce-exchange-de-5-1.png;01_Jibberish-Mittel;202,1024;208,5131;175,0893;585,7048;False;0
orb;\\VBOXSVR\evaluation_screenshots\exe_anti_virus_extended-1-1.png;01_Jibberish-Mittel;211,3718;104,3994;187,5837;503,3549;False;0
orb;\\VBOXSVR\evaluation_screenshots\exe_anti_virus_extended-2-1.png;01_Jibberish-Mittel;232,5737;282,558;123,9576;639,0893;False;0
orb;\\VBOXSVR\evaluation_screenshots\exe_anti_virus_extended-3-1.png;01_Jibberish-Mittel;205,9088;307,2112;113,7613;626,8813;False;0
orb;\\VBOXSVR\evaluation_screenshots\exe_anti_virus_extended-4-1.png;01_Jibberish-Mittel;212,9901;330,6594;112,3018;655,9513;False;0
orb;\\VBOXSVR\evaluation_screenshots\exe_anti_virus_extended-5-1.png;01_Jibberish-Mittel;177,0601;133,3451;187,8751;498,2803;False;0
orb;\\VBOXSVR\evaluation_screenshots\exe_anti_virus_simple-1-1.png;01_Jibberish-Mittel;270,2437;98,3314;113,1057;481,6808;False;0
orb;\\VBOXSVR\evaluation_screenshots\exe_anti_virus_simple-2-1.png;01_Jibberish-Mittel;276,3894;210,1579;124,1408;610,6881;False;0
orb;\\VBOXSVR\evaluation_screenshots\exe_anti_virus_simple-3-1.png;01_Jibberish-Mittel;207,1027;240,9236;164,3667;612,393;False;0
orb;\\VBOXSVR\evaluation_screenshots\exe_anti_virus_simple-4-1.png;01_Jibberish-Mittel;208,5969;310,1305;181,8142;700,5416;False;0
orb;\\VBOXSVR\evaluation_screenshots\exe_anti_virus_simple-5-1.png;01_Jibberish-Mittel;206,2068;210,73;192,6291;609,5659;False;0
orb;\\VBOXSVR\evaluation_screenshots\exe_file_scanner-1-1.png;01_Jibberish-Mittel;275,2777;102,2949;126,6744;504,247;False;0
orb;\\VBOXSVR\evaluation_screenshots\exe_file_scanner-1-2.png;01_Jibberish-Mittel;215,3595;102,2419;202,8594;520,4608;False;145
orb;\\VBOXSVR\evaluation_screenshots\exe_file_scanner-1-3.png;01_Jibberish-Mittel;218,2765;104,4182;123,9148;446,6095;False;0
orb;\\VBOXSVR\evaluation_screenshots\exe_file_scanner-1-4.png;01_Jibberish-Mittel;217,1746;95,0535;192,5608;504,7889;False;0
orb;\\VBOXSVR\evaluation_screenshots\exe_file_scanner-2-1.png;01_Jibberish-Mittel;220,2861;273,3281;198,752;692,3662;False;0
orb;\\VBOXSVR\evaluation_screenshots\exe_file_scanner-2-2.png;01_Jibberish-Mittel;206,9136;289,5255;210,7632;707,2023;False;158
orb;\\VBOXSVR\evaluation_screenshots\exe_file_scanner-2-3.png;01_Jibberish-Mittel;217,8173;520,5554;199,6028;937,9755;False;0
orb;\\VBOXSVR\evaluation_screenshots\exe_file_scanner-2-4.png;01_Jibberish-Mittel;218,1148;282,8406;203,9289;704,8843;False;188
orb;\\VBOXSVR\evaluation_screenshots\exe_file_scanner-3-1.png;01_Jibberish-Mittel;219,996;280,4638;199,9895;700,4493;False;0
orb;\\VBOXSVR\evaluation_screenshots\exe_file_scanner-3-2.png;01_Jibberish-Mittel;275,376;220,3047;196,2315;691,9122;False;156
orb;\\VBOXSVR\evaluation_screenshots\exe_file_scanner-3-3.png;01_Jibberish-Mittel;211,151;293,8862;193,8284;698,8656;False;0
orb;\\VBOXSVR\evaluation_screenshots\exe_file_scanner-3-4.png;01_Jibberish-Mittel;152,145;290,1301;203,683;645,9581;False;161
orb;\\VBOXSVR\evaluation_screenshots\exe_file_scanner-4-1.png;01_Jibberish-Mittel;211,8317;280,7119;200,3276;692,8712;False;0
orb;\\VBOXSVR\evaluation_screenshots\exe_file_scanner-4-2.png;01_Jibberish-Mittel;210,3199;207,5935;125,8279;543,7413;False;148
orb;\\VBOXSVR\evaluation_screenshots\exe_file_scanner-4-3.png;01_Jibberish-Mittel;222,5853;308,1375;186,2514;716,9742;False;0
orb;\\VBOXSVR\evaluation_screenshots\exe_file_scanner-4-4.png;01_Jibberish-Mittel;208,4433;223,4373;190,9986;622,8792;False;162
orb;\\VBOXSVR\evaluation_screenshots\exe_file_scanner-5-1.png;01_Jibberish-Mittel;208,4066;218,1142;194,2126;620,7334;False;0
orb;\\VBOXSVR\evaluation_screenshots\exe_file_scanner-5-2.png;01_Jibberish-Mittel;221,8571;124,8391;140,241;486,9372;False;167
orb;\\VBOXSVR\evaluation_screenshots\exe_file_scanner-5-3.png;01_Jibberish-Mittel;284,6019;191,7495;126,1149;602,4663;False;0
orb;\\VBOXSVR\evaluation_screenshots\exe_file_scanner-5-4.png;01_Jibberish-Mittel;187,8331;206,8393;128,8266;523,499;False;0
orb;\\VBOXSVR\evaluation_screenshots\exe_login_window-1-1.png;01_Jibberish-Mittel;229,8922;91,708;105,8722;427,4724;False;0
orb;\\VBOXSVR\evaluation_screenshots\exe_login_window-1-2.png;01_Jibberish-Mittel;221,3222;99,6676;119,4295;440,4193;False;0
orb;\\VBOXSVR\evaluation_screenshots\exe_login_window-1-3.png;01_Jibberish-Mittel;290,2473;93,8345;106,2859;490,3677;False;0
orb;\\VBOXSVR\evaluation_screenshots\exe_login_window-1-4.png;01_Jibberish-Mittel;206,5248;89,6429;105,6843;401,852;False;0
orb;\\VBOXSVR\evaluation_screenshots\exe_login_window-2-1.png;01_Jibberish-Mittel;205,227;215,7052;187,9421;608,8743;False;0
orb;\\VBOXSVR\evaluation_screenshots\exe_login_window-2-2.png;01_Jibberish-Mittel;205,3239;294,8338;113,1891;613,3468;False;0
orb;\\VBOXSVR\evaluation_screenshots\exe_login_window-2-3.png;01_Jibberish-Mittel;151,6435;274,8071;186,6697;613,1203;False;0
orb;\\VBOXSVR\evaluation_screenshots\exe_login_window-2-4.png;01_Jibberish-Mittel;287,7075;315,0413;114,2218;716,9706;False;0
orb;\\VBOXSVR\evaluation_screenshots\exe_login_window-3-1.png;01_Jibberish-Mittel;313,4414;311,2864;119,7168;744,4446;False;0
orb;\\VBOXSVR\evaluation_screenshots\exe_login_window-3-2.png;01_Jibberish-Mittel;204,2985;293,5441;120,5073;618,3499;False;0
orb;\\VBOXSVR\evaluation_screenshots\exe_login_window-3-3.png;01_Jibberish-Mittel;213,8953;307,0497;124,5658;645,5108;False;0
orb;\\VBOXSVR\evaluation_screenshots\exe_login_window-3-4.png;01_Jibberish-Mittel;298,3237;514,6583;194,3928;1007,3748;False;0
orb;\\VBOXSVR\evaluation_screenshots\exe_login_window-4-1.png;01_Jibberish-Mittel;183,002;312,8076;175,586;671,3956;False;0
orb;\\VBOXSVR\evaluation_screenshots\exe_login_window-4-2.png;01_Jibberish-Mittel;213,8579;308,4812;118,9757;641,3148;False;0
orb;\\VBOXSVR\evaluation_screenshots\exe_login_window-4-3.png;01_Jibberish-Mittel;215,8488;315,6925;185,0136;716,5549;False;0
orb;\\VBOXSVR\evaluation_screenshots\exe_login_window-4-4.png;01_Jibberish-Mittel;306,5433;504,3906;119,5325;930,4664;False;0
