detector;screenshot_path;artifact_goal;artifacttype_retrieved;features_extracted;matching_finished;total;found;match_count
orb;C:\Users\Lab19\Desktop\evaluation_quantitative\artifact_absent.png;artifact_00_images;91,4514;98,2319;7,0494;196,7327;False;0
orb;C:\Users\Lab19\Desktop\evaluation_quantitative\artifact_absent.png;artifact_00_images;85,6677;29,8474;70,4739;185,989;False;0
orb;C:\Users\Lab19\Desktop\evaluation_quantitative\artifact_absent.png;artifact_00_images;86,0947;104,6551;6,8485;197,5983;False;0
orb;C:\Users\Lab19\Desktop\evaluation_quantitative\artifact_absent.png;artifact_00_images;19,9682;88,6311;7,1846;115,7839;False;0
orb;C:\Users\Lab19\Desktop\evaluation_quantitative\artifact_absent.png;artifact_00_images;92,4619;95,2944;6,8902;194,6465;False;0
orb;C:\Users\Lab19\Desktop\evaluation_quantitative\artifact_absent.png;artifact_00_images;86,795;30,225;6,9386;123,9586;False;0
orb;C:\Users\Lab19\Desktop\evaluation_quantitative\artifact_absent.png;artifact_00_images;84,14;31,1682;8,1854;123,4936;False;0
orb;C:\Users\Lab19\Desktop\evaluation_quantitative\artifact_absent.png;artifact_00_images;20,5206;91,4431;76,4017;188,3654;False;0
orb;C:\Users\Lab19\Desktop\evaluation_quantitative\artifact_absent.png;artifact_00_images;80,5111;102,6144;6,9868;190,1123;False;0
orb;C:\Users\Lab19\Desktop\evaluation_quantitative\artifact_absent.png;artifact_00_images;19,9184;95,8255;7,6541;123,398;False;0
orb;C:\Users\Lab19\Desktop\evaluation_quantitative\artifact_absent.png;artifact_00_images;80,4717;101,7207;6,9695;189,1619;False;0
orb;C:\Users\Lab19\Desktop\evaluation_quantitative\artifact_absent.png;artifact_00_images;26,5188;89,1213;6,923;122,5631;False;0
orb;C:\Users\Lab19\Desktop\evaluation_quantitative\artifact_absent.png;artifact_00_images;20,0658;98,3549;7,3717;125,7924;False;0
orb;C:\Users\Lab19\Desktop\evaluation_quantitative\artifact_absent.png;artifact_00_images;88,0903;28,9114;66,0447;183,0464;False;0
orb;C:\Users\Lab19\Desktop\evaluation_quantitative\artifact_absent.png;artifact_00_images;85,5525;87,3125;6,8473;179,7123;False;0
orb;C:\Users\Lab19\Desktop\evaluation_quantitative\artifact_absent.png;artifact_00_images;19,5762;89,0736;6,9947;115,6445;False;0
orb;C:\Users\Lab19\Desktop\evaluation_quantitative\artifact_absent.png;artifact_00_images;84,4754;29,3402;68,4015;182,2171;False;0
orb;C:\Users\Lab19\Desktop\evaluation_quantitative\artifact_absent.png;artifact_00_images;19,0606;91,3628;6,6705;117,0939;False;0
orb;C:\Users\Lab19\Desktop\evaluation_quantitative\artifact_absent.png;artifact_00_images;19,0177;93,2723;7,378;119,668;False;0
orb;C:\Users\Lab19\Desktop\evaluation_quantitative\artifact_absent.png;artifact_00_images;90,4516;98,7928;6,8091;196,0535;False;0
orb;C:\Users\Lab19\Desktop\evaluation_quantitative\artifact_absent.png;artifact_00_images;77,1956;110,773;7,1982;195,1668;False;0
orb;C:\Users\Lab19\Desktop\evaluation_quantitative\artifact_absent.png;artifact_00_images;81,6465;103,8418;6,8153;192,3036;False;0
orb;C:\Users\Lab19\Desktop\evaluation_quantitative\artifact_absent.png;artifact_00_images;20,494;90,7824;7,4752;118,7516;False;0
orb;C:\Users\Lab19\Desktop\evaluation_quantitative\artifact_absent.png;artifact_00_images;25,9534;102,5737;74,4014;202,9285;False;0
orb;C:\Users\Lab19\Desktop\evaluation_quantitative\artifact_absent.png;artifact_00_images;83,0685;99,231;7,1921;189,4916;False;0
orb;C:\Users\Lab19\Desktop\evaluation_quantitative\artifact_absent.png;artifact_00_images;80,4356;97,1031;6,9584;184,4971;False;0
orb;C:\Users\Lab19\Desktop\evaluation_quantitative\artifact_absent.png;artifact_00_images;20,5094;88,7212;6,8558;116,0864;False;0
orb;C:\Users\Lab19\Desktop\evaluation_quantitative\artifact_absent.png;artifact_00_images;19,6232;89,7015;6,8537;116,1784;False;0
orb;C:\Users\Lab19\Desktop\evaluation_quantitative\artifact_absent.png;artifact_00_images;82,7707;29,7589;7,4708;120,0004;False;0
orb;C:\Users\Lab19\Desktop\evaluation_quantitative\artifact_absent.png;artifact_00_images;20,3654;105,0005;74,2279;199,5938;False;0
orb;C:\Users\Lab19\Desktop\evaluation_quantitative\artifact_absent.png;artifact_00_images;87,4531;30,146;7,4379;125,037;False;0
orb;C:\Users\Lab19\Desktop\evaluation_quantitative\artifact_absent.png;artifact_00_images;84,4634;101,6345;7,0246;193,1225;False;0
